#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         139     2.19411     2.14083  0.00857892
         140      2.1832     2.14113  0.00852298
         141     2.17156     2.14135  0.00846526
         142     2.15916     2.14147  0.00840658
         143     2.14601     2.14151  0.00834785
         144     2.13211     2.14144  0.00829013
         145     2.11746     2.14127  0.00823461
         146     2.10206     2.14101  0.00818259
         147     2.08594     2.14063  0.00813549
         148     2.06911     2.14015  0.00809486
         149     2.05161     2.13955  0.00806231
         150     2.03346     2.13885  0.00803953
         151     2.01471     2.13803  0.00802821
         152     1.99542     2.13709  0.00803002
         153     1.97563     2.13603  0.00804658
         154     1.95542     2.13486  0.00807935
         155     1.93486     2.13357  0.00812961
         156     1.91404     2.13216  0.00819839
         157     1.89306     2.13064  0.00828641
         158     1.87201       2.129  0.00839409
         159     1.85101     2.12725  0.00852143
         160     1.83017      2.1254   0.0086681
         161     1.80962     2.12343  0.00883338
         162     1.78949     2.12137  0.00901617
         163     1.76991     2.11922  0.00921508
         164     1.75101     2.11697  0.00942843
         165     1.73293     2.11464   0.0096543
         166     1.71581     2.11224  0.00989059
         167     1.69978     2.10977   0.0101351
         168     1.68496     2.10724   0.0103854
         169     1.67147     2.10466   0.0106392
         170     1.65943     2.10205   0.0108942
         171     1.64894      2.0994   0.0111481
         172     1.64008     2.09673   0.0113986
         173     1.63293     2.09404   0.0116437
         174     1.62754     2.09136   0.0118815
         175     1.62396     2.08869   0.0121101
         176     1.62222     2.08604   0.0123279
         177     1.62232     2.08342   0.0125335
         178     1.62425     2.08084   0.0127258
         179     1.62799     2.07831   0.0129038
         180      1.6335     2.07584   0.0130666
         181     1.64071     2.07344   0.0132137
         182     1.64956     2.07111   0.0133447
         183     1.65995     2.06886   0.0134596
         184      1.6718      2.0667   0.0135584
         185       1.685     2.06464   0.0136412
         186     1.69943     2.06268   0.0137084
         187     1.71498     2.06082   0.0137606
         188     1.73152     2.05907   0.0137984
         189     1.74892     2.05743   0.0138227
         190     1.76706      2.0559   0.0138341
         191     1.78581     2.05448   0.0138338
         192     1.80506     2.05318   0.0138226
         193     1.82468       2.052   0.0138016
         194     1.84457     2.05093   0.0137718
         195      1.8646     2.04998   0.0137343
         196     1.88469     2.04913   0.0136901
         197     1.90474      2.0484   0.0136402
         198     1.92466     2.04777   0.0135856
         199     1.94437     2.04725   0.0135273
         200     1.96381     2.04684   0.0134661
         201      1.9829     2.04652   0.0134028
         202     2.00161      2.0463   0.0133383
         203     2.01987     2.04617   0.0132733
         204     2.03765     2.04612   0.0132083
         205     2.05492     2.04617   0.0131439
         206     2.07165     2.04629   0.0130807
         207     2.08782     2.04649    0.013019
         208     2.10341     2.04677   0.0129593
         209     2.11841     2.04711   0.0129018
         210     2.13281     2.04752   0.0128469
         211     2.14662     2.04799   0.0127946
         212     2.15984     2.04851   0.0127451
         213     2.17246      2.0491   0.0126985
         214     2.18451     2.04973   0.0126549
         215     2.19598     2.05041   0.0126143
         216     2.20689     2.05113   0.0125767
         217     2.21726      2.0519   0.0125421
         218      2.2271      2.0527   0.0125102
         219     2.23643     2.05354   0.0124812
         220     2.24525     2.05441   0.0124549
         221      2.2536     2.05531   0.0124311
         222     2.26149     2.05624   0.0124097
         223     2.26894      2.0572   0.0123907
         224     2.27596     2.05817   0.0123738
         225     2.28259     2.05917   0.0123589
         226     2.28882     2.06019   0.0123459
         227     2.29469     2.06122   0.0123347
         228     2.30021     2.06227   0.0123251
         229      2.3054     2.06333   0.0123169
         230     2.31027      2.0644     0.01231
         231     2.31485     2.06549   0.0123044
         232     2.31915     2.06658   0.0122998
         233     2.32318     2.06768   0.0122963
         234     2.32696     2.06879   0.0122935
         235      2.3305      2.0699   0.0122916
         236     2.33383     2.07102   0.0122902
         237     2.33694     2.07214   0.0122895
         238     2.33985     2.07327   0.0122892
         239     2.34259      2.0744   0.0122894
         240     2.34514     2.07552   0.0122898
         241     2.34753     2.07665   0.0122905
         242     2.34977     2.07778   0.0122915
         243     2.35186     2.07891   0.0122925
         244     2.35382     2.08004   0.0122937
         245     2.35565     2.08116   0.0122949
         246     2.35735     2.08228    0.012296
         247     2.35894      2.0834   0.0122972
         248     2.36043     2.08452   0.0122982
         249     2.36181     2.08563   0.0122991
         250     2.36309     2.08674   0.0122999
         251     2.36428     2.08785   0.0123005
         252     2.36539     2.08895   0.0123009
         253      2.3664     2.09005   0.0123011
         254     2.36734     2.09114    0.012301
         255      2.3682     2.09223   0.0123006
         256     2.36899     2.09331      0.0123
         257      2.3697     2.09438   0.0122991
         258     2.37034     2.09545   0.0122978
         259     2.37092     2.09652   0.0122962
         260     2.37143     2.09757   0.0122943
         261     2.37187     2.09862   0.0122921
         262     2.37225     2.09967   0.0122894
         263     2.37256     2.10071   0.0122864
         264     2.37281     2.10174    0.012283
         265       2.373     2.10276   0.0122793
         266     2.37313     2.10378   0.0122751
         267     2.37319     2.10479   0.0122705
         268     2.37319     2.10579   0.0122656
         269     2.37313     2.10678   0.0122602
         270     2.37301     2.10777   0.0122543
         271     2.37282     2.10875   0.0122481
         272     2.37256     2.10972   0.0122414
         273     2.37224     2.11068   0.0122343
         274     2.37185     2.11163   0.0122267
         275     2.37139     2.11257   0.0122187
         276     2.37086     2.11351   0.0122102
         277     2.37025     2.11444   0.0122012
         278     2.36957     2.11536   0.0121918
         279     2.36881     2.11626   0.0121819
         280     2.36796     2.11716   0.0121715
         281     2.36704     2.11805   0.0121606
         282     2.36602     2.11893   0.0121493
         283      2.3649      2.1198   0.0121374
         284     2.36369     2.12066    0.012125
         285     2.36238     2.12151   0.0121121
         286     2.36096     2.12234   0.0120986
         287     2.35942     2.12317   0.0120846
         288     2.35776     2.12399   0.0120701
         289     2.35597     2.12479    0.012055
         290     2.35405     2.12558   0.0120393
         291     2.35198     2.12636   0.0120231
         292     2.34975     2.12712   0.0120062
         293     2.34736     2.12787   0.0119887
         294      2.3448     2.12861   0.0119706
         295     2.34205     2.12933   0.0119519
         296     2.33909     2.13004   0.0119325
         297     2.33593     2.13074   0.0119125
         298     2.33254     2.13141   0.0118917
         299     2.32891     2.13207   0.0118703
         300     2.32502     2.13272   0.0118481
         301     2.32086     2.13334   0.0118252
         302     2.31641     2.13395   0.0118016
         303     2.31166     2.13453   0.0117772
         304     2.30658      2.1351   0.0117521
         305     2.30116     2.13565   0.0117262
         306     2.29538     2.13617   0.0116994
         307     2.28923     2.13667    0.011672
         308     2.28268     2.13714   0.0116437
         309     2.27572     2.13759   0.0116146
         310     2.26834     2.13801   0.0115848
         311     2.26052      2.1384   0.0115543
         312     2.25225     2.13877    0.011523
         313     2.24353      2.1391    0.011491
         314     2.23435     2.13941   0.0114584
         315      2.2247     2.13968   0.0114253
         316      2.2146     2.13991   0.0113916
         317     2.20405     2.14012   0.0113574
         318     2.19306     2.14028   0.0113229
         319     2.18167     2.14041   0.0112882
         320     2.16989     2.14051   0.0112533
         321     2.15778     2.14056   0.0112184
         322     2.14536     2.14057   0.0111835
         323      2.1327     2.14055   0.0111489
         324     2.11985     2.14049   0.0111147
         325     2.10689     2.14038    0.011081
         326      2.0939     2.14024   0.0110479
         327     2.08095     2.14006   0.0110156
         328     2.06814     2.13984   0.0109842
         329     2.05557     2.13958   0.0109538
         330     2.04332     2.13929   0.0109245
         331     2.03151     2.13897   0.0108964
         332     2.02022     2.13861   0.0108694
         333     2.00956     2.13822   0.0108437
         334     1.99961     2.13781   0.0108191
         335     1.99047     2.13737   0.0107958
         336     1.98221      2.1369   0.0107735
         337     1.97489     2.13642   0.0107523
         338     1.96859     2.13593   0.0107319
         339     1.96333     2.13542   0.0107123
         340     1.95916      2.1349   0.0106934
         341     1.95609     2.13438   0.0106749
         342     1.95413     2.13385   0.0106566
         343     1.95327     2.13332   0.0106386
         344      1.9535      2.1328   0.0106205
         345     1.95478     2.13228   0.0106022
         346     1.95707     2.13178   0.0105837
         347     1.96033     2.13128   0.0105647
         348     1.96448      2.1308   0.0105452
         349     1.96947     2.13034   0.0105251
         350     1.97521      2.1299   0.0105044
         351     1.98165     2.12948   0.0104829
         352     1.98868     2.12908   0.0104608
         353     1.99624      2.1287   0.0104379
         354     2.00424     2.12835   0.0104143
         355      2.0126     2.12802   0.0103901
         356     2.02124     2.12772   0.0103653
         357     2.03008     2.12745   0.0103398
         358     2.03906      2.1272   0.0103139
         359      2.0481     2.12698   0.0102875
         360     2.05714     2.12679   0.0102608
         361     2.06611     2.12662   0.0102337
         362     2.07498     2.12648   0.0102064
         363     2.08368     2.12636    0.010179
         364     2.09218     2.12626   0.0101515
         365     2.10044     2.12619   0.0101239
         366     2.10843     2.12614   0.0100964
         367     2.11613     2.12612   0.0100689
         368     2.12351     2.12611   0.0100415
         369     2.13056     2.12612   0.0100143
         370     2.13727     2.12615  0.00998731
         371     2.14363      2.1262   0.0099605
         372     2.14964     2.12626  0.00993392
         373     2.15531     2.12634   0.0099076
         374     2.16063     2.12643  0.00988153
         375     2.16561     2.12654  0.00985573
         376     2.17027     2.12665   0.0098302
         377     2.17461     2.12678  0.00980495
         378     2.17865     2.12692  0.00977997
         379      2.1824     2.12706  0.00975527
         380     2.18588     2.12722  0.00973082
         381      2.1891     2.12738  0.00970664
         382     2.19208     2.12755   0.0096827
         383     2.19483     2.12773  0.00965902
         384     2.19738     2.12791  0.00963557
         385     2.19974     2.12809  0.00961234
         386     2.20193     2.12829  0.00958934
         387     2.20395     2.12848  0.00956656
         388     2.20584     2.12868  0.00954398
         389      2.2076     2.12888   0.0095216
         390     2.20924     2.12909  0.00949942
         391     2.21078      2.1293  0.00947742
         392     2.21222     2.12951   0.0094556
         393     2.21359     2.12972  0.00943396
         394     2.21489     2.12994  0.00941249
         395     2.21613     2.13016  0.00939119
         396     2.21731     2.13038  0.00937006
         397     2.21845      2.1306  0.00934908
         398     2.21954     2.13082  0.00932826
         399      2.2206     2.13105  0.00930759
         400     2.22162     2.13127  0.00928708
         401     2.22262      2.1315  0.00926671
         402     2.22358     2.13173  0.00924649
         403     2.22452     2.13196  0.00922641
         404     2.22544     2.13219  0.00920648
         405     2.22633     2.13243  0.00918668
         406     2.22719     2.13266  0.00916702
         407     2.22802     2.13289  0.00914749
         408     2.22882     2.13313  0.00912809
         409      2.2296     2.13336  0.00910882
         410     2.23033      2.1336  0.00908967
         411     2.23103     2.13384  0.00907064
         412     2.23169     2.13408  0.00905174
         413      2.2323     2.13431  0.00903294
         414     2.23287     2.13455  0.00901426
         415     2.23338     2.13479  0.00899569
         416     2.23384     2.13503  0.00897721
         417     2.23424     2.13527  0.00895884
         418     2.23458      2.1355  0.00894055
         419     2.23485     2.13574  0.00892236
         420     2.23505     2.13598  0.00890425
         421     2.23518     2.13621  0.00888622
         422     2.23523     2.13645  0.00886826
         423      2.2352     2.13668  0.00885036
         424     2.23509     2.13691  0.00883253
         425     2.23488     2.13714  0.00881476
         426     2.23459     2.13737  0.00879703
         427     2.23421      2.1376  0.00877935
         428     2.23374     2.13782  0.00876171
         429     2.23316     2.13805  0.00874411
         430      2.2325     2.13827  0.00872653
         431     2.23173     2.13848  0.00870898
         432     2.23087      2.1387  0.00869144
         433      2.2299     2.13891  0.00867392
         434     2.22884     2.13911  0.00865641
         435     2.22768     2.13932  0.00863891
         436     2.22642     2.13952   0.0086214
         437     2.22506     2.13971   0.0086039
         438     2.22361      2.1399  0.00858639
         439     2.22207     2.14009  0.00856887
         440     2.22044     2.14027  0.00855134
         441     2.21872     2.14045   0.0085338
         442     2.21692     2.14063  0.00851624
         443     2.21504     2.14079  0.00849867
         444     2.21308     2.14096  0.00848109
         445     2.21106     2.14111   0.0084635
         446     2.20897     2.14127  0.00844589
         447     2.20682     2.14141  0.00842827
         448     2.20461     2.14155  0.00841063
         449     2.20236     2.14169  0.00839299
         450     2.20006     2.14182  0.00837534
         451     2.19773     2.14194  0.00835769
         452     2.19537     2.14206  0.00834004
         453     2.19298     2.14217  0.00832238
         454     2.19057     2.14228  0.00830473
         455     2.18814     2.14238  0.00828709
         456      2.1857     2.14248  0.00826946
         457     2.18326     2.14256  0.00825185
         458     2.18081     2.14265  0.00823426
         459     2.17837     2.14273  0.00821668
         460     2.17592      2.1428  0.00819914
         461     2.17348     2.14286  0.00818162
         462     2.17104     2.14293  0.00816414
         463     2.16861     2.14298   0.0081467
         464     2.16618     2.14303  0.00812929
         465     2.16375     2.14308  0.00811193
         466     2.16132     2.14311  0.00809462
         467     2.15888     2.14315  0.00807736
         468     2.15644     2.14318  0.00806015
         469       2.154      2.1432  0.00804299
         470     2.15153     2.14322   0.0080259
         471     2.14906     2.14323  0.00800887
         472     2.14656     2.14324  0.00799191
         473     2.14403     2.14324  0.00797501
         474     2.14148     2.14324  0.00795819
         475      2.1389     2.14323  0.00794144
         476     2.13629     2.14321  0.00792477
         477     2.13364     2.14319  0.00790818
         478     2.13096     2.14317  0.00789168
         479     2.12824     2.14313  0.00787526
         480     2.12548      2.1431  0.00785894
         481      2.1227     2.14306  0.00784272
         482     2.11988     2.14301  0.00782659
         483     2.11703     2.14295  0.00781057
         484     2.11415     2.14289  0.00779466
         485     2.11126     2.14283  0.00777886
         486     2.10835     2.14276  0.00776318
         487     2.10543     2.14268  0.00774762
         488      2.1025      2.1426  0.00773218
         489     2.09958     2.14251  0.00771687
         490     2.09668     2.14242  0.00770169
         491     2.09378     2.14232  0.00768664
         492     2.09092     2.14221  0.00767172
         493     2.08809      2.1421  0.00765695
         494      2.0853     2.14199  0.00764231
         495     2.08256     2.14187  0.00762782
         496     2.07987     2.14174  0.00761346
         497     2.07725     2.14161  0.00759925
         498      2.0747     2.14148  0.00758518
         499     2.07222     2.14134  0.00757125
         500     2.06982      2.1412  0.00755745
         501     2.06751     2.14105   0.0075438
         502      2.0653      2.1409  0.00753028
         503     2.06318     2.14075   0.0075169
         504     2.06116     2.14059  0.00750364
         505     2.05924     2.14043  0.00749051
         506     2.05743     2.14026   0.0074775
         507     2.05572      2.1401  0.00746461
         508     2.05412     2.13993  0.00745184
         509     2.05264     2.13976  0.00743917
         510     2.05126     2.13958  0.00742661
         511     2.04999     2.13941  0.00741414
         512     2.04883     2.13923  0.00740177
         513     2.04778     2.13905  0.00738949
         514     2.04684     2.13887  0.00737729
         515       2.046     2.13869  0.00736517
         516     2.04526     2.13851  0.00735312
         517     2.04463     2.13833  0.00734114
         518     2.04409     2.13815  0.00732922
         519     2.04364     2.13796  0.00731736
         520     2.04329     2.13778  0.00730556
         521     2.04303      2.1376   0.0072938
         522     2.04285     2.13742  0.00728208
         523     2.04276     2.13724  0.00727041
         524     2.04274     2.13706  0.00725877
         525     2.04281     2.13688  0.00724716
         526     2.04294      2.1367  0.00723559
         527     2.04315     2.13652  0.00722403
         528     2.04343     2.13635   0.0072125
         529     2.04378     2.13617  0.00720099
         530     2.04418       2.136   0.0071895
         531     2.04465     2.13583  0.00717801
         532     2.04518     2.13565  0.00716654
         533     2.04575     2.13549  0.00715508
         534     2.04639     2.13532  0.00714363
         535     2.04707     2.13515  0.00713218
         536      2.0478     2.13499  0.00712074
         537     2.04857     2.13483  0.00710929
         538     2.04938     2.13467  0.00709785
         539     2.05024     2.13452  0.00708641
         540     2.05112     2.13436  0.00707497
         541     2.05204     2.13421  0.00706353
         542     2.05298     2.13406  0.00705209
         543     2.05395     2.13391  0.00704064
         544     2.05494     2.13377   0.0070292
         545     2.05595     2.13362  0.00701775
         546     2.05696     2.13348   0.0070063
         547     2.05798     2.13334  0.00699485
         548       2.059     2.13321   0.0069834
         549     2.06002     2.13308  0.00697196
         550     2.06103     2.13294  0.00696051
         551     2.06202     2.13282  0.00694907
         552     2.06299     2.13269  0.00693763
         553     2.06394     2.13257   0.0069262
         554     2.06485     2.13244  0.00691477
         555     2.06573     2.13232  0.00690336
         556     2.06656      2.1322  0.00689196
         557     2.06734     2.13209  0.00688057
         558     2.06807     2.13197  0.00686919
         559     2.06873     2.13186  0.00685784
         560     2.06933     2.13175   0.0068465
         561     2.06986     2.13164  0.00683518
         562     2.07031     2.13153  0.00682389
         563     2.07068     2.13142  0.00681263
         564     2.07097     2.13131  0.00680139
         565     2.07118     2.13121  0.00679019
         566      2.0713      2.1311  0.00677902
         567     2.07133       2.131  0.00676788
         568     2.07127     2.13089  0.00675678
         569     2.07112     2.13079  0.00674572
         570     2.07088     2.13068  0.00673471
         571     2.07057     2.13058  0.00672373
         572     2.07017     2.13047  0.00671281
         573     2.06969     2.13036  0.00670193
         574     2.06914     2.13026   0.0066911
         575     2.06853     2.13015  0.00668033
         576     2.06786     2.13004  0.00666961
         577     2.06715     2.12993  0.00665894
         578     2.06639     2.12982  0.00664832
         579     2.06559     2.12971  0.00663777
         580     2.06478      2.1296  0.00662727
         581     2.06395     2.12949  0.00661682
         582     2.06312     2.12937  0.00660644
         583     2.06229     2.12926  0.00659611
         584     2.06148     2.12914  0.00658583
         585     2.06069     2.12902  0.00657561
         586     2.05993     2.12891  0.00656545
         587     2.05921     2.12879  0.00655534
         588     2.05853     2.12867  0.00654528
         589     2.05789     2.12855  0.00653527
         590      2.0573     2.12843  0.00652531
         591     2.05677     2.12831  0.00651539
         592     2.05628     2.12818  0.00650552
         593     2.05584     2.12806   0.0064957
         594     2.05544     2.12794  0.00648591
         595     2.05509     2.12782  0.00647617
         596     2.05477      2.1277  0.00646646
         597     2.05448     2.12757  0.00645679
         598     2.05422     2.12745  0.00644716
         599     2.05398     2.12733  0.00643756
         600     2.05374      2.1272    0.006428
         601      2.0535     2.12708  0.00641848
         602     2.05326     2.12696  0.00640899
         603       2.053     2.12684  0.00639953
         604     2.05271     2.12671  0.00639011
         605      2.0524     2.12659  0.00638073
         606     2.05204     2.12647  0.00637139
         607     2.05165     2.12635  0.00636208
         608      2.0512     2.12622  0.00635282
         609     2.05069      2.1261   0.0063436
         610     2.05013     2.12597  0.00633442
         611      2.0495     2.12585  0.00632529
         612     2.04881     2.12572  0.00631621
         613     2.04805      2.1256  0.00630717
         614     2.04723     2.12547  0.00629819
         615     2.04633     2.12534  0.00628927
         616     2.04537     2.12521   0.0062804
         617     2.04435     2.12508  0.00627158
         618     2.04327     2.12495  0.00626283
         619     2.04214     2.12481  0.00625414
         620     2.04096     2.12468  0.00624552
         621     2.03974     2.12454  0.00623696
         622     2.03849      2.1244  0.00622847
         623     2.03721     2.12426  0.00622004
         624     2.03592     2.12412  0.00621168
         625     2.03462     2.12398   0.0062034
         626     2.03334     2.12383  0.00619518
         627     2.03207     2.12369  0.00618702
         628     2.03083     2.12354  0.00617894
         629     2.02964     2.12339  0.00617092
         630      2.0285     2.12324  0.00616296
         631     2.02742     2.12309  0.00615506
         632     2.02643     2.12293  0.00614722
         633     2.02552     2.12278  0.00613944
         634     2.02471     2.12262   0.0061317
         635     2.02401     2.12247  0.00612401
         636     2.02342     2.12231  0.00611636
         637     2.02296     2.12216  0.00610875
         638     2.02262       2.122  0.00610117
         639     2.02242     2.12185  0.00609361
         640     2.02235     2.12169  0.00608607
         641     2.02242     2.12154  0.00607855
         642     2.02262     2.12138  0.00607103
         643     2.02295     2.12123  0.00606352
         644     2.02342     2.12108  0.00605601
         645     2.02401     2.12093  0.00604849
         646     2.02471     2.12078  0.00604096
         647     2.02553     2.12063  0.00603341
         648     2.02646     2.12048  0.00602585
         649     2.02747     2.12034  0.00601827
         650     2.02857      2.1202  0.00601067
         651     2.02975     2.12006  0.00600304
         652     2.03099     2.11992  0.00599539
         653     2.03228     2.11979  0.00598771
         654     2.03362     2.11966     0.00598
         655     2.03499     2.11953  0.00597227
         656     2.03639      2.1194  0.00596451
         657     2.03779     2.11928  0.00595673
         658     2.03921     2.11916  0.00594892
         659     2.04062     2.11904  0.00594108
         660     2.04202     2.11892  0.00593323
         661      2.0434     2.11881  0.00592535
         662     2.04476     2.11869  0.00591745
         663     2.04609     2.11858  0.00590954
         664     2.04738     2.11848  0.00590162
         665     2.04864     2.11837  0.00589368
         666     2.04986     2.11827  0.00588572
         667     2.05104     2.11817  0.00587776
         668     2.05217     2.11807  0.00586979
         669     2.05325     2.11797  0.00586182
         670     2.05428     2.11788  0.00585384
         671     2.05526     2.11778  0.00584586
         672     2.05618     2.11769  0.00583788
         673     2.05705      2.1176   0.0058299
         674     2.05785     2.11751  0.00582193
         675      2.0586     2.11743  0.00581396
         676     2.05927     2.11734  0.00580599
         677     2.05988     2.11726  0.00579804
         678     2.06042     2.11717  0.00579009
         679     2.06088     2.11709  0.00578216
         680     2.06126     2.11701  0.00577424
         681     2.06156     2.11693  0.00576633
         682     2.06177     2.11685  0.00575844
         683      2.0619     2.11676  0.00575057
         684     2.06195     2.11668  0.00574272
         685     2.06191      2.1166   0.0057349
         686     2.06179     2.11652  0.00572709
         687     2.06159     2.11644  0.00571932
         688     2.06132     2.11636  0.00571156
         689     2.06098     2.11628  0.00570384
         690     2.06058      2.1162  0.00569615
         691     2.06013     2.11612  0.00568848
         692     2.05963     2.11604  0.00568085
         693     2.05911     2.11596  0.00567324
         694     2.05856     2.11588  0.00566567
         695     2.05801     2.11579  0.00565813
         696     2.05746     2.11571  0.00565062
         697     2.05693     2.11562  0.00564314
         698     2.05642     2.11554   0.0056357
         699     2.05595     2.11545  0.00562828
         700     2.05552     2.11537  0.00562089
         701     2.05514     2.11528  0.00561353
         702     2.05481      2.1152  0.00560619
         703     2.05453     2.11511  0.00559888
         704      2.0543     2.11502  0.00559159
         705     2.05412     2.11494  0.00558433
         706     2.05397     2.11485  0.00557709
         707     2.05385     2.11477  0.00556987
         708     2.05376     2.11468  0.00556267
         709     2.05367     2.11459  0.00555549
         710     2.05357     2.11451  0.00554833
         711     2.05346     2.11442  0.00554119
         712     2.05331     2.11434  0.00553407
         713     2.05312     2.11425  0.00552697
         714     2.05288     2.11416   0.0055199
         715     2.05258     2.11408  0.00551285
         716     2.05221     2.11399  0.00550583
         717     2.05177      2.1139  0.00549883
         718     2.05125     2.11382  0.00549187
         719     2.05065     2.11373  0.00548493
         720     2.04999     2.11364  0.00547803
         721     2.04926     2.11355  0.00547116
         722     2.04847     2.11346  0.00546432
         723     2.04764     2.11337  0.00545752
         724     2.04677     2.11328  0.00545076
         725     2.04587     2.11319  0.00544404
         726     2.04496     2.11309  0.00543735
         727     2.04406       2.113   0.0054307
         728     2.04316      2.1129  0.00542409
         729     2.04229      2.1128  0.00541751
         730     2.04146     2.11271  0.00541097
         731     2.04068     2.11261  0.00540447
         732     2.03995     2.11251  0.00539799
         733     2.03928     2.11241  0.00539155
         734     2.03868     2.11231  0.00538514
         735     2.03814     2.11221  0.00537876
