# DISTANCE:     AVE_GOFR:        ERROR:
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.21577e-05 1.19386e-05
    0.884913  0.00114959 0.000166905
    0.910562   0.0258567 0.000942319
    0.936212     0.17331  0.00228102
    0.961861    0.589429  0.00382049
    0.987511     1.23416  0.00567812
     1.01316     1.88935  0.00784099
     1.03881     2.35942  0.00879183
     1.06446     2.55101  0.00759343
     1.09011     2.55175   0.0082253
     1.11576     2.37936  0.00724077
     1.14141     2.17523  0.00863936
     1.16706     1.94726  0.00648275
     1.19271     1.73854  0.00615509
     1.21836     1.54162  0.00584952
     1.24401     1.37654  0.00729447
     1.26966     1.24186  0.00553604
     1.29531      1.1228  0.00435859
     1.32096     1.02245  0.00556513
     1.34661    0.933054  0.00451184
     1.37226     0.87478  0.00448813
     1.39791    0.814471  0.00339314
     1.42355    0.774878  0.00344556
      1.4492    0.739774  0.00464046
     1.47485    0.711968  0.00501192
      1.5005    0.693907  0.00462342
     1.52615    0.677584  0.00339945
      1.5518     0.67711  0.00416964
     1.57745    0.674944  0.00350074
      1.6031    0.684783  0.00261742
     1.62875    0.691865  0.00243904
      1.6544    0.703715  0.00338996
     1.68005    0.725266  0.00277891
      1.7057    0.749677  0.00370068
     1.73135    0.781142  0.00342467
       1.757    0.818389  0.00370941
     1.78265    0.855141  0.00414961
      1.8083    0.891296  0.00405304
     1.83395    0.939455  0.00387014
      1.8596     0.98198  0.00363472
     1.88525     1.02562  0.00398315
      1.9109     1.06484  0.00376463
     1.93655     1.10314  0.00419059
      1.9622     1.13939  0.00364484
     1.98785     1.16224  0.00326986
      2.0135     1.18428  0.00319031
     2.03915     1.20732  0.00462726
      2.0648     1.21486  0.00400408
     2.09045     1.21651  0.00429826
      2.1161     1.20381  0.00396518
     2.14174     1.18438  0.00276771
     2.16739     1.16608  0.00443411
     2.19304     1.14204   0.0036526
     2.21869     1.12241   0.0042089
     2.24434     1.08634  0.00331381
     2.26999     1.05906  0.00372748
     2.29564     1.03002  0.00340799
     2.32129     1.00761  0.00292559
     2.34694     0.97926  0.00304344
     2.37259    0.961476  0.00302064
     2.39824    0.943267  0.00343616
     2.42389     0.92211  0.00334497
     2.44954     0.91267  0.00354298
     2.47519    0.903366  0.00314191
     2.50084    0.898835   0.0030321
     2.52649    0.895062  0.00287339
     2.55214    0.894057  0.00212286
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.17385e-05 1.15343e-05
    0.884913  0.00113525 0.000161765
    0.910562   0.0258686 0.000909899
    0.936212    0.173167  0.00220679
    0.961861    0.590239   0.0037737
    0.987511     1.23315   0.0055719
     1.01316     1.88615  0.00819623
     1.03881     2.35643  0.00898333
     1.06446     2.55007  0.00738993
     1.09011     2.55019  0.00808852
     1.11576     2.37914  0.00699438
     1.14141     2.17588  0.00836629
     1.16706     1.95045  0.00700309
     1.19271     1.73962  0.00603733
     1.21836      1.5436  0.00597536
     1.24401     1.37733  0.00708544
     1.26966     1.24003  0.00564071
     1.29531     1.12248  0.00421974
     1.32096     1.02221  0.00537841
     1.34661    0.934281  0.00452001
     1.37226    0.875641  0.00441511
     1.39791    0.814992  0.00331587
     1.42355    0.774707  0.00333096
      1.4492    0.740341  0.00451491
     1.47485    0.711988  0.00483913
      1.5005    0.695063  0.00460607
     1.52615    0.678769  0.00348252
      1.5518    0.677697  0.00406703
     1.57745    0.674579  0.00339902
      1.6031     0.68391  0.00266887
     1.62875     0.69139  0.00240074
      1.6544    0.703816  0.00327456
     1.68005    0.724438  0.00280375
      1.7057    0.748926  0.00364847
     1.73135    0.781045  0.00330795
       1.757    0.818308  0.00358239
     1.78265    0.854782  0.00402205
      1.8083    0.890488  0.00399303
     1.83395    0.938691  0.00381133
      1.8596    0.980643  0.00374696
     1.88525     1.02454  0.00398992
      1.9109     1.06392  0.00374697
     1.93655     1.10261  0.00407976
      1.9622     1.13922  0.00352312
     1.98785     1.16259  0.00317512
      2.0135     1.18379  0.00311881
     2.03915     1.20748  0.00447052
      2.0648     1.21478  0.00386695
     2.09045     1.21735  0.00423051
      2.1161     1.20482  0.00395502
     2.14174     1.18507   0.0027571
     2.16739     1.16627  0.00428512
     2.19304     1.14273  0.00359113
     2.21869     1.12259  0.00406785
     2.24434     1.08691  0.00324845
     2.26999     1.06023  0.00377668
     2.29564     1.03046  0.00331884
     2.32129     1.00829  0.00290306
     2.34694    0.979579  0.00295519
     2.37259    0.962424  0.00306178
     2.39824    0.944483  0.00352611
     2.42389    0.922985  0.00334222
     2.44954     0.91325  0.00346791
     2.47519     0.90361  0.00304307
     2.50084    0.898776  0.00292812
     2.52649    0.894582  0.00281413
     2.55214    0.893795  0.00206575
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.13472e-05 1.11564e-05
    0.884913  0.00125483 0.000195644
    0.910562   0.0260918 0.000906543
    0.936212      0.1735  0.00215821
    0.961861    0.590072  0.00365162
    0.987511      1.2305  0.00598218
     1.01316     1.88273  0.00860809
     1.03881     2.35359  0.00912115
     1.06446     2.55097  0.00719866
     1.09011     2.54986  0.00782561
     1.11576     2.37812  0.00683548
     1.14141     2.17537   0.0081031
     1.16706     1.95274  0.00713292
     1.19271     1.74174  0.00619836
     1.21836     1.54614  0.00629336
     1.24401     1.37707  0.00685394
     1.26966     1.24075  0.00549921
     1.29531     1.12346   0.0041903
     1.32096     1.02231  0.00520004
     1.34661    0.934773  0.00439608
     1.37226    0.875477  0.00427097
     1.39791     0.81693  0.00372912
     1.42355    0.776383   0.0036171
      1.4492    0.741548   0.0045229
     1.47485    0.712281  0.00468671
      1.5005    0.694939   0.0044542
     1.52615    0.678591  0.00337098
      1.5518    0.676985  0.00399325
     1.57745    0.672345   0.0039526
      1.6031    0.682752  0.00281973
     1.62875    0.690771  0.00239915
      1.6544    0.703073  0.00324852
     1.68005    0.724621  0.00271628
      1.7057    0.748669  0.00353592
     1.73135    0.781251  0.00320413
       1.757    0.818825  0.00350015
     1.78265     0.85424   0.0039243
      1.8083    0.889437  0.00399588
     1.83395    0.937452  0.00388054
      1.8596    0.981288  0.00367718
     1.88525     1.02465  0.00385849
      1.9109     1.06338  0.00366009
     1.93655     1.10141  0.00411655
      1.9622     1.13749  0.00380459
     1.98785     1.16249  0.00307086
      2.0135     1.18337  0.00304267
     2.03915     1.20777  0.00433098
      2.0648     1.21466   0.0037399
     2.09045     1.21711   0.0040961
      2.1161     1.20441  0.00384488
     2.14174     1.18494  0.00266814
     2.16739     1.16713  0.00422831
     2.19304     1.14438  0.00383155
     2.21869       1.125  0.00458935
     2.24434     1.08834  0.00343872
     2.26999     1.06097  0.00372371
     2.29564      1.0313  0.00331209
     2.32129     1.00869  0.00283302
     2.34694    0.980815  0.00310414
     2.37259    0.963146  0.00304356
     2.39824    0.944522  0.00340879
     2.42389     0.92299  0.00323081
     2.44954    0.913044   0.0033584
     2.47519    0.903278  0.00295974
     2.50084    0.898613  0.00283504
     2.52649    0.893627  0.00287783
     2.55214    0.893789   0.0019969
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.09811e-05 1.08026e-05
    0.884913  0.00126169 0.000189452
    0.910562   0.0264404 0.000941923
    0.936212    0.173686  0.00209658
    0.961861    0.589362  0.00360218
    0.987511     1.22933    0.005903
     1.01316     1.88303  0.00833569
     1.03881     2.34964  0.00964663
     1.06446     2.54853  0.00736935
     1.09011     2.54966  0.00757575
     1.11576     2.37946  0.00674545
     1.14141      2.1762   0.0078843
     1.16706     1.95394  0.00700322
     1.19271     1.74145   0.0060055
     1.21836     1.54691  0.00613734
     1.24401     1.37775  0.00666637
     1.26966      1.2419  0.00544024
     1.29531     1.12399  0.00408895
     1.32096     1.02209  0.00503701
     1.34661    0.936376  0.00453682
     1.37226    0.876756  0.00432028
     1.39791    0.817475  0.00364842
     1.42355    0.776743  0.00351824
      1.4492    0.742433  0.00446283
     1.47485    0.712577  0.00454486
      1.5005     0.69432  0.00435336
     1.52615    0.678419   0.0032666
      1.5518    0.676265  0.00392893
     1.57745    0.671199  0.00398776
      1.6031     0.68263  0.00273142
     1.62875    0.690717  0.00232236
      1.6544    0.702632  0.00317355
     1.68005    0.723206  0.00297463
      1.7057    0.748148  0.00346004
     1.73135     0.78039  0.00321455
       1.757    0.819232  0.00341075
     1.78265    0.854094  0.00380044
      1.8083    0.889259  0.00387095
     1.83395    0.936913  0.00379257
      1.8596    0.980202  0.00371547
     1.88525     1.02465  0.00373402
      1.9109     1.06444  0.00369322
     1.93655     1.10138  0.00398389
      1.9622     1.13834  0.00377614
     1.98785     1.16256   0.0029728
      2.0135     1.18256  0.00305042
     2.03915      1.2081   0.0042037
      2.0648     1.21567  0.00375251
     2.09045     1.21724  0.00396604
      2.1161     1.20418  0.00372765
     2.14174     1.18545  0.00262933
     2.16739     1.16671  0.00411302
     2.19304     1.14374  0.00376154
     2.21869     1.12452  0.00446587
     2.24434     1.08863  0.00333988
     2.26999     1.06121  0.00361104
     2.29564     1.03174  0.00323443
     2.32129     1.00886  0.00274726
     2.34694    0.980413  0.00302988
     2.37259     0.96305  0.00294688
     2.39824    0.944969  0.00332792
     2.42389    0.923281  0.00313968
     2.44954    0.913469  0.00327683
     2.47519    0.903858  0.00292052
     2.50084    0.899112  0.00278725
     2.52649    0.893919  0.00279978
     2.55214    0.893835  0.00193301
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263  1.0638e-05 1.04704e-05
    0.884913  0.00128674 0.000185181
    0.910562   0.0264762 0.000913168
    0.936212     0.17314  0.00210106
    0.961861     0.58826  0.00365436
    0.987511     1.22827  0.00581376
     1.01316     1.88219  0.00811828
     1.03881     2.35182  0.00958992
     1.06446     2.55138  0.00767012
     1.09011     2.54939  0.00734353
     1.11576     2.37961  0.00653636
     1.14141     2.17612  0.00763833
     1.16706     1.95314  0.00682974
     1.19271     1.73887  0.00634708
     1.21836     1.54638  0.00596834
     1.24401     1.37772  0.00645809
     1.26966     1.24255  0.00530949
     1.29531     1.12409  0.00396236
     1.32096     1.02365  0.00511649
     1.34661    0.936927  0.00442843
     1.37226    0.877419   0.0042359
     1.39791    0.817277  0.00353976
     1.42355    0.775455  0.00363625
      1.4492     0.74188  0.00435752
     1.47485    0.712607  0.00440293
      1.5005    0.694263  0.00421768
     1.52615    0.677693  0.00324428
      1.5518    0.676445  0.00381027
     1.57745    0.670282  0.00396706
      1.6031    0.682399  0.00265586
     1.62875    0.690685  0.00225002
      1.6544    0.703441   0.0031757
     1.68005    0.723747  0.00293049
      1.7057    0.749027  0.00346189
     1.73135    0.780395   0.0031141
       1.757    0.819441  0.00331058
     1.78265    0.855005  0.00378925
      1.8083    0.888799  0.00377722
     1.83395    0.936929  0.00367408
      1.8596    0.980069  0.00360174
     1.88525     1.02509  0.00364324
      1.9109     1.06421  0.00358514
     1.93655     1.10104  0.00387386
      1.9622     1.13836  0.00365816
     1.98785     1.16226  0.00289586
      2.0135     1.18275  0.00296085
     2.03915     1.20766   0.0040953
      2.0648     1.21591  0.00364318
     2.09045     1.21805  0.00392324
      2.1161     1.20441  0.00361839
     2.14174     1.18633  0.00268961
     2.16739     1.16615   0.0040222
     2.19304       1.143  0.00371519
     2.21869     1.12386  0.00437548
     2.24434     1.08899   0.0032558
     2.26999     1.06158   0.0035175
     2.29564     1.03136  0.00315548
     2.32129     1.00898  0.00266369
     2.34694    0.980333  0.00293624
     2.37259    0.963482  0.00288626
     2.39824    0.944971  0.00322392
     2.42389    0.923036  0.00305114
     2.44954    0.913604   0.0031772
     2.47519    0.903503  0.00285074
     2.50084    0.898659  0.00273671
     2.52649    0.893619  0.00272835
     2.55214    0.893567  0.00189113
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.03156e-05 1.01581e-05
    0.884913  0.00130472  0.00018044
    0.910562   0.0264271 0.000886812
    0.936212    0.173246  0.00204007
    0.961861    0.588295  0.00354378
    0.987511     1.22913  0.00570081
     1.01316      1.8836  0.00799537
     1.03881     2.35098   0.0093364
     1.06446     2.55092   0.0074514
     1.09011     2.54655  0.00765314
     1.11576     2.37988  0.00634367
     1.14141     2.17826  0.00769994
     1.16706     1.95386  0.00666069
     1.19271     1.73911  0.00615925
     1.21836     1.54738  0.00586997
     1.24401     1.37706  0.00629658
     1.26966     1.24098  0.00537605
     1.29531     1.12362  0.00386946
     1.32096     1.02281  0.00503019
     1.34661    0.935582  0.00449371
     1.37226    0.877673  0.00411511
     1.39791    0.816795  0.00346523
     1.42355    0.775143  0.00353944
      1.4492    0.741642  0.00423198
     1.47485    0.713187   0.0043075
      1.5005    0.695248  0.00420335
     1.52615    0.678323  0.00320654
      1.5518    0.676916  0.00372384
     1.57745    0.670623  0.00386149
      1.6031    0.682531  0.00257867
     1.62875    0.690763  0.00218318
      1.6544    0.703635  0.00308542
     1.68005    0.723639  0.00284367
      1.7057    0.748725  0.00337015
     1.73135    0.780586  0.00302557
       1.757    0.819385  0.00321074
     1.78265    0.855471  0.00370305
      1.8083    0.888894  0.00366396
     1.83395    0.937537  0.00361272
      1.8596    0.980879  0.00358251
     1.88525     1.02561  0.00356996
      1.9109     1.06412  0.00347774
     1.93655     1.10066  0.00377495
      1.9622      1.1379  0.00357566
     1.98785     1.16239  0.00281099
      2.0135      1.1823  0.00290468
     2.03915     1.20717  0.00400037
      2.0648       1.215  0.00364546
     2.09045     1.21717  0.00390105
      2.1161     1.20451  0.00351013
     2.14174      1.1867  0.00263403
     2.16739     1.16679  0.00395083
     2.19304     1.14406  0.00374918
     2.21869      1.1237  0.00424578
     2.24434     1.08852  0.00319162
     2.26999     1.06103  0.00345465
     2.29564     1.03052  0.00317124
     2.32129     1.00866  0.00260173
     2.34694    0.980336  0.00284726
     2.37259    0.963048   0.0028313
     2.39824     0.94525  0.00313829
     2.42389    0.923892  0.00307644
     2.44954    0.913813  0.00308781
     2.47519    0.903604  0.00276614
     2.50084    0.898712  0.00265429
     2.52649    0.893071  0.00269999
     2.55214    0.893706  0.00183895
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 1.00122e-05 9.86387e-06
    0.884913  0.00130545 0.000175134
    0.910562   0.0263466  0.00086438
    0.936212    0.173076  0.00198714
    0.961861    0.588717  0.00346459
    0.987511     1.22817  0.00561344
     1.01316     1.88052  0.00833564
     1.03881     2.35112  0.00906278
     1.06446     2.55162  0.00726564
     1.09011     2.54577   0.0074675
     1.11576     2.37895  0.00622418
     1.14141     2.17642  0.00768796
     1.16706     1.95412  0.00646981
     1.19271     1.74041  0.00611287
     1.21836     1.54821  0.00575577
     1.24401      1.3783  0.00623298
     1.26966     1.24161  0.00525434
     1.29531     1.12492  0.00396615
     1.32096     1.02425  0.00508484
     1.34661    0.937195  0.00464195
     1.37226    0.878829  0.00415343
     1.39791    0.817407  0.00341704
     1.42355    0.774102  0.00358535
      1.4492    0.740894  0.00417314
     1.47485    0.712284  0.00427426
      1.5005    0.695662  0.00409997
     1.52615    0.677767  0.00315993
      1.5518    0.676677  0.00362199
     1.57745    0.670904  0.00375813
      1.6031    0.682503  0.00250298
     1.62875    0.689528  0.00244304
      1.6544     0.70299  0.00306141
     1.68005    0.722537  0.00296609
      1.7057    0.748341  0.00329289
     1.73135    0.780332  0.00294727
       1.757    0.819116  0.00312755
     1.78265     0.85484  0.00364748
      1.8083    0.888798  0.00355745
     1.83395    0.938066  0.00354498
      1.8596    0.980605  0.00348765
     1.88525     1.02437  0.00367581
      1.9109     1.06334  0.00346114
     1.93655      1.1006  0.00366441
      1.9622      1.1386  0.00353663
     1.98785     1.16294  0.00278318
      2.0135     1.18252  0.00282792
     2.03915     1.20735  0.00388678
      2.0648     1.21587   0.0036404
     2.09045     1.21804  0.00388146
      2.1161      1.2058  0.00363648
     2.14174     1.18737  0.00263957
     2.16739     1.16728  0.00386466
     2.19304     1.14437  0.00365177
     2.21869     1.12343  0.00412971
     2.24434     1.08781  0.00317576
     2.26999     1.06138  0.00337143
     2.29564     1.03108   0.0031283
     2.32129      1.0087  0.00252548
     2.34694    0.979978  0.00278599
     2.37259    0.962206  0.00287052
     2.39824    0.944848  0.00307158
     2.42389    0.923827  0.00298665
     2.44954    0.913812  0.00299699
     2.47519    0.902756  0.00281167
     2.50084    0.897825  0.00272042
     2.52649    0.893205  0.00262387
     2.55214    0.893981  0.00180534
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 9.72615e-06 9.58619e-06
    0.884913  0.00129173 0.000170667
    0.910562    0.026382 0.000840409
    0.936212    0.173006   0.0019316
    0.961861    0.588935  0.00337247
    0.987511     1.22723  0.00553054
     1.01316     1.88171  0.00818212
     1.03881     2.35182  0.00883126
     1.06446       2.552  0.00706783
     1.09011     2.54448  0.00736509
     1.11576     2.37846  0.00606559
     1.14141     2.17532  0.00754791
     1.16706     1.95285  0.00640956
     1.19271      1.7414  0.00601927
     1.21836     1.54728  0.00566578
     1.24401     1.37783  0.00607255
     1.26966     1.24077  0.00517067
     1.29531      1.1239  0.00398205
     1.32096     1.02346  0.00500121
     1.34661    0.937432  0.00451533
     1.37226    0.878485  0.00404902
     1.39791    0.817329  0.00332032
     1.42355    0.775042  0.00360405
      1.4492    0.741831  0.00415794
     1.47485    0.713355  0.00428416
      1.5005    0.695715  0.00398318
     1.52615    0.678293    0.003113
      1.5518    0.676596  0.00351942
     1.57745    0.671998  0.00380649
      1.6031    0.683344  0.00256899
     1.62875    0.689931  0.00240618
      1.6544    0.703219  0.00298252
     1.68005    0.722676  0.00288462
      1.7057    0.748468  0.00320128
     1.73135     0.78057  0.00287269
       1.757    0.819413  0.00305227
     1.78265    0.854922  0.00354418
      1.8083    0.888943  0.00345877
     1.83395    0.937798  0.00345384
      1.8596    0.980947  0.00340469
     1.88525     1.02438  0.00357081
      1.9109      1.0636  0.00337176
     1.93655     1.10034  0.00356845
      1.9622     1.13853  0.00343627
     1.98785     1.16331  0.00272763
      2.0135     1.18224  0.00276085
     2.03915     1.20645  0.00387875
      2.0648     1.21444  0.00380416
     2.09045     1.21719  0.00386209
      2.1161     1.20591  0.00353423
     2.14174      1.1875  0.00256767
     2.16739      1.1675  0.00376051
     2.19304     1.14425  0.00354931
     2.21869     1.12291  0.00404409
     2.24434      1.0872  0.00314253
     2.26999     1.06102   0.0032942
     2.29564     1.03115  0.00303954
     2.32129     1.00878  0.00245453
     2.34694    0.979875  0.00270828
     2.37259    0.962193  0.00278853
     2.39824    0.944225   0.0030465
     2.42389    0.923607  0.00290938
     2.44954    0.914301    0.002951
     2.47519     0.90316  0.00276024
     2.50084    0.898461  0.00271599
     2.52649    0.893945   0.0026513
     2.55214    0.894435  0.00180994
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 9.45597e-06 9.32372e-06
    0.884913  0.00126349 0.000168246
    0.910562   0.0262674  0.00082483
    0.936212    0.173351  0.00190843
    0.961861    0.589558   0.0033359
    0.987511     1.22666  0.00540568
     1.01316     1.87964  0.00821274
     1.03881     2.34922  0.00896106
     1.06446     2.55167  0.00687922
     1.09011     2.54167  0.00767491
     1.11576      2.3812  0.00648409
     1.14141     2.17867  0.00804765
     1.16706     1.95367  0.00628464
     1.19271     1.74247    0.005945
     1.21836      1.5497  0.00600271
     1.24401     1.37922   0.0060599
     1.26966     1.24195  0.00515954
     1.29531     1.12362  0.00388064
     1.32096     1.02269  0.00492149
     1.34661    0.936905  0.00442049
     1.37226    0.879126  0.00398709
     1.39791    0.816809  0.00326853
     1.42355    0.774475  0.00354827
      1.4492    0.740846  0.00415748
     1.47485    0.713591  0.00417165
      1.5005    0.696271  0.00391111
     1.52615    0.677755  0.00307254
      1.5518    0.675634  0.00355064
     1.57745    0.671788  0.00370654
      1.6031    0.683187  0.00250245
     1.62875    0.689345  0.00240975
      1.6544    0.703076  0.00290312
     1.68005    0.722405  0.00281723
      1.7057    0.748568  0.00311392
     1.73135    0.780274  0.00280809
       1.757    0.819303  0.00296948
     1.78265      0.8553  0.00346579
      1.8083    0.888687  0.00337212
     1.83395    0.938083  0.00336965
      1.8596    0.980759  0.00331528
     1.88525     1.02556  0.00366095
      1.9109     1.06426  0.00334347
     1.93655     1.10129  0.00359308
      1.9622     1.13855  0.00334088
     1.98785     1.16279  0.00270165
      2.0135     1.18194  0.00270066
     2.03915     1.20574  0.00383507
      2.0648     1.21474  0.00370976
     2.09045     1.21695  0.00376221
      2.1161     1.20557   0.0034518
     2.14174     1.18698  0.00254893
     2.16739     1.16749  0.00365606
     2.19304     1.14458  0.00346637
     2.21869     1.12264  0.00394082
     2.24434     1.08676  0.00308678
     2.26999     1.06124  0.00320995
     2.29564     1.03171  0.00300631
     2.32129     1.00925  0.00243187
     2.34694    0.980462   0.0026959
     2.37259    0.962335  0.00271469
     2.39824    0.944401  0.00296699
     2.42389    0.923057  0.00288009
     2.44954    0.914812   0.0029129
     2.47519    0.903465  0.00270037
     2.50084    0.898733  0.00265413
     2.52649    0.894055  0.00257994
     2.55214    0.894257   0.0017684
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 9.20041e-06 9.07523e-06
    0.884913  0.00129874 0.000167351
    0.910562   0.0262527 0.000802668
    0.936212    0.173295  0.00185767
    0.961861    0.588185  0.00351692
    0.987511     1.22511   0.0054785
     1.01316     1.87925  0.00799975
     1.03881     2.34903  0.00872092
     1.06446      2.5528    0.006785
     1.09011     2.54182  0.00746893
     1.11576     2.38103  0.00631092
     1.14141     2.17999  0.00793862
     1.16706      1.9528  0.00617481
     1.19271     1.74206  0.00579814
     1.21836     1.54976  0.00584077
     1.24401       1.379  0.00590004
     1.26966     1.24236  0.00503681
     1.29531     1.12433  0.00384009
     1.32096      1.0223  0.00480362
     1.34661    0.936457  0.00432363
     1.37226    0.878471  0.00393285
     1.39791    0.816664  0.00318338
     1.42355      0.7741  0.00347208
