# Generation                                                Route                                                 L(1)
     183       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     184       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     185       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     186       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     187       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     188       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     189       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     190       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     191       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     192       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     193       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     194       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     195       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     196       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     197       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     198       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     199       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     200       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     201       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     202       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     203       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     204       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     205       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     206       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     207       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     208       1 14 20 22 30 19 3 6 15 23 13 27 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.3093
     209       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     210       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     211       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     212       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     213       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     214       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     215       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     216       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     217       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     218       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     219       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     220       1 14 20 22 30 19 3 6 27 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2767
     221       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     222       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     223       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     224       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     225       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     226       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     227       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     228       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     229       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     230       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     231       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     232       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     233       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     234       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     235       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     236       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     237       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     238       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     239       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     240       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     241       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     242       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     243       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     244       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     245       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     246       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     247       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     248       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     249       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     250       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     251       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     252       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     253       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     254       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     255       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     256       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     257       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     258       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     259       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     260       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     261       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     262       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     263       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     264       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     265       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     266       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     267       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     268       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     269       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     270       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     271       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     272       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     273       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     274       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     275       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     276       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     277       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     278       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     279       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     280       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     281       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     282       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     283       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     284       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     285       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     286       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     287       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     288       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     289       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     290       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     291       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     292       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     293       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     294       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     295       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     296       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     297       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     298       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     299       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     300       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     301       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     302       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     303       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     304       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     305       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     306       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     307       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     308       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     309       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     310       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     311       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     312       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     313       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     314       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     315       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     316       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     317       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     318       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     319       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     320       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     321       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     322       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     323       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     324       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     325       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     326       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     327       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     328       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     329       1 14 20 22 30 19 3 27 6 13 23 15 18 5 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.2714
     330       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     331       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     332       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     333       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     334       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     335       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     336       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     337       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     338       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     339       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     340       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     341       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     342       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     343       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     344       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     345       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     346       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     347       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     348       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     349       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     350       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     351       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     352       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     353       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     354       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     355       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     356       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     357       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     358       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     359       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     360       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     361       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     362       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     363       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     364       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     365       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
