# Generation                                                Route                                                 L(1)
     366       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     367       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     368       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     369       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     370       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     371       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     372       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     373       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     374       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     375       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     376       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     377       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     378       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     379       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     380       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     381       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     382       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     383       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     384       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     385       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     386       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     387       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     388       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     389       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     390       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     391       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     392       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     393       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     394       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     395       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     396       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     397       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     398       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     399       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     400       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     401       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     402       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     403       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     404       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     405       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     406       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     407       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     408       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     409       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     410       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     411       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     412       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     413       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     414       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     415       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     416       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     417       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     418       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     419       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     420       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     421       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     422       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     423       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     424       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     425       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     426       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     427       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     428       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     429       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     430       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     431       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     432       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     433       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     434       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     435       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     436       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     437       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     438       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     439       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     440       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     441       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     442       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     443       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     444       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     445       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     446       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     447       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     448       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     449       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     450       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     451       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     452       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     453       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     454       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     455       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     456       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     457       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     458       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     459       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     460       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     461       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     462       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     463       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     464       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     465       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     466       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     467       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     468       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     469       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     470       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     471       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     472       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     473       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     474       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     475       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     476       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     477       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     478       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     479       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     480       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     481       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     482       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     483       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     484       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     485       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     486       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     487       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     488       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     489       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     490       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     491       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     492       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     493       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     494       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     495       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     496       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     497       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     498       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
     499       1 14 20 22 30 19 3 27 6 13 23 15 5 18 4 29 16 31 25 2 12 10 33 8 32 34 11 24 7 21 9 28 17 26      10.0457
