# Generation                                                Route                                                 L(1)
     183       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     184       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     185       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     186       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     187       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     188       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     189       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     190       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     191       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     192       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     193       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     194       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 32 34 20 33 9 7 3 22 26 13 12 10 19 14 21 8      6.29889
     195       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     196       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     197       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     198       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     199       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     200       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     201       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     202       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     203       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     204       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     205       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     206       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     207       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     208       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     209       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     210       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     211       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     212       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     213       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     214       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     215       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     216       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     217       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     218       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     219       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     220       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     221       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     222       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     223       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     224       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     225       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     226       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     227       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     228       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     229       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     230       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     231       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     232       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     233       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     234       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     235       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     236       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     237       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     238       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     239       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     240       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     241       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     242       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     243       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     244       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     245       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     246       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     247       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     248       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     249       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     250       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     251       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     252       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     253       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     254       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     255       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     256       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     257       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     258       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     259       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     260       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     261       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     262       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     263       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     264       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     265       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     266       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     267       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     268       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     269       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     270       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     271       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     272       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     273       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     274       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     275       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     276       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     277       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     278       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     279       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     280       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     281       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     282       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     283       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     284       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     285       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 20 34 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.27711
     286       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     287       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     288       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     289       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     290       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     291       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     292       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     293       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     294       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     295       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     296       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     297       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     298       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     299       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     300       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     301       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     302       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     303       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     304       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     305       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     306       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     307       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     308       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     309       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     310       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     311       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     312       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     313       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     314       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     315       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     316       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     317       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     318       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     319       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     320       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     321       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     322       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     323       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     324       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     325       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     326       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     327       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     328       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     329       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     330       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     331       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     332       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     333       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     334       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     335       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     336       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     337       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     338       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     339       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     340       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     341       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     342       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     343       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     344       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     345       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     346       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     347       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     348       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     349       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     350       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     351       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     352       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     353       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     354       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     355       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     356       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     357       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     358       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     359       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     360       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     361       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     362       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     363       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     364       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
     365       1 15 2 24 23 30 29 17 4 11 31 5 27 25 28 18 6 16 34 20 32 33 9 7 3 22 26 13 12 10 19 14 21 8      6.24306
