#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         100     1.30836     1.27057  0.00294938
         101     1.30848     1.27094  0.00294397
         102     1.30858     1.27131  0.00293814
         103     1.30868     1.27167  0.00293193
         104     1.30876     1.27203  0.00292534
         105     1.30884     1.27238  0.00291841
         106     1.30891     1.27273  0.00291115
         107     1.30897     1.27306  0.00290359
         108     1.30903      1.2734  0.00289573
         109     1.30908     1.27372  0.00288761
         110     1.30913     1.27405  0.00287925
         111     1.30918     1.27436  0.00287065
         112     1.30923     1.27467  0.00286185
         113     1.30927     1.27498  0.00285286
         114     1.30932     1.27528  0.00284369
         115     1.30937     1.27558  0.00283436
         116     1.30941     1.27587   0.0028249
         117     1.30946     1.27616  0.00281531
         118     1.30952     1.27644  0.00280561
         119     1.30957     1.27672  0.00279581
         120     1.30963     1.27699  0.00278594
         121      1.3097     1.27726  0.00277599
         122     1.30976     1.27753  0.00276599
         123     1.30984     1.27779  0.00275595
         124     1.30991     1.27805  0.00274587
         125        1.31     1.27831  0.00273577
         126     1.31008     1.27856  0.00272566
         127     1.31018     1.27881  0.00271555
         128     1.31027     1.27905  0.00270543
         129     1.31037      1.2793  0.00269533
         130     1.31048     1.27954  0.00268525
         131     1.31058     1.27977  0.00267519
         132     1.31069     1.28001  0.00266516
         133     1.31081     1.28024  0.00265516
         134     1.31092     1.28047  0.00264521
         135     1.31104     1.28069  0.00263529
         136     1.31116     1.28092  0.00262541
         137     1.31128     1.28114  0.00261558
         138     1.31139     1.28136   0.0026058
         139     1.31151     1.28158  0.00259606
         140     1.31162     1.28179  0.00258637
         141     1.31172       1.282  0.00257673
         142     1.31183     1.28221  0.00256713
         143     1.31192     1.28242  0.00255757
         144     1.31201     1.28263  0.00254805
         145     1.31209     1.28283  0.00253856
         146     1.31216     1.28303  0.00252911
         147     1.31221     1.28323  0.00251969
         148     1.31226     1.28342  0.00251028
         149     1.31229     1.28362   0.0025009
         150      1.3123     1.28381  0.00249152
         151     1.31229       1.284  0.00248215
         152     1.31227     1.28418  0.00247278
         153     1.31222     1.28437   0.0024634
         154     1.31215     1.28455    0.002454
         155     1.31205     1.28473  0.00244458
         156     1.31193      1.2849  0.00243512
         157     1.31178     1.28507  0.00242562
         158     1.31159     1.28524  0.00241607
         159     1.31137      1.2854  0.00240646
         160     1.31112     1.28556  0.00239678
         161     1.31083     1.28572  0.00238702
         162      1.3105     1.28587  0.00237718
         163     1.31012     1.28602  0.00236725
         164      1.3097     1.28617  0.00235722
         165     1.30924     1.28631  0.00234707
         166     1.30872     1.28644  0.00233682
         167     1.30816     1.28657  0.00232644
         168     1.30754      1.2867  0.00231594
         169     1.30687     1.28682  0.00230531
         170     1.30614     1.28693  0.00229455
         171     1.30536     1.28704  0.00228366
         172     1.30452     1.28714  0.00227264
         173     1.30362     1.28723   0.0022615
         174     1.30266     1.28732  0.00225024
         175     1.30165      1.2874  0.00223887
         176     1.30058     1.28748   0.0022274
         177     1.29946     1.28755  0.00221584
         178     1.29828     1.28761  0.00220422
         179     1.29706     1.28766  0.00219253
         180     1.29579     1.28771  0.00218082
         181     1.29449     1.28774  0.00216909
         182     1.29315     1.28777  0.00215738
         183     1.29178     1.28779   0.0021457
         184      1.2904     1.28781  0.00213409
         185     1.28901     1.28782  0.00212256
         186     1.28762     1.28781  0.00211115
         187     1.28624     1.28781  0.00209988
         188     1.28488     1.28779  0.00208876
         189     1.28355     1.28777  0.00207783
         190     1.28226     1.28774   0.0020671
         191     1.28102      1.2877  0.00205658
         192     1.27985     1.28766  0.00204627
         193     1.27875     1.28762  0.00203619
         194     1.27773     1.28757  0.00202633
         195     1.27679     1.28751  0.00201669
         196     1.27596     1.28745  0.00200727
         197     1.27522     1.28739  0.00199804
         198     1.27458     1.28732  0.00198899
         199     1.27405     1.28726  0.00198012
         200     1.27362     1.28719  0.00197139
         201     1.27328     1.28712   0.0019628
         202     1.27305     1.28705  0.00195432
         203      1.2729     1.28698  0.00194593
         204     1.27283     1.28691  0.00193763
         205     1.27283     1.28684  0.00192939
         206      1.2729     1.28678  0.00192121
         207     1.27301     1.28671  0.00191308
         208     1.27317     1.28664  0.00190499
         209     1.27335     1.28658  0.00189694
         210     1.27355     1.28652  0.00188892
         211     1.27376     1.28646  0.00188094
         212     1.27396      1.2864  0.00187299
         213     1.27415     1.28634  0.00186508
         214     1.27432     1.28629  0.00185721
         215     1.27447     1.28623  0.00184938
         216     1.27458     1.28618  0.00184161
         217     1.27467     1.28612  0.00183388
         218     1.27471     1.28607  0.00182622
         219     1.27472     1.28602  0.00181861
         220      1.2747     1.28597  0.00181108
         221     1.27464     1.28592  0.00180361
         222     1.27455     1.28587  0.00179621
         223     1.27445     1.28581  0.00178888
         224     1.27432     1.28576  0.00178163
         225     1.27418     1.28571  0.00177446
         226     1.27404     1.28566  0.00176736
         227     1.27391     1.28561  0.00176033
         228     1.27379     1.28556  0.00175337
         229     1.27369      1.2855  0.00174648
         230     1.27361     1.28545  0.00173965
         231     1.27357      1.2854  0.00173288
         232     1.27357     1.28535  0.00172616
         233     1.27361      1.2853  0.00171949
         234     1.27371     1.28525  0.00171286
         235     1.27385      1.2852  0.00170625
         236     1.27405     1.28515  0.00169968
         237     1.27431     1.28511  0.00169312
         238     1.27462     1.28506  0.00168658
         239     1.27498     1.28502  0.00168005
         240     1.27539     1.28498  0.00167353
         241     1.27584     1.28494  0.00166702
         242     1.27634     1.28491  0.00166051
         243     1.27687     1.28488    0.001654
         244     1.27743     1.28485  0.00164751
         245     1.27802     1.28482  0.00164102
         246     1.27862     1.28479  0.00163454
         247     1.27923     1.28477  0.00162808
         248     1.27984     1.28475  0.00162163
         249     1.28045     1.28473  0.00161521
         250     1.28105     1.28472  0.00160882
         251     1.28163     1.28471  0.00160246
         252      1.2822      1.2847  0.00159613
         253     1.28274     1.28469  0.00158984
         254     1.28325     1.28468  0.00158359
         255     1.28373     1.28468  0.00157738
         256     1.28417     1.28468  0.00157122
         257     1.28458     1.28468  0.00156511
         258     1.28494     1.28468  0.00155904
         259     1.28527     1.28468  0.00155303
         260     1.28555     1.28468  0.00154706
         261      1.2858     1.28469  0.00154114
         262       1.286     1.28469  0.00153526
         263     1.28616      1.2847  0.00152943
         264     1.28629      1.2847  0.00152365
         265     1.28637     1.28471  0.00151792
         266     1.28642     1.28472  0.00151222
         267     1.28643     1.28472  0.00150657
         268     1.28642     1.28473  0.00150096
         269     1.28637     1.28473   0.0014954
         270     1.28629     1.28474  0.00148987
         271     1.28619     1.28475  0.00148438
         272     1.28607     1.28475  0.00147893
         273     1.28592     1.28476  0.00147352
         274     1.28576     1.28476  0.00146815
         275     1.28558     1.28476  0.00146281
         276     1.28539     1.28476  0.00145751
         277     1.28519     1.28477  0.00145225
         278     1.28498     1.28477  0.00144703
         279     1.28476     1.28477  0.00144184
         280     1.28454     1.28477  0.00143669
         281     1.28432     1.28476  0.00143158
         282      1.2841     1.28476  0.00142651
         283     1.28388     1.28476  0.00142147
         284     1.28366     1.28475  0.00141647
         285     1.28345     1.28475  0.00141151
         286     1.28325     1.28474  0.00140658
         287     1.28305     1.28474  0.00140169
         288     1.28287     1.28473  0.00139684
         289     1.28269     1.28473  0.00139203
         290     1.28252     1.28472  0.00138725
         291     1.28237     1.28471   0.0013825
         292     1.28223      1.2847  0.00137779
         293      1.2821     1.28469  0.00137312
         294     1.28199     1.28468  0.00136848
         295     1.28189     1.28467  0.00136387
         296     1.28181     1.28466   0.0013593
         297     1.28174     1.28465  0.00135476
         298     1.28168     1.28464  0.00135025
         299     1.28164     1.28463  0.00134577
         300     1.28162     1.28462  0.00134132
         301     1.28161     1.28461   0.0013369
         302     1.28161      1.2846  0.00133252
         303     1.28162     1.28459  0.00132815
         304     1.28165     1.28458  0.00132382
         305      1.2817     1.28458  0.00131951
         306     1.28175     1.28457  0.00131523
         307     1.28181     1.28456  0.00131098
         308     1.28189     1.28455  0.00130675
         309     1.28197     1.28454  0.00130255
         310     1.28206     1.28453  0.00129837
         311     1.28216     1.28452  0.00129422
         312     1.28226     1.28452  0.00129009
         313     1.28237     1.28451  0.00128599
         314     1.28249      1.2845  0.00128191
         315      1.2826      1.2845  0.00127785
         316     1.28272     1.28449  0.00127382
         317     1.28284     1.28449  0.00126982
         318     1.28295     1.28448  0.00126583
         319     1.28306     1.28448  0.00126187
         320     1.28317     1.28447  0.00125793
         321     1.28327     1.28447  0.00125402
         322     1.28337     1.28447  0.00125013
         323     1.28345     1.28446  0.00124626
         324     1.28353     1.28446  0.00124242
         325      1.2836     1.28446   0.0012386
         326     1.28365     1.28446   0.0012348
         327     1.28369     1.28445  0.00123103
         328     1.28372     1.28445  0.00122728
         329     1.28373     1.28445  0.00122355
         330     1.28372     1.28445  0.00121985
         331      1.2837     1.28444  0.00121616
         332     1.28366     1.28444   0.0012125
         333      1.2836     1.28444  0.00120886
         334     1.28352     1.28444  0.00120525
         335     1.28342     1.28443  0.00120165
         336      1.2833     1.28443  0.00119808
         337     1.28315     1.28443  0.00119453
         338     1.28299     1.28442  0.00119101
         339     1.28281     1.28442   0.0011875
         340      1.2826     1.28441  0.00118402
         341     1.28238     1.28441  0.00118056
         342     1.28213      1.2844  0.00117713
         343     1.28186     1.28439  0.00117372
         344     1.28157     1.28438  0.00117034
         345     1.28127     1.28437  0.00116698
         346     1.28094     1.28436  0.00116365
         347      1.2806     1.28435  0.00116035
         348     1.28024     1.28434  0.00115707
         349     1.27986     1.28433  0.00115383
         350     1.27947     1.28432  0.00115062
         351     1.27907      1.2843  0.00114744
         352     1.27865     1.28428  0.00114429
         353     1.27822     1.28427  0.00114118
         354     1.27778     1.28425   0.0011381
         355     1.27734     1.28423  0.00113506
         356     1.27688     1.28421  0.00113206
         357     1.27642     1.28419   0.0011291
         358     1.27596     1.28416  0.00112618
         359      1.2755     1.28414   0.0011233
         360     1.27504     1.28411  0.00112046
         361     1.27458     1.28409  0.00111767
         362     1.27413     1.28406  0.00111492
         363     1.27368     1.28403  0.00111222
         364     1.27325       1.284  0.00110955
         365     1.27283     1.28397  0.00110694
         366     1.27242     1.28394  0.00110436
         367     1.27203     1.28391  0.00110183
         368     1.27167     1.28387  0.00109934
         369     1.27133     1.28384  0.00109688
         370     1.27101     1.28381  0.00109447
         371     1.27072     1.28377  0.00109209
         372     1.27047     1.28373  0.00108973
         373     1.27026      1.2837  0.00108741
         374     1.27008     1.28366  0.00108511
         375     1.26995     1.28363  0.00108284
         376     1.26986     1.28359  0.00108058
         377     1.26981     1.28355  0.00107833
         378     1.26982     1.28352  0.00107609
         379     1.26988     1.28348  0.00107385
         380     1.26999     1.28344  0.00107161
         381     1.27016     1.28341  0.00106936
         382     1.27039     1.28338  0.00106711
         383     1.27068     1.28334  0.00106484
         384     1.27102     1.28331  0.00106255
         385     1.27142     1.28328  0.00106023
         386     1.27189     1.28325   0.0010579
         387     1.27241     1.28322  0.00105554
         388     1.27298      1.2832  0.00105315
         389     1.27362     1.28317  0.00105073
         390     1.27431     1.28315  0.00104828
         391     1.27504     1.28313   0.0010458
         392     1.27583     1.28311   0.0010433
         393     1.27667     1.28309  0.00104077
         394     1.27754     1.28308  0.00103823
         395     1.27846     1.28307  0.00103566
         396     1.27941     1.28306  0.00103309
         397     1.28039     1.28305  0.00103051
         398     1.28139     1.28305  0.00102793
         399     1.28242     1.28305  0.00102535
         400     1.28347     1.28305  0.00102279
         401     1.28453     1.28305  0.00102025
         402      1.2856     1.28306  0.00101773
         403     1.28667     1.28307  0.00101524
         404     1.28775     1.28308   0.0010128
         405     1.28882     1.28309   0.0010104
         406     1.28988     1.28311  0.00100804
         407     1.29093     1.28313  0.00100575
         408     1.29196     1.28315  0.00100352
         409     1.29298     1.28317  0.00100135
         410     1.29398      1.2832 0.000999258
         411     1.29495     1.28323 0.000997236
         412      1.2959     1.28326 0.000995289
         413     1.29681     1.28329 0.000993421
         414      1.2977     1.28333 0.000991631
         415     1.29855     1.28336  0.00098992
         416     1.29937      1.2834 0.000988288
         417     1.30016     1.28344 0.000986734
         418      1.3009     1.28348 0.000985258
         419     1.30161     1.28353 0.000983856
         420     1.30229     1.28357 0.000982527
         421     1.30292     1.28362 0.000981267
         422     1.30351     1.28366 0.000980074
         423     1.30407     1.28371 0.000978944
         424     1.30459     1.28376 0.000977873
         425     1.30507     1.28381 0.000976856
         426     1.30551     1.28386 0.000975891
         427     1.30592     1.28391 0.000974971
         428     1.30629     1.28397 0.000974093
         429     1.30662     1.28402 0.000973253
         430     1.30692     1.28407 0.000972445
         431     1.30718     1.28413 0.000971665
         432     1.30741     1.28418  0.00097091
         433     1.30761     1.28423 0.000970174
         434     1.30778     1.28429 0.000969454
         435     1.30791     1.28434 0.000968745
         436     1.30802      1.2844 0.000968045
         437      1.3081     1.28445 0.000967348
         438     1.30816     1.28451 0.000966653
         439     1.30819     1.28456 0.000965955
         440     1.30819     1.28461 0.000965252
         441     1.30818     1.28467 0.000964541
         442     1.30814     1.28472 0.000963819
         443     1.30808     1.28477 0.000963084
         444       1.308     1.28482 0.000962335
         445      1.3079     1.28488 0.000961569
         446     1.30779     1.28493 0.000960784
         447     1.30766     1.28498  0.00095998
         448     1.30752     1.28503 0.000959155
         449     1.30736     1.28508 0.000958307
         450     1.30719     1.28513 0.000957436
         451     1.30701     1.28518 0.000956542
         452     1.30682     1.28522 0.000955623
         453     1.30662     1.28527  0.00095468
         454     1.30641     1.28532 0.000953712
         455     1.30619     1.28536 0.000952718
         456     1.30597     1.28541   0.0009517
         457     1.30573     1.28545 0.000950656
         458      1.3055      1.2855 0.000949587
         459     1.30526     1.28554 0.000948493
         460     1.30501     1.28558 0.000947375
         461     1.30476     1.28562 0.000946234
         462     1.30451     1.28567 0.000945068
         463     1.30426     1.28571  0.00094388
         464       1.304     1.28574 0.000942669
         465     1.30374     1.28578 0.000941436
         466     1.30348     1.28582 0.000940181
         467     1.30323     1.28586 0.000938906
         468     1.30297      1.2859 0.000937612
         469     1.30271     1.28593 0.000936297
         470     1.30245     1.28597 0.000934965
         471     1.30219       1.286 0.000933614
         472     1.30193     1.28603 0.000932246
         473     1.30168     1.28607 0.000930861
         474     1.30142      1.2861 0.000929461
         475     1.30117     1.28613 0.000928045
         476     1.30092     1.28616 0.000926615
         477     1.30066     1.28619 0.000925171
         478     1.30042     1.28622 0.000923714
         479     1.30017     1.28625 0.000922244
         480     1.29992     1.28628 0.000920762
         481     1.29968     1.28631 0.000919269
         482     1.29943     1.28634 0.000917765
         483     1.29919     1.28636 0.000916251
         484     1.29895     1.28639 0.000914727
         485     1.29871     1.28641 0.000913194
         486     1.29847     1.28644 0.000911652
         487     1.29823     1.28646 0.000910101
         488     1.29799     1.28649 0.000908543
         489     1.29775     1.28651 0.000906977
         490     1.29751     1.28653 0.000905404
         491     1.29727     1.28655 0.000903825
         492     1.29703     1.28657 0.000902238
         493     1.29679      1.2866 0.000900646
         494     1.29654     1.28662 0.000899048
         495     1.29629     1.28664 0.000897444
         496     1.29604     1.28665 0.000895835
         497     1.29578     1.28667  0.00089422
         498     1.29552     1.28669 0.000892601
         499     1.29526     1.28671 0.000890978
         500     1.29499     1.28672  0.00088935
         501     1.29471     1.28674 0.000887718
         502     1.29443     1.28676 0.000886081
         503     1.29415     1.28677 0.000884442
         504     1.29385     1.28678 0.000882799
         505     1.29355      1.2868 0.000881152
         506     1.29325     1.28681 0.000879503
         507     1.29293     1.28682 0.000877851
         508     1.29261     1.28683 0.000876197
         509     1.29228     1.28684 0.000874541
         510     1.29195     1.28685 0.000872883
         511      1.2916     1.28686 0.000871225
         512     1.29125     1.28687 0.000869565
         513     1.29089     1.28688 0.000867905
         514     1.29053     1.28689 0.000866246
         515     1.29016     1.28689 0.000864587
         516     1.28978      1.2869  0.00086293
         517      1.2894      1.2869 0.000861274
         518     1.28902     1.28691 0.000859621
         519     1.28863     1.28691 0.000857971
         520     1.28825     1.28691 0.000856325
         521     1.28786     1.28692 0.000854684
         522     1.28747     1.28692 0.000853047
         523     1.28708     1.28692 0.000851416
         524      1.2867     1.28692 0.000849791
         525     1.28632     1.28692 0.000848173
         526     1.28594     1.28691 0.000846563
         527     1.28558     1.28691  0.00084496
         528     1.28522     1.28691 0.000843366
         529     1.28487      1.2869  0.00084178
         530     1.28454      1.2869 0.000840204
         531     1.28422     1.28689 0.000838637
         532     1.28392     1.28689 0.000837079
         533     1.28363     1.28688 0.000835531
         534     1.28336     1.28688 0.000833992
         535     1.28311     1.28687 0.000832463
         536     1.28289     1.28686 0.000830943
         537     1.28269     1.28685 0.000829432
         538     1.28251     1.28685  0.00082793
         539     1.28235     1.28684 0.000826436
         540     1.28223     1.28683 0.000824949
         541     1.28213     1.28682  0.00082347
         542     1.28206     1.28681 0.000821998
         543     1.28202      1.2868 0.000820531
         544     1.28201     1.28679  0.00081907
         545     1.28202     1.28679 0.000817614
         546     1.28207     1.28678 0.000816162
         547     1.28215     1.28677 0.000814714
         548     1.28225     1.28676 0.000813269
         549     1.28239     1.28675 0.000811827
         550     1.28255     1.28674 0.000810387
         551     1.28274     1.28674 0.000808949
         552     1.28296     1.28673 0.000807512
         553      1.2832     1.28672 0.000806077
         554     1.28347     1.28672 0.000804644
         555     1.28376     1.28671 0.000803211
         556     1.28408     1.28671 0.000801781
         557     1.28442      1.2867 0.000800352
         558     1.28477      1.2867 0.000798925
         559     1.28514      1.2867 0.000797501
         560     1.28553      1.2867 0.000796079
         561     1.28594     1.28669 0.000794661
         562     1.28635     1.28669 0.000793248
         563     1.28678     1.28669 0.000791839
         564     1.28722     1.28669 0.000790435
         565     1.28766      1.2867 0.000789038
         566     1.28811      1.2867 0.000787648
         567     1.28856      1.2867 0.000786266
         568     1.28902     1.28671 0.000784892
         569     1.28948     1.28671 0.000783528
         570     1.28993     1.28672 0.000782173
         571     1.29038     1.28672  0.00078083
         572     1.29083     1.28673 0.000779498
         573     1.29128     1.28674 0.000778178
         574     1.29171     1.28675  0.00077687
         575     1.29214     1.28676 0.000775576
         576     1.29256     1.28677 0.000774295
         577     1.29297     1.28678 0.000773028
         578     1.29337     1.28679 0.000771774
         579     1.29376      1.2868 0.000770535
         580     1.29413     1.28681  0.00076931
         581     1.29449     1.28683   0.0007681
         582     1.29484     1.28684 0.000766903
         583     1.29517     1.28685 0.000765721
         584     1.29549     1.28687 0.000764553
         585     1.29579     1.28688 0.000763398
         586     1.29608      1.2869 0.000762257
         587     1.29635     1.28692 0.000761128
         588     1.29661     1.28693 0.000760012
         589     1.29685     1.28695 0.000758908
         590     1.29707     1.28697 0.000757816
         591     1.29728     1.28698 0.000756735
         592     1.29747       1.287 0.000755664
         593     1.29765     1.28702 0.000754602
         594      1.2978     1.28704  0.00075355
         595     1.29795     1.28706 0.000752507
         596     1.29807     1.28707 0.000751471
         597     1.29819     1.28709 0.000750443
         598     1.29828     1.28711 0.000749421
         599     1.29837     1.28713 0.000748406
         600     1.29843     1.28715 0.000747395
         601     1.29849     1.28717  0.00074639
         602     1.29852     1.28719 0.000745388
         603     1.29855     1.28721  0.00074439
         604     1.29856     1.28723 0.000743395
         605     1.29856     1.28724 0.000742402
         606     1.29854     1.28726 0.000741411
         607     1.29851     1.28728 0.000740421
         608     1.29847      1.2873 0.000739432
         609     1.29842     1.28732 0.000738443
         610     1.29836     1.28734 0.000737454
         611     1.29828     1.28735 0.000736465
         612     1.29819     1.28737 0.000735474
         613     1.29809     1.28739 0.000734483
         614     1.29799     1.28741 0.000733489
         615     1.29787     1.28742 0.000732494
         616     1.29774     1.28744 0.000731496
         617      1.2976     1.28746 0.000730496
         618     1.29746     1.28747 0.000729493
         619      1.2973     1.28749 0.000728487
         620     1.29714      1.2875 0.000727478
         621     1.29696     1.28752 0.000726466
         622     1.29678     1.28753 0.000725451
         623     1.29659     1.28755 0.000724432
         624      1.2964     1.28756  0.00072341
         625     1.29619     1.28758 0.000722384
         626     1.29598     1.28759 0.000721355
         627     1.29577      1.2876 0.000720323
         628     1.29554     1.28762 0.000719287
         629     1.29531     1.28763 0.000718247
         630     1.29508     1.28764 0.000717204
         631     1.29484     1.28765 0.000716158
         632     1.29459     1.28766  0.00071511
         633     1.29434     1.28767 0.000714058
         634     1.29409     1.28768 0.000713003
         635     1.29383     1.28769 0.000711946
         636     1.29356      1.2877 0.000710886
         637     1.29329     1.28771 0.000709824
         638     1.29302     1.28772 0.000708761
         639     1.29275     1.28773 0.000707695
         640     1.29247     1.28773 0.000706628
         641     1.29219     1.28774  0.00070556
         642     1.29191     1.28775 0.000704491
         643     1.29162     1.28775 0.000703421
         644     1.29134     1.28776 0.000702351
         645     1.29105     1.28776  0.00070128
         646     1.29076     1.28777  0.00070021
         647     1.29047     1.28777  0.00069914
         648     1.29018     1.28778 0.000698071
         649     1.28989     1.28778 0.000697003
         650     1.28959     1.28778 0.000695937
         651      1.2893     1.28779 0.000694871
         652     1.28901     1.28779 0.000693808
         653     1.28872     1.28779 0.000692747
         654     1.28842     1.28779 0.000691689
         655     1.28813     1.28779 0.000690633
         656     1.28784     1.28779  0.00068958
         657     1.28755     1.28779 0.000688531
         658     1.28726     1.28779 0.000687485
         659     1.28698     1.28779 0.000686443
         660     1.28669     1.28779 0.000685404
         661     1.28641     1.28778 0.000684371
         662     1.28612     1.28778 0.000683342
         663     1.28584     1.28778 0.000682317
         664     1.28556     1.28778 0.000681298
         665     1.28529     1.28777 0.000680283
         666     1.28501     1.28777 0.000679275
         667     1.28474     1.28776 0.000678271
         668     1.28447     1.28776 0.000677274
         669      1.2842     1.28775 0.000676283
         670     1.28393     1.28775 0.000675297
         671     1.28367     1.28774 0.000674318
         672     1.28341     1.28773 0.000673345
         673     1.28316     1.28773 0.000672379
         674     1.28291     1.28772  0.00067142
         675     1.28266     1.28771 0.000670467
         676     1.28242     1.28771 0.000669521
         677     1.28218      1.2877 0.000668581
         678     1.28195     1.28769 0.000667649
         679     1.28173     1.28768 0.000666723
         680     1.28151     1.28767 0.000665804
         681      1.2813     1.28766 0.000664892
         682      1.2811     1.28765 0.000663987
         683     1.28091     1.28764 0.000663088
         684     1.28073     1.28763 0.000662196
         685     1.28056     1.28762 0.000661309
         686     1.28041     1.28761 0.000660429
         687     1.28027      1.2876 0.000659554
         688     1.28014     1.28759 0.000658684
         689     1.28003     1.28758  0.00065782
         690     1.27994     1.28757  0.00065696
         691     1.27986     1.28756 0.000656104
         692     1.27981     1.28755 0.000655251
         693     1.27977     1.28753 0.000654402
         694     1.27976     1.28752 0.000653555
         695     1.27977     1.28751 0.000652709
         696     1.27981      1.2875 0.000651865
         697     1.27987     1.28749 0.000651022
         698     1.27996     1.28748 0.000650179
         699     1.28007     1.28747 0.000649335
         700     1.28022     1.28746  0.00064849
         701     1.28039     1.28745 0.000647643
         702     1.28059     1.28744 0.000646794
         703     1.28082     1.28743 0.000645943
         704     1.28108     1.28742 0.000645088
         705     1.28136     1.28741 0.000644231
         706     1.28168      1.2874 0.000643369
         707     1.28202      1.2874 0.000642504
         708     1.28239     1.28739 0.000641636
         709     1.28278     1.28738 0.000640764
         710      1.2832     1.28738 0.000639888
         711     1.28364     1.28737  0.00063901
         712      1.2841     1.28737 0.000638129
         713     1.28458     1.28736 0.000637246
         714     1.28508     1.28736 0.000636361
         715      1.2856     1.28736 0.000635476
         716     1.28612     1.28735 0.000634591
         717     1.28666     1.28735 0.000633707
         718     1.28721     1.28735 0.000632824
         719     1.28777     1.28735 0.000631944
         720     1.28833     1.28736 0.000631068
         721     1.28889     1.28736 0.000630196
         722     1.28946     1.28736  0.00062933
         723     1.29002     1.28736  0.00062847
         724     1.29058     1.28737 0.000627618
         725     1.29114     1.28737 0.000626774
         726     1.29168     1.28738 0.000625939
         727     1.29222     1.28739 0.000625113
         728     1.29275     1.28739 0.000624298
         729     1.29327      1.2874 0.000623494
         730     1.29377     1.28741   0.0006227
         731     1.29426     1.28742 0.000621919
         732     1.29473     1.28743  0.00062115
         733     1.29519     1.28744 0.000620393
         734     1.29563     1.28745 0.000619648
