#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        4881     1.54392     1.66792  0.00262492
        4882     1.54396     1.66789   0.0026245
        4883       1.544     1.66786  0.00262409
        4884     1.54405     1.66784  0.00262367
        4885      1.5441     1.66781  0.00262326
        4886     1.54415     1.66779  0.00262284
        4887      1.5442     1.66776  0.00262243
        4888     1.54425     1.66774  0.00262202
        4889     1.54431     1.66771   0.0026216
        4890     1.54438     1.66769  0.00262119
        4891     1.54444     1.66766  0.00262077
        4892     1.54451     1.66764  0.00262036
        4893     1.54458     1.66761  0.00261994
        4894     1.54466     1.66759  0.00261953
        4895     1.54473     1.66756  0.00261911
        4896     1.54482     1.66754   0.0026187
        4897      1.5449     1.66751  0.00261828
        4898     1.54499     1.66749  0.00261787
        4899     1.54508     1.66746  0.00261745
        4900     1.54517     1.66744  0.00261704
        4901     1.54526     1.66741  0.00261662
        4902     1.54535     1.66739  0.00261621
        4903     1.54545     1.66736  0.00261579
        4904     1.54555     1.66734  0.00261537
        4905     1.54564     1.66731  0.00261496
        4906     1.54574     1.66729  0.00261454
        4907     1.54583     1.66726  0.00261413
        4908     1.54593     1.66724  0.00261371
        4909     1.54602     1.66721   0.0026133
        4910     1.54611     1.66719  0.00261288
        4911     1.54619     1.66716  0.00261246
        4912     1.54627     1.66714  0.00261205
        4913     1.54634     1.66711  0.00261163
        4914     1.54641     1.66709  0.00261122
        4915     1.54648     1.66707   0.0026108
        4916     1.54653     1.66704  0.00261038
        4917     1.54658     1.66702  0.00260997
        4918     1.54662     1.66699  0.00260955
        4919     1.54664     1.66697  0.00260914
        4920     1.54666     1.66694  0.00260872
        4921     1.54666     1.66692  0.00260831
        4922     1.54666     1.66689  0.00260789
        4923     1.54664     1.66687  0.00260748
        4924      1.5466     1.66685  0.00260706
        4925     1.54655     1.66682  0.00260664
        4926     1.54648      1.6668  0.00260623
        4927      1.5464     1.66677  0.00260582
        4928      1.5463     1.66675   0.0026054
        4929     1.54618     1.66672  0.00260499
        4930     1.54604      1.6667  0.00260457
        4931     1.54588     1.66667  0.00260416
        4932      1.5457     1.66665  0.00260375
        4933     1.54549     1.66663  0.00260334
        4934     1.54526      1.6666  0.00260293
        4935     1.54501     1.66658  0.00260251
        4936     1.54473     1.66655   0.0026021
        4937     1.54442     1.66653   0.0026017
        4938     1.54408      1.6665  0.00260129
        4939     1.54371     1.66648  0.00260088
        4940     1.54332     1.66645  0.00260047
        4941     1.54289     1.66643  0.00260007
        4942     1.54242      1.6664  0.00259966
        4943     1.54193     1.66638  0.00259926
        4944      1.5414     1.66635  0.00259885
        4945     1.54083     1.66633  0.00259845
        4946     1.54022      1.6663  0.00259805
        4947     1.53958     1.66628  0.00259765
        4948      1.5389     1.66625  0.00259726
        4949     1.53819     1.66622  0.00259686
        4950     1.53743      1.6662  0.00259647
        4951     1.53664     1.66617  0.00259607
        4952     1.53581     1.66614  0.00259568
        4953     1.53495     1.66612  0.00259529
        4954     1.53405     1.66609  0.00259491
        4955     1.53312     1.66606  0.00259452
        4956     1.53217     1.66604  0.00259414
        4957     1.53118     1.66601  0.00259376
        4958     1.53018     1.66598  0.00259338
        4959     1.52915     1.66596    0.002593
        4960     1.52811     1.66593  0.00259263
        4961     1.52707      1.6659  0.00259226
        4962     1.52602     1.66587  0.00259189
        4963     1.52498     1.66584  0.00259152
        4964     1.52394     1.66581  0.00259116
        4965     1.52293     1.66579   0.0025908
        4966     1.52194     1.66576  0.00259044
        4967     1.52098     1.66573  0.00259008
        4968     1.52006      1.6657  0.00258972
        4969     1.51919     1.66567  0.00258937
        4970     1.51837     1.66564  0.00258902
        4971     1.51761     1.66561  0.00258867
        4972     1.51692     1.66558  0.00258832
        4973      1.5163     1.66555  0.00258797
        4974     1.51575     1.66552  0.00258763
        4975     1.51528     1.66549  0.00258728
        4976      1.5149     1.66546  0.00258694
        4977     1.51459     1.66543   0.0025866
        4978     1.51437      1.6654  0.00258626
        4979     1.51422     1.66537  0.00258592
        4980     1.51416     1.66534  0.00258558
        4981     1.51417     1.66531  0.00258524
        4982     1.51425     1.66528  0.00258489
        4983     1.51439     1.66525  0.00258455
        4984     1.51459     1.66522  0.00258421
        4985     1.51485     1.66519  0.00258387
        4986     1.51514     1.66516  0.00258353
        4987     1.51548     1.66513  0.00258318
        4988     1.51585      1.6651  0.00258284
        4989     1.51623     1.66507  0.00258249
        4990     1.51663     1.66504  0.00258215
        4991     1.51704     1.66501   0.0025818
        4992     1.51745     1.66498  0.00258145
        4993     1.51785     1.66495   0.0025811
        4994     1.51824     1.66492  0.00258075
        4995      1.5186     1.66489   0.0025804
        4996     1.51895     1.66486  0.00258005
        4997     1.51927     1.66483   0.0025797
        4998     1.51956      1.6648  0.00257935
        4999     1.51982     1.66477  0.00257899
        5000     1.52004     1.66474  0.00257864
        5001     1.52023     1.66472  0.00257829
        5002     1.52038     1.66469  0.00257793
        5003      1.5205     1.66466  0.00257758
        5004     1.52059     1.66463  0.00257722
        5005     1.52064      1.6646  0.00257687
        5006     1.52067     1.66457  0.00257651
        5007     1.52067     1.66454  0.00257616
        5008     1.52064     1.66451  0.00257581
        5009      1.5206     1.66449  0.00257545
        5010     1.52054     1.66446   0.0025751
        5011     1.52047     1.66443  0.00257475
        5012      1.5204      1.6644  0.00257439
        5013     1.52032     1.66437  0.00257404
        5014     1.52024     1.66434  0.00257369
        5015     1.52018     1.66431  0.00257333
        5016     1.52012     1.66428  0.00257298
        5017     1.52008     1.66426  0.00257263
        5018     1.52007     1.66423  0.00257228
        5019     1.52008      1.6642  0.00257192
        5020     1.52011     1.66417  0.00257157
        5021     1.52019     1.66414  0.00257122
        5022     1.52029     1.66411  0.00257087
        5023     1.52044     1.66408  0.00257051
        5024     1.52062     1.66405  0.00257016
        5025     1.52085     1.66403  0.00256981
        5026     1.52111       1.664  0.00256945
        5027     1.52142     1.66397   0.0025691
        5028     1.52178     1.66394  0.00256874
        5029     1.52217     1.66391  0.00256839
        5030     1.52261     1.66388  0.00256803
        5031     1.52309     1.66386  0.00256767
        5032     1.52361     1.66383  0.00256731
        5033     1.52416      1.6638  0.00256695
        5034     1.52474     1.66377  0.00256659
        5035     1.52535     1.66375  0.00256623
        5036     1.52599     1.66372  0.00256587
        5037     1.52666     1.66369   0.0025655
        5038     1.52734     1.66366  0.00256513
        5039     1.52804     1.66364  0.00256477
        5040     1.52875     1.66361   0.0025644
        5041     1.52947     1.66358  0.00256403
        5042     1.53019     1.66356  0.00256365
        5043     1.53091     1.66353  0.00256328
        5044     1.53163     1.66351  0.00256291
        5045     1.53234     1.66348  0.00256253
        5046     1.53305     1.66345  0.00256215
        5047     1.53374     1.66343  0.00256177
        5048     1.53441      1.6634  0.00256139
        5049     1.53506     1.66338  0.00256101
        5050     1.53569     1.66335  0.00256063
        5051      1.5363     1.66333  0.00256025
        5052     1.53688      1.6633  0.00255986
        5053     1.53743     1.66328  0.00255948
        5054     1.53795     1.66325  0.00255909
        5055     1.53844     1.66323   0.0025587
        5056      1.5389      1.6632  0.00255832
        5057     1.53933     1.66318  0.00255793
        5058     1.53972     1.66315  0.00255754
        5059     1.54009     1.66313  0.00255715
        5060     1.54042      1.6631  0.00255676
        5061     1.54071     1.66308  0.00255637
        5062     1.54098     1.66306  0.00255598
        5063     1.54122     1.66303  0.00255558
        5064     1.54142     1.66301  0.00255519
        5065      1.5416     1.66298   0.0025548
        5066     1.54175     1.66296  0.00255441
        5067     1.54188     1.66294  0.00255402
        5068     1.54199     1.66291  0.00255362
        5069     1.54207     1.66289  0.00255323
        5070     1.54214     1.66286  0.00255284
        5071     1.54218     1.66284  0.00255245
        5072     1.54222     1.66282  0.00255205
        5073     1.54224     1.66279  0.00255166
        5074     1.54225     1.66277  0.00255127
        5075     1.54226     1.66275  0.00255088
        5076     1.54225     1.66272  0.00255048
        5077     1.54225      1.6627  0.00255009
        5078     1.54225     1.66267   0.0025497
        5079     1.54224     1.66265  0.00254931
        5080     1.54224     1.66263  0.00254892
        5081     1.54225      1.6626  0.00254853
        5082     1.54226     1.66258  0.00254813
        5083     1.54228     1.66256  0.00254774
        5084     1.54232     1.66253  0.00254735
        5085     1.54237     1.66251  0.00254696
        5086     1.54243     1.66249  0.00254657
        5087     1.54251     1.66246  0.00254618
        5088     1.54261     1.66244  0.00254579
        5089     1.54272     1.66241  0.00254539
        5090     1.54286     1.66239    0.002545
        5091     1.54302     1.66237  0.00254461
        5092      1.5432     1.66234  0.00254422
        5093      1.5434     1.66232  0.00254383
        5094     1.54363      1.6623  0.00254343
        5095     1.54388     1.66227  0.00254304
        5096     1.54415     1.66225  0.00254265
        5097     1.54445     1.66223  0.00254225
        5098     1.54477     1.66221  0.00254186
        5099     1.54511     1.66218  0.00254146
        5100     1.54547     1.66216  0.00254107
        5101     1.54585     1.66214  0.00254067
        5102     1.54625     1.66211  0.00254028
        5103     1.54667     1.66209  0.00253988
        5104     1.54711     1.66207  0.00253948
        5105     1.54755     1.66205  0.00253908
        5106     1.54801     1.66202  0.00253868
        5107     1.54848       1.662  0.00253828
        5108     1.54896     1.66198  0.00253788
        5109     1.54944     1.66196  0.00253748
        5110     1.54992     1.66194  0.00253708
        5111      1.5504     1.66191  0.00253668
        5112     1.55087     1.66189  0.00253628
        5113     1.55134     1.66187  0.00253587
        5114     1.55179     1.66185  0.00253547
        5115     1.55223     1.66183  0.00253506
        5116     1.55265     1.66181  0.00253466
        5117     1.55305     1.66179  0.00253425
        5118     1.55343     1.66176  0.00253384
        5119     1.55377     1.66174  0.00253344
        5120     1.55408     1.66172  0.00253303
        5121     1.55435      1.6617  0.00253262
        5122     1.55457     1.66168  0.00253221
        5123     1.55476     1.66166   0.0025318
        5124     1.55489     1.66164   0.0025314
        5125     1.55497     1.66162  0.00253099
        5126     1.55499      1.6616  0.00253058
        5127     1.55496     1.66158  0.00253017
        5128     1.55485     1.66155  0.00252976
        5129     1.55468     1.66153  0.00252936
        5130     1.55444     1.66151  0.00252895
        5131     1.55412     1.66149  0.00252854
        5132     1.55372     1.66147  0.00252814
        5133     1.55324     1.66145  0.00252773
        5134     1.55268     1.66143  0.00252733
        5135     1.55204     1.66141  0.00252693
        5136      1.5513     1.66139  0.00252653
        5137     1.55048     1.66136  0.00252613
        5138     1.54956     1.66134  0.00252573
        5139     1.54856     1.66132  0.00252533
        5140     1.54746      1.6613  0.00252494
        5141     1.54628     1.66128  0.00252455
        5142     1.54501     1.66125  0.00252416
        5143     1.54366     1.66123  0.00252377
        5144     1.54222     1.66121  0.00252338
        5145     1.54072     1.66118    0.002523
        5146     1.53915     1.66116  0.00252262
        5147     1.53752     1.66114  0.00252225
        5148     1.53584     1.66111  0.00252188
        5149     1.53412     1.66109  0.00252151
        5150     1.53238     1.66106  0.00252114
        5151     1.53062     1.66104  0.00252078
        5152     1.52887     1.66101  0.00252042
        5153     1.52713     1.66099  0.00252006
        5154     1.52543     1.66096  0.00251971
        5155     1.52379     1.66093  0.00251936
        5156     1.52221     1.66091  0.00251902
        5157     1.52073     1.66088  0.00251868
        5158     1.51936     1.66085  0.00251834
        5159     1.51811     1.66082    0.002518
        5160     1.51701      1.6608  0.00251767
        5161     1.51607     1.66077  0.00251734
        5162      1.5153     1.66074  0.00251701
        5163     1.51472     1.66071  0.00251668
        5164     1.51432     1.66068  0.00251635
        5165     1.51413     1.66065  0.00251602
        5166     1.51414     1.66063   0.0025157
        5167     1.51434      1.6606  0.00251537
        5168     1.51474     1.66057  0.00251504
        5169     1.51534     1.66054  0.00251471
        5170     1.51611     1.66051  0.00251438
        5171     1.51705     1.66049  0.00251405
        5172     1.51814     1.66046  0.00251371
        5173     1.51937     1.66043  0.00251337
        5174     1.52071      1.6604  0.00251303
        5175     1.52215     1.66038  0.00251269
        5176     1.52368     1.66035  0.00251234
        5177     1.52526     1.66032  0.00251199
        5178     1.52688      1.6603  0.00251164
        5179     1.52851     1.66027  0.00251128
        5180     1.53015     1.66025  0.00251092
        5181     1.53177     1.66022  0.00251056
        5182     1.53336      1.6602   0.0025102
        5183     1.53489     1.66018  0.00250983
        5184     1.53636     1.66015  0.00250946
        5185     1.53776     1.66013  0.00250909
        5186     1.53907      1.6601  0.00250871
        5187     1.54028     1.66008  0.00250833
        5188     1.54139     1.66006  0.00250795
        5189     1.54239     1.66004  0.00250757
        5190     1.54327     1.66001  0.00250719
        5191     1.54403     1.65999  0.00250681
        5192     1.54467     1.65997  0.00250642
        5193     1.54519     1.65995  0.00250604
        5194     1.54559     1.65992  0.00250565
        5195     1.54586      1.6599  0.00250527
        5196     1.54601     1.65988  0.00250488
        5197     1.54605     1.65986  0.00250449
        5198     1.54597     1.65984  0.00250411
        5199     1.54578     1.65981  0.00250372
        5200     1.54549     1.65979  0.00250334
        5201     1.54511     1.65977  0.00250295
        5202     1.54464     1.65975  0.00250257
        5203      1.5441     1.65973  0.00250219
        5204     1.54348      1.6597  0.00250181
        5205      1.5428     1.65968  0.00250143
        5206     1.54208     1.65966  0.00250105
        5207     1.54131     1.65964  0.00250067
        5208     1.54052     1.65961  0.00250029
        5209     1.53971     1.65959  0.00249992
        5210      1.5389     1.65957  0.00249955
        5211     1.53809     1.65954  0.00249918
        5212      1.5373     1.65952  0.00249881
        5213     1.53654      1.6595  0.00249844
        5214     1.53581     1.65947  0.00249807
        5215     1.53513     1.65945  0.00249771
        5216      1.5345     1.65943  0.00249734
        5217     1.53393      1.6594  0.00249698
        5218     1.53342     1.65938  0.00249662
        5219     1.53298     1.65935  0.00249626
        5220     1.53261     1.65933   0.0024959
        5221      1.5323      1.6593  0.00249554
        5222     1.53208     1.65928  0.00249518
        5223     1.53192     1.65926  0.00249482
        5224     1.53182     1.65923  0.00249446
        5225     1.53179     1.65921   0.0024941
        5226     1.53182     1.65918  0.00249375
        5227      1.5319     1.65916  0.00249339
        5228     1.53203     1.65913  0.00249303
        5229     1.53219     1.65911  0.00249267
        5230      1.5324     1.65909  0.00249231
        5231     1.53262     1.65906  0.00249195
        5232     1.53287     1.65904  0.00249159
        5233     1.53313     1.65901  0.00249123
        5234     1.53339     1.65899  0.00249087
        5235     1.53366     1.65896  0.00249051
        5236     1.53392     1.65894  0.00249015
        5237     1.53417     1.65892  0.00248979
        5238     1.53441     1.65889  0.00248943
        5239     1.53463     1.65887  0.00248907
        5240     1.53483     1.65885   0.0024887
        5241       1.535     1.65882  0.00248834
        5242     1.53515      1.6588  0.00248798
        5243     1.53527     1.65878  0.00248762
        5244     1.53536     1.65875  0.00248725
        5245     1.53543     1.65873  0.00248689
        5246     1.53547      1.6587  0.00248653
        5247     1.53548     1.65868  0.00248616
        5248     1.53547     1.65866   0.0024858
        5249     1.53544     1.65863  0.00248544
        5250     1.53538     1.65861  0.00248507
        5251     1.53531     1.65859  0.00248471
        5252     1.53523     1.65856  0.00248435
        5253     1.53513     1.65854  0.00248399
        5254     1.53503     1.65852  0.00248363
        5255     1.53492     1.65849  0.00248327
        5256     1.53481     1.65847   0.0024829
        5257      1.5347     1.65845  0.00248254
        5258      1.5346     1.65842  0.00248218
        5259      1.5345      1.6584  0.00248182
        5260     1.53442     1.65838  0.00248146
        5261     1.53435     1.65835   0.0024811
        5262      1.5343     1.65833  0.00248074
        5263     1.53426      1.6583  0.00248039
        5264     1.53424     1.65828  0.00248003
        5265     1.53424     1.65826  0.00247967
        5266     1.53425     1.65823  0.00247931
        5267     1.53429     1.65821  0.00247895
        5268     1.53434     1.65819  0.00247859
        5269     1.53441     1.65816  0.00247823
        5270     1.53449     1.65814  0.00247787
        5271     1.53459     1.65812  0.00247751
        5272     1.53469     1.65809  0.00247715
        5273     1.53481     1.65807  0.00247679
        5274     1.53492     1.65805  0.00247643
        5275     1.53504     1.65802  0.00247607
        5276     1.53515       1.658  0.00247571
        5277     1.53526     1.65798  0.00247535
        5278     1.53535     1.65795  0.00247499
        5279     1.53544     1.65793  0.00247463
        5280     1.53551     1.65791  0.00247427
        5281     1.53556     1.65788  0.00247391
        5282     1.53558     1.65786  0.00247355
        5283     1.53558     1.65784  0.00247319
        5284     1.53556     1.65781  0.00247283
        5285     1.53551     1.65779  0.00247248
        5286     1.53542     1.65777  0.00247212
        5287     1.53531     1.65774  0.00247176
        5288     1.53516     1.65772   0.0024714
        5289     1.53498      1.6577  0.00247104
        5290     1.53477     1.65768  0.00247068
        5291     1.53452     1.65765  0.00247032
        5292     1.53424     1.65763  0.00246997
        5293     1.53393     1.65761  0.00246961
        5294     1.53359     1.65758  0.00246926
        5295     1.53322     1.65756   0.0024689
        5296     1.53283     1.65753  0.00246855
        5297      1.5324     1.65751  0.00246819
        5298     1.53196     1.65749  0.00246784
        5299     1.53149     1.65746  0.00246749
        5300     1.53101     1.65744  0.00246714
        5301     1.53051     1.65742  0.00246679
        5302     1.52999     1.65739  0.00246644
        5303     1.52947     1.65737   0.0024661
        5304     1.52894     1.65734  0.00246575
        5305     1.52841     1.65732  0.00246541
        5306     1.52787     1.65729  0.00246506
        5307     1.52734     1.65727  0.00246472
        5308     1.52681     1.65725  0.00246438
        5309     1.52629     1.65722  0.00246404
        5310     1.52578      1.6572   0.0024637
        5311     1.52529     1.65717  0.00246336
        5312     1.52481     1.65715  0.00246302
        5313     1.52435     1.65712  0.00246268
        5314     1.52391      1.6571  0.00246235
        5315      1.5235     1.65707  0.00246201
        5316     1.52311     1.65705  0.00246168
        5317     1.52275     1.65702  0.00246134
        5318     1.52242       1.657  0.00246101
        5319     1.52213     1.65697  0.00246068
        5320     1.52186     1.65694  0.00246035
        5321     1.52163     1.65692  0.00246002
        5322     1.52143     1.65689  0.00245969
        5323     1.52127     1.65687  0.00245936
        5324     1.52114     1.65684  0.00245903
        5325     1.52104     1.65682   0.0024587
        5326     1.52098     1.65679  0.00245837
        5327     1.52095     1.65677  0.00245804
        5328     1.52096     1.65674  0.00245771
        5329     1.52099     1.65672  0.00245738
        5330     1.52105     1.65669  0.00245705
        5331     1.52114     1.65666  0.00245672
        5332     1.52126     1.65664  0.00245639
        5333      1.5214     1.65661  0.00245606
        5334     1.52156     1.65659  0.00245573
        5335     1.52174     1.65656   0.0024554
        5336     1.52194     1.65654  0.00245507
        5337     1.52214     1.65651  0.00245474
        5338     1.52236     1.65649  0.00245441
        5339     1.52259     1.65646  0.00245408
        5340     1.52283     1.65644  0.00245375
        5341     1.52306     1.65641  0.00245341
        5342      1.5233     1.65639  0.00245308
        5343     1.52354     1.65636  0.00245275
        5344     1.52377     1.65634  0.00245241
        5345     1.52399     1.65631  0.00245208
        5346     1.52421     1.65629  0.00245175
        5347     1.52442     1.65626  0.00245141
        5348     1.52461     1.65624  0.00245108
        5349     1.52479     1.65621  0.00245074
        5350     1.52495     1.65619  0.00245041
        5351      1.5251     1.65617  0.00245007
        5352     1.52523     1.65614  0.00244974
        5353     1.52534     1.65612   0.0024494
        5354     1.52543     1.65609  0.00244906
        5355     1.52551     1.65607  0.00244873
        5356     1.52556     1.65604  0.00244839
        5357     1.52559     1.65602  0.00244806
        5358     1.52561       1.656  0.00244772
        5359      1.5256     1.65597  0.00244739
        5360     1.52557     1.65595  0.00244705
        5361     1.52553     1.65592  0.00244671
        5362     1.52547      1.6559  0.00244638
        5363     1.52539     1.65587  0.00244604
        5364     1.52529     1.65585  0.00244571
        5365     1.52518     1.65582  0.00244537
        5366     1.52505      1.6558  0.00244504
        5367     1.52491     1.65578  0.00244471
        5368     1.52476     1.65575  0.00244437
        5369      1.5246     1.65573  0.00244404
        5370     1.52443      1.6557  0.00244371
        5371     1.52426     1.65568  0.00244337
        5372     1.52407     1.65565  0.00244304
        5373     1.52388     1.65563  0.00244271
        5374     1.52369      1.6556  0.00244238
        5375      1.5235     1.65558  0.00244205
        5376      1.5233     1.65556  0.00244172
        5377     1.52311     1.65553  0.00244139
        5378     1.52292     1.65551  0.00244106
        5379     1.52273     1.65548  0.00244073
        5380     1.52255     1.65546   0.0024404
        5381     1.52237     1.65543  0.00244007
        5382      1.5222     1.65541  0.00243974
        5383     1.52203     1.65538  0.00243942
        5384     1.52188     1.65536  0.00243909
        5385     1.52174     1.65533  0.00243876
        5386      1.5216     1.65531  0.00243844
        5387     1.52148     1.65528  0.00243811
        5388     1.52137     1.65526  0.00243779
        5389     1.52128     1.65523  0.00243746
        5390     1.52119     1.65521  0.00243713
        5391     1.52112     1.65518  0.00243681
        5392     1.52107     1.65516  0.00243648
        5393     1.52102     1.65513  0.00243616
        5394       1.521     1.65511  0.00243583
        5395     1.52098     1.65508  0.00243551
        5396     1.52098     1.65506  0.00243519
        5397     1.52099     1.65503  0.00243486
        5398     1.52102     1.65501  0.00243454
        5399     1.52106     1.65498  0.00243421
        5400     1.52111     1.65496  0.00243389
        5401     1.52117     1.65494  0.00243356
        5402     1.52125     1.65491  0.00243324
        5403     1.52133     1.65489  0.00243291
        5404     1.52143     1.65486  0.00243259
        5405     1.52153     1.65484  0.00243226
        5406     1.52165     1.65481  0.00243194
        5407     1.52176     1.65479  0.00243161
        5408     1.52189     1.65476  0.00243129
        5409     1.52202     1.65474  0.00243096
        5410     1.52216     1.65471  0.00243064
        5411     1.52229     1.65469  0.00243031
        5412     1.52243     1.65466  0.00242998
        5413     1.52257     1.65464  0.00242966
        5414     1.52271     1.65462  0.00242933
        5415     1.52285     1.65459    0.002429
        5416     1.52299     1.65457  0.00242868
        5417     1.52313     1.65454  0.00242835
        5418     1.52326     1.65452  0.00242802
        5419     1.52338     1.65449   0.0024277
        5420      1.5235     1.65447  0.00242737
        5421     1.52361     1.65445  0.00242704
        5422     1.52371     1.65442  0.00242671
        5423     1.52381      1.6544  0.00242638
        5424     1.52389     1.65437  0.00242606
        5425     1.52397     1.65435  0.00242573
        5426     1.52403     1.65433   0.0024254
        5427     1.52408      1.6543  0.00242507
        5428     1.52411     1.65428  0.00242474
        5429     1.52413     1.65425  0.00242442
        5430     1.52414     1.65423  0.00242409
        5431     1.52413     1.65421  0.00242376
        5432     1.52411     1.65418  0.00242343
        5433     1.52407     1.65416   0.0024231
        5434     1.52401     1.65413  0.00242278
        5435     1.52394     1.65411  0.00242245
        5436     1.52385     1.65409  0.00242212
        5437     1.52374     1.65406  0.00242179
        5438     1.52362     1.65404  0.00242147
        5439     1.52347     1.65401  0.00242114
        5440     1.52331     1.65399  0.00242082
        5441     1.52313     1.65397  0.00242049
        5442     1.52294     1.65394  0.00242017
        5443     1.52272     1.65392  0.00241984
        5444     1.52249     1.65389  0.00241952
        5445     1.52224     1.65387  0.00241919
        5446     1.52197     1.65385  0.00241887
        5447     1.52169     1.65382  0.00241855
        5448     1.52139      1.6538  0.00241823
        5449     1.52107     1.65377  0.00241791
        5450     1.52074     1.65375  0.00241758
        5451     1.52039     1.65372  0.00241727
        5452     1.52003      1.6537  0.00241695
        5453     1.51965     1.65367  0.00241663
        5454     1.51926     1.65365  0.00241631
        5455     1.51886     1.65363  0.00241599
        5456     1.51844      1.6536  0.00241568
        5457     1.51802     1.65358  0.00241536
        5458     1.51758     1.65355  0.00241505
        5459     1.51713     1.65353  0.00241474
        5460     1.51667      1.6535  0.00241442
        5461      1.5162     1.65348  0.00241411
        5462     1.51572     1.65345   0.0024138
        5463     1.51524     1.65343  0.00241349
        5464     1.51474      1.6534  0.00241318
        5465     1.51424     1.65337  0.00241288
        5466     1.51373     1.65335  0.00241257
        5467     1.51321     1.65332  0.00241227
        5468     1.51268      1.6533  0.00241196
        5469     1.51215     1.65327  0.00241166
        5470     1.51161     1.65325  0.00241136
        5471     1.51106     1.65322  0.00241106
        5472     1.51051     1.65319  0.00241076
        5473     1.50995     1.65317  0.00241046
        5474     1.50938     1.65314  0.00241016
        5475      1.5088     1.65311  0.00240987
        5476     1.50821     1.65309  0.00240957
        5477     1.50761     1.65306  0.00240928
        5478     1.50701     1.65304  0.00240899
        5479     1.50639     1.65301  0.00240869
        5480     1.50576     1.65298   0.0024084
        5481     1.50512     1.65295  0.00240812
        5482     1.50447     1.65293  0.00240783
        5483      1.5038      1.6529  0.00240754
        5484     1.50312     1.65287  0.00240726
        5485     1.50242     1.65285  0.00240698
        5486     1.50171     1.65282   0.0024067
        5487     1.50098     1.65279  0.00240642
        5488     1.50024     1.65276  0.00240614
        5489     1.49947     1.65273  0.00240586
        5490     1.49869     1.65271  0.00240559
        5491      1.4979     1.65268  0.00240531
        5492     1.49708     1.65265  0.00240504
        5493     1.49624     1.65262  0.00240477
        5494     1.49539     1.65259  0.00240451
        5495     1.49452     1.65256  0.00240424
        5496     1.49363     1.65254  0.00240398
        5497     1.49272     1.65251  0.00240372
        5498      1.4918     1.65248  0.00240346
        5499     1.49086     1.65245   0.0024032
        5500     1.48991     1.65242  0.00240294
        5501     1.48895     1.65239  0.00240269
        5502     1.48797     1.65236  0.00240244
        5503     1.48699     1.65233  0.00240219
        5504       1.486      1.6523  0.00240195
        5505       1.485     1.65227   0.0024017
        5506     1.48401     1.65224  0.00240146
        5507     1.48301     1.65221  0.00240122
        5508     1.48202     1.65218  0.00240098
        5509     1.48103     1.65214  0.00240075
        5510     1.48006     1.65211  0.00240052
        5511     1.47909     1.65208  0.00240028
        5512     1.47815     1.65205  0.00240006
        5513     1.47722     1.65202  0.00239983
        5514     1.47632     1.65199  0.00239961
        5515     1.47544     1.65195  0.00239939
        5516     1.47459     1.65192  0.00239917
        5517     1.47378     1.65189  0.00239895
        5518       1.473     1.65186  0.00239873
        5519     1.47226     1.65183  0.00239852
        5520     1.47157     1.65179  0.00239831
        5521     1.47092     1.65176   0.0023981
        5522     1.47031     1.65173  0.00239789
        5523     1.46976     1.65169  0.00239768
        5524     1.46925     1.65166  0.00239747
        5525      1.4688     1.65163  0.00239727
        5526      1.4684     1.65159  0.00239706
        5527     1.46806     1.65156  0.00239686
        5528     1.46777     1.65153  0.00239666
        5529     1.46754      1.6515  0.00239645
        5530     1.46737     1.65146  0.00239625
        5531     1.46725     1.65143  0.00239605
        5532     1.46719      1.6514  0.00239585
        5533     1.46719     1.65136  0.00239565
        5534     1.46724     1.65133  0.00239544
        5535     1.46734      1.6513  0.00239524
        5536      1.4675     1.65126  0.00239504
        5537      1.4677     1.65123  0.00239484
        5538     1.46796      1.6512  0.00239463
        5539     1.46826     1.65116  0.00239443
        5540     1.46861     1.65113  0.00239422
        5541     1.46901      1.6511  0.00239402
        5542     1.46945     1.65106  0.00239381
        5543     1.46992     1.65103   0.0023936
        5544     1.47044       1.651  0.00239339
        5545     1.47099     1.65097  0.00239318
        5546     1.47158     1.65093  0.00239296
        5547     1.47221      1.6509  0.00239275
        5548     1.47287     1.65087  0.00239253
        5549     1.47355     1.65084  0.00239232
        5550     1.47427     1.65081   0.0023921
        5551     1.47501     1.65077  0.00239188
        5552     1.47579     1.65074  0.00239165
        5553     1.47658     1.65071  0.00239143
        5554     1.47741     1.65068   0.0023912
        5555     1.47825     1.65065  0.00239097
        5556     1.47912     1.65062  0.00239074
        5557     1.48001     1.65059  0.00239051
        5558     1.48092     1.65056  0.00239027
        5559     1.48185     1.65053  0.00239003
        5560      1.4828      1.6505   0.0023898
        5561     1.48377     1.65047  0.00238955
        5562     1.48475     1.65044  0.00238931
        5563     1.48575     1.65041  0.00238906
        5564     1.48676     1.65038  0.00238882
        5565     1.48779     1.65035  0.00238856
        5566     1.48883     1.65032  0.00238831
        5567     1.48988     1.65029  0.00238806
        5568     1.49094     1.65026   0.0023878
        5569       1.492     1.65023  0.00238754
        5570     1.49308     1.65021  0.00238728
        5571     1.49416     1.65018  0.00238701
        5572     1.49524     1.65015  0.00238675
        5573     1.49632     1.65012  0.00238648
        5574      1.4974     1.65009  0.00238621
        5575     1.49848     1.65007  0.00238593
        5576     1.49956     1.65004  0.00238566
        5577     1.50063     1.65001  0.00238538
        5578     1.50169     1.64999   0.0023851
        5579     1.50274     1.64996  0.00238482
