# Epoch	Loss	Val_Loss
1	1.585284	1.171991
2	1.069550	0.813031
3	0.756306	0.588529
4	0.555006	0.441003
5	0.420507	0.339197
6	0.325703	0.264968
7	0.255867	0.209874
8	0.203582	0.168236
9	0.163669	0.135641
10	0.132440	0.109896
11	0.107627	0.089887
12	0.088202	0.073938
13	0.072676	0.061030
14	0.060171	0.050775
15	0.050108	0.042663
