0 0.266781 0
1 0.264223 0.00255852
2 0.264702 0.00155308
3 0.265747 0.00151564
4 0.263666 0.00238896
5 0.264087 0.00199529
6 0.263324 0.00185073
7 0.264104 0.00178237
8 0.264031 0.00157358
9 0.264225 0.0014208
10 0.26361 0.00142467
11 0.263806 0.00131517
12 0.263345 0.00129472
13 0.262639 0.00139082
14 0.262178 0.00137459
15 0.262747 0.00140623
16 0.2629 0.00132976
17 0.263136 0.00127574
18 0.263326 0.00122156
19 0.263276 0.00115995
20 0.263581 0.00114482
21 0.263778 0.0011092
22 0.263769 0.00105991
23 0.263742 0.00101516
24 0.26412 0.00104452
25 0.264127 0.00100357
26 0.263973 0.000977874
27 0.264233 0.000977479
28 0.264189 0.000944181
29 0.264311 0.000920284
30 0.264675 0.000961542
31 0.264589 0.000934942
32 0.264669 0.000909718
33 0.264346 0.000939957
34 0.264012 0.000971984
35 0.264111 0.000949777
36 0.264096 0.000923874
37 0.264121 0.00089958
38 0.264082 0.000877079
39 0.264115 0.000855533
40 0.264174 0.000836481
41 0.264046 0.000826263
42 0.264018 0.000807308
43 0.264154 0.000800295
44 0.264596 0.000898416
45 0.264592 0.000878676
46 0.26453 0.000861992
47 0.264658 0.000853549
48 0.264757 0.000841767
49 0.264693 0.000827264
50 0.264712 0.000811115
51 0.264669 0.000796563
52 0.264555 0.000789617
53 0.2646 0.000776179
54 0.264538 0.00076452
55 0.264807 0.000797646
56 0.264979 0.000802173
57 0.264817 0.000804691
58 0.264882 0.000793634
59 0.264905 0.000780623
60 0.264795 0.000775566
61 0.264735 0.000765299
62 0.264596 0.000765833
63 0.264611 0.000753928
64 0.264679 0.000745357
65 0.264687 0.000734016
66 0.264678 0.00072303
67 0.264645 0.000713088
68 0.264581 0.000705555
69 0.264666 0.000700524
70 0.264567 0.000697574
71 0.264532 0.000688709
72 0.264485 0.000680875
73 0.264427 0.000674113
74 0.26438 0.000666676
75 0.264417 0.00065888
76 0.264412 0.000650285
77 0.264432 0.000642206
78 0.264388 0.000635568
79 0.264293 0.000634779
80 0.264289 0.000626902
81 0.264352 0.0006224
82 0.264362 0.000614931
83 0.264305 0.000610231
84 0.264401 0.00061064
85 0.264361 0.000604846
86 0.264406 0.000599558
87 0.264364 0.000594165
88 0.264341 0.000587926
89 0.264457 0.000592919
90 0.26449 0.000587275
91 0.26444 0.000583023
92 0.264446 0.00057675
93 0.264422 0.000571055
94 0.264442 0.000565353
95 0.264422 0.000559806
96 0.264502 0.000559851
97 0.264477 0.000554675
98 0.264458 0.000549382
99 0.264464 0.000543893
