0 0.269089 0
1 0.267499 0.00158956
2 0.268139 0.00111849
3 0.268602 0.000916653
4 0.268163 0.000835064
5 0.267839 0.000754832
6 0.267547 0.000701595
7 0.266682 0.0010569
8 0.266572 0.000938517
9 0.266334 0.000872692
10 0.265931 0.000886319
11 0.265755 0.00082788
12 0.264866 0.00117104
13 0.264844 0.0010844
14 0.265007 0.00102271
15 0.264794 0.00098009
16 0.264284 0.00105252
17 0.264085 0.00101221
18 0.264301 0.000981714
19 0.264226 0.000934359
20 0.264149 0.000892072
21 0.264869 0.0011143
22 0.264916 0.00106576
23 0.264779 0.00102952
24 0.264498 0.00102674
25 0.264438 0.000988274
26 0.264656 0.000975728
27 0.264458 0.00096079
28 0.264467 0.000927102
29 0.264716 0.000929712
30 0.264869 0.000912251
31 0.264907 0.000884088
32 0.264957 0.000858334
33 0.264627 0.000895951
34 0.264667 0.000870896
35 0.264605 0.000848601
36 0.26457 0.000826092
37 0.264605 0.000804833
38 0.264483 0.000793441
39 0.264335 0.000787359
40 0.264285 0.0007695
41 0.26431 0.000751358
42 0.264345 0.000734493
43 0.264388 0.000718925
44 0.264301 0.000708084
45 0.264438 0.000705773
46 0.264409 0.00069118
47 0.264277 0.000689353
48 0.264411 0.000688331
49 0.264414 0.000674429
50 0.264353 0.000663883
51 0.264426 0.000655115
52 0.264356 0.000646464
53 0.264475 0.000645399
54 0.264565 0.000639938
55 0.264612 0.000630172
56 0.264672 0.000621874
57 0.264723 0.000613193
58 0.264851 0.000616144
59 0.264903 0.000608062
60 0.26499 0.000604319
61 0.265 0.000594577
62 0.265025 0.000585592
63 0.265082 0.000579133
64 0.265041 0.00057158
65 0.265177 0.000579004
66 0.265152 0.000570867
67 0.265072 0.000568066
68 0.26497 0.000568875
69 0.265129 0.000582689
70 0.265137 0.000574472
71 0.265171 0.000567465
72 0.265183 0.000559765
73 0.265129 0.000554725
74 0.2652 0.000551894
75 0.265241 0.000546095
76 0.265276 0.000540057
77 0.265253 0.000533543
78 0.265371 0.000539613
79 0.265341 0.000533662
80 0.265403 0.000530656
81 0.265291 0.000535913
82 0.265345 0.000532162
83 0.265316 0.000526596
84 0.265257 0.00052368
85 0.265263 0.000517595
86 0.265219 0.000513528
87 0.26527 0.000510219
88 0.265175 0.000513272
89 0.265175 0.000507538
90 0.265226 0.000504599
91 0.265235 0.000499157
92 0.265385 0.000516034
93 0.265342 0.000512331
94 0.26527 0.000511986
95 0.26527 0.000506625
96 0.265228 0.000503165
97 0.265279 0.000500626
98 0.265253 0.000496208
99 0.2653 0.000493436
