# DISTANCE:     AVE_GOFR:        ERROR:
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 9.72615e-06 8.69933e-06
    0.884913  0.00124719 0.000129301
    0.910562   0.0248836 0.000828726
    0.936212    0.163797  0.00354583
    0.961861    0.562474  0.00531896
    0.987511     1.19468  0.00818055
     1.01316     1.86804  0.00803109
     1.03881     2.33895  0.00674915
     1.06446     2.55239   0.0101816
     1.09011     2.54249  0.00451432
     1.11576      2.4049  0.00818008
     1.14141     2.19708  0.00767179
     1.16706     1.96675  0.00460152
     1.19271     1.75562    0.007368
     1.21836     1.56009  0.00681896
     1.24401     1.39369  0.00507174
     1.26966     1.24709  0.00248115
     1.29531     1.12919  0.00340711
     1.32096     1.02373  0.00372942
     1.34661    0.947912  0.00458172
     1.37226    0.874542  0.00423951
     1.39791    0.818746  0.00299563
     1.42355     0.77932  0.00339992
      1.4492    0.740325  0.00515191
     1.47485    0.709348  0.00248642
      1.5005    0.687812  0.00384355
     1.52615    0.678389  0.00429043
      1.5518    0.670186  0.00372427
     1.57745    0.671778  0.00377515
      1.6031    0.675028  0.00222424
     1.62875    0.684534  0.00205595
      1.6544    0.696221  0.00250548
     1.68005    0.720594  0.00278717
      1.7057    0.750986  0.00279301
     1.73135    0.780565  0.00155219
       1.757     0.81519  0.00112193
     1.78265    0.851769  0.00203722
      1.8083    0.894848  0.00138467
     1.83395    0.937028  0.00423772
      1.8596    0.976669  0.00463572
     1.88525     1.01955  0.00571935
      1.9109     1.05923  0.00365486
     1.93655     1.09248  0.00555664
      1.9622     1.12661  0.00499884
     1.98785     1.15725  0.00395017
      2.0135     1.18245  0.00376924
     2.03915     1.20163  0.00234961
      2.0648     1.21441  0.00219774
     2.09045     1.21519  0.00193361
      2.1161     1.20799  0.00275656
     2.14174     1.19427  0.00110653
     2.16739     1.17716  0.00186194
     2.19304     1.15289  0.00146071
     2.21869     1.12715  0.00186148
     2.24434     1.10164   0.0045544
     2.26999     1.06833  0.00223749
     2.29564     1.04084  0.00435971
     2.32129     1.01514  0.00446647
     2.34694    0.993722  0.00554638
     2.37259    0.972031  0.00392916
     2.39824    0.948287  0.00390534
     2.42389    0.933079   0.0035303
     2.44954    0.918493  0.00321842
     2.47519    0.905962  0.00282575
     2.50084    0.893535  0.00148149
     2.52649    0.885332  0.00180515
     2.55214    0.883912  0.00117234
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 8.10512e-06 7.39893e-06
    0.884913  0.00115396  0.00013731
    0.910562   0.0246844 0.000714146
    0.936212    0.162859  0.00307645
    0.961861    0.558076  0.00598071
    0.987511     1.19252  0.00709877
     1.01316     1.86631  0.00687499
     1.03881     2.33168  0.00870099
     1.06446     2.55226  0.00848541
     1.09011     2.54817  0.00640499
     1.11576     2.40579  0.00686542
     1.14141     2.19713  0.00639329
     1.16706     1.97172  0.00594304
     1.19271     1.75898  0.00686265
     1.21836     1.56304  0.00628873
     1.24401     1.39602  0.00473161
     1.26966     1.24795  0.00221015
     1.29531     1.12707  0.00343616
     1.32096     1.02506  0.00333751
     1.34661    0.947211  0.00387135
     1.37226    0.875611  0.00366525
     1.39791    0.818511  0.00250553
     1.42355    0.779463  0.00283627
      1.4492    0.739399   0.0043757
     1.47485    0.709195  0.00207675
      1.5005    0.689274  0.00346986
     1.52615    0.677549  0.00365661
      1.5518    0.669688  0.00313662
     1.57745    0.671621  0.00314926
      1.6031    0.674275  0.00197692
     1.62875    0.685409  0.00189046
      1.6544     0.69734  0.00232442
     1.68005    0.721329  0.00241759
      1.7057    0.749561  0.00266621
     1.73135    0.778265   0.0024654
       1.757     0.81303  0.00218256
     1.78265    0.848642  0.00332176
      1.8083    0.892819   0.0021822
     1.83395    0.935084  0.00395231
      1.8596    0.975147  0.00410533
     1.88525     1.01804  0.00496173
      1.9109     1.05787  0.00329163
     1.93655     1.09153     0.00471
      1.9622       1.127  0.00418071
     1.98785     1.15709  0.00329545
      2.0135     1.18212  0.00315571
     2.03915     1.20183  0.00196685
      2.0648     1.21498   0.0019037
     2.09045     1.21619  0.00184864
      2.1161     1.20984  0.00285458
     2.14174     1.19645  0.00218801
     2.16739      1.1791  0.00235805
     2.19304     1.15361  0.00138293
     2.21869     1.12871  0.00210476
     2.24434      1.1022  0.00382996
     2.26999      1.0693  0.00206388
     2.29564     1.04274  0.00402691
     2.32129     1.01628  0.00386583
     2.34694    0.993828  0.00462298
     2.37259    0.972715  0.00333331
     2.39824    0.949174  0.00335384
     2.42389    0.933191  0.00294366
     2.44954    0.918963  0.00271611
     2.47519    0.907426  0.00270782
     2.50084    0.894167  0.00136271
     2.52649    0.884116  0.00186954
     2.55214    0.885257  0.00156904
   0.0128248           0           0
   0.0384745           0           0
   0.0641241           0           0
   0.0897737           0           0
    0.115423           0           0
    0.141073           0           0
    0.166723           0           0
    0.192372           0           0
    0.218022           0           0
    0.243672           0           0
    0.269321           0           0
    0.294971           0           0
     0.32062           0           0
     0.34627           0           0
     0.37192           0           0
    0.397569           0           0
    0.423219           0           0
    0.448869           0           0
    0.474518           0           0
    0.500168           0           0
    0.525818           0           0
    0.551467           0           0
    0.577117           0           0
    0.602767           0           0
    0.628416           0           0
    0.654066           0           0
    0.679715           0           0
    0.705365           0           0
    0.731015           0           0
    0.756664           0           0
    0.782314           0           0
    0.807964           0           0
    0.833613           0           0
    0.859263 6.94725e-06  6.4319e-06
    0.884913  0.00118562 0.000121289
    0.910562   0.0246163 0.000615359
    0.936212    0.162505  0.00265725
    0.961861    0.558338  0.00513208
    0.987511      1.1925  0.00608467
     1.01316     1.86348  0.00645095
     1.03881     2.32913  0.00782323
     1.06446     2.55105  0.00735859
     1.09011     2.54351  0.00698179
     1.11576     2.40665  0.00593841
     1.14141     2.20077  0.00643454
     1.16706     1.97378  0.00543734
     1.19271     1.75978  0.00592885
     1.21836     1.56473  0.00561367
     1.24401      1.3975  0.00428251
     1.26966     1.24817   0.0019056
     1.29531     1.12531  0.00336688
     1.32096     1.02756  0.00367879
     1.34661    0.947514  0.00333011
     1.37226    0.876064  0.00316952
     1.39791    0.817759   0.0022579
     1.42355    0.780221  0.00253027
      1.4492    0.739643  0.00375743
     1.47485    0.710033  0.00194193
      1.5005     0.69006  0.00306207
     1.52615    0.678037  0.00316666
      1.5518    0.669731  0.00268883
     1.57745    0.671733  0.00270135
      1.6031    0.674959  0.00180885
     1.62875    0.683917  0.00212934
      1.6544    0.696812  0.00205136
     1.68005    0.720393   0.0022462
      1.7057    0.747814  0.00280007
     1.73135    0.776765  0.00252878
       1.757    0.811327  0.00244636
     1.78265    0.848495  0.00285047
      1.8083    0.891226  0.00238229
