# T        Average         Error          
0.5        0.330501        0.00326973     
0.6        0.425632        0.00129344     
0.7        0.4328          0.00116092     
0.8        0.441501        0.000907558    
0.9        0.436181        0.000755447    
1.0        0.420713        0.0006253      
1.1        0.39711         0.0005125      
1.2        0.370989        0.000326777    
1.3        0.344346        0.000296359    
1.4        0.318772        0.000342247    
1.5        0.293277        0.000342714    
1.6        0.27039         0.00023926     
1.7        0.249535        0.000223799    
1.8        0.229741        0.000215508    
1.9        0.212223        0.00019581     
2.0        0.196193        0.000149873    
