#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        6155      1.5962     1.59644 8.53529e-06
        6156     1.59622     1.59644 8.53397e-06
        6157     1.59625     1.59644 8.53264e-06
        6158     1.59627     1.59644  8.5313e-06
        6159      1.5963     1.59644 8.52994e-06
        6160     1.59633     1.59644 8.52858e-06
        6161     1.59635     1.59644  8.5272e-06
        6162     1.59638     1.59644 8.52583e-06
        6163     1.59639     1.59644 8.52445e-06
        6164     1.59642     1.59644 8.52306e-06
        6165     1.59644     1.59644 8.52168e-06
        6166     1.59646     1.59644  8.5203e-06
        6167     1.59648     1.59644 8.51892e-06
        6168      1.5965     1.59644 8.51755e-06
        6169     1.59653     1.59644 8.51618e-06
        6170     1.59655     1.59644 8.51482e-06
        6171     1.59657     1.59644 8.51347e-06
        6172     1.59658     1.59644 8.51212e-06
        6173      1.5966     1.59644 8.51078e-06
        6174     1.59661     1.59644 8.50945e-06
        6175     1.59662     1.59644 8.50812e-06
        6176     1.59663     1.59644 8.50681e-06
        6177     1.59664     1.59644 8.50549e-06
        6178     1.59665     1.59644 8.50419e-06
        6179     1.59665     1.59644 8.50288e-06
        6180     1.59666     1.59644 8.50159e-06
        6181     1.59666     1.59644 8.50029e-06
        6182     1.59666     1.59644 8.49899e-06
        6183     1.59665     1.59644 8.49769e-06
        6184     1.59665     1.59644 8.49638e-06
        6185     1.59664     1.59644 8.49507e-06
        6186     1.59662     1.59644 8.49375e-06
        6187     1.59661     1.59644 8.49242e-06
        6188     1.59659     1.59644 8.49109e-06
        6189     1.59658     1.59644 8.48975e-06
        6190     1.59656     1.59644  8.4884e-06
        6191     1.59654     1.59644 8.48704e-06
        6192     1.59651     1.59644 8.48568e-06
        6193     1.59649     1.59644 8.48432e-06
        6194     1.59646     1.59644 8.48295e-06
        6195     1.59643     1.59644 8.48158e-06
        6196      1.5964     1.59644 8.48021e-06
        6197     1.59638     1.59644 8.47885e-06
        6198     1.59635     1.59644 8.47749e-06
        6199     1.59632     1.59644 8.47614e-06
        6200     1.59629     1.59644 8.47481e-06
        6201     1.59626     1.59644 8.47349e-06
        6202     1.59623     1.59644 8.47219e-06
        6203     1.59621     1.59644  8.4709e-06
        6204     1.59618     1.59644 8.46963e-06
        6205     1.59616     1.59644 8.46838e-06
        6206     1.59613     1.59644 8.46716e-06
        6207      1.5961     1.59644 8.46596e-06
        6208     1.59608     1.59644 8.46479e-06
        6209     1.59606     1.59644 8.46364e-06
        6210     1.59605     1.59644 8.46251e-06
        6211     1.59604     1.59644 8.46139e-06
        6212     1.59602     1.59644 8.46028e-06
        6213     1.59602     1.59644 8.45918e-06
        6214     1.59602     1.59644 8.45809e-06
        6215     1.59601     1.59643   8.457e-06
        6216     1.59601     1.59643 8.45591e-06
        6217     1.59601     1.59643 8.45482e-06
        6218     1.59602     1.59643 8.45373e-06
        6219     1.59603     1.59643 8.45262e-06
        6220     1.59604     1.59643  8.4515e-06
        6221     1.59605     1.59643 8.45037e-06
        6222     1.59607     1.59643 8.44922e-06
        6223     1.59609     1.59643 8.44805e-06
        6224     1.59611     1.59643 8.44686e-06
        6225     1.59613     1.59643 8.44564e-06
        6226     1.59616     1.59643  8.4444e-06
        6227     1.59618     1.59643 8.44314e-06
        6228     1.59621     1.59643 8.44186e-06
        6229     1.59624     1.59643 8.44056e-06
        6230     1.59626     1.59643 8.43925e-06
        6231     1.59629     1.59643 8.43793e-06
        6232     1.59632     1.59643 8.43659e-06
        6233     1.59635     1.59643 8.43525e-06
        6234     1.59637     1.59643  8.4339e-06
        6235      1.5964     1.59643 8.43255e-06
        6236     1.59642     1.59643  8.4312e-06
        6237     1.59644     1.59643 8.42985e-06
        6238     1.59647     1.59643  8.4285e-06
        6239     1.59648     1.59643 8.42715e-06
        6240      1.5965     1.59643  8.4258e-06
        6241     1.59651     1.59643 8.42446e-06
        6242     1.59652     1.59643 8.42313e-06
        6243     1.59653     1.59643 8.42179e-06
        6244     1.59653     1.59643 8.42046e-06
        6245     1.59654     1.59643 8.41912e-06
        6246     1.59655     1.59643  8.4178e-06
        6247     1.59655     1.59643 8.41647e-06
        6248     1.59654     1.59643 8.41514e-06
        6249     1.59654     1.59643 8.41381e-06
        6250     1.59653     1.59643 8.41248e-06
        6251     1.59653     1.59643 8.41114e-06
        6252     1.59651     1.59643 8.40981e-06
        6253      1.5965     1.59643 8.40847e-06
        6254     1.59648     1.59643 8.40713e-06
        6255     1.59647     1.59643 8.40578e-06
        6256     1.59645     1.59643 8.40444e-06
        6257     1.59643     1.59643  8.4031e-06
        6258     1.59642     1.59643 8.40176e-06
        6259      1.5964     1.59643 8.40042e-06
        6260     1.59638     1.59643 8.39908e-06
        6261     1.59636     1.59643 8.39775e-06
        6262     1.59634     1.59643 8.39642e-06
        6263     1.59632     1.59643  8.3951e-06
        6264     1.59631     1.59643 8.39378e-06
        6265      1.5963     1.59643 8.39247e-06
        6266     1.59628     1.59643 8.39117e-06
        6267     1.59627     1.59643 8.38987e-06
        6268     1.59627     1.59643 8.38857e-06
        6269     1.59626     1.59643 8.38728e-06
        6270     1.59626     1.59643 8.38599e-06
        6271     1.59626     1.59643 8.38469e-06
        6272     1.59626     1.59643  8.3834e-06
        6273     1.59627     1.59643 8.38211e-06
        6274     1.59628     1.59643 8.38081e-06
        6275     1.59629     1.59643 8.37951e-06
        6276      1.5963     1.59643  8.3782e-06
        6277     1.59632     1.59643 8.37688e-06
        6278     1.59633     1.59643 8.37556e-06
        6279     1.59635     1.59643 8.37424e-06
        6280     1.59638     1.59643 8.37291e-06
        6281     1.59641     1.59643 8.37158e-06
        6282     1.59643     1.59643 8.37025e-06
        6283     1.59646     1.59643 8.36892e-06
        6284     1.59649     1.59643 8.36759e-06
        6285     1.59653     1.59643 8.36627e-06
        6286     1.59657     1.59643 8.36497e-06
        6287     1.59661     1.59643 8.36368e-06
        6288     1.59665     1.59643 8.36242e-06
        6289     1.59669     1.59643 8.36119e-06
        6290     1.59674     1.59643 8.36001e-06
        6291     1.59679     1.59643 8.35887e-06
        6292     1.59684     1.59643 8.35778e-06
        6293     1.59688     1.59643 8.35676e-06
        6294     1.59694     1.59643 8.35581e-06
        6295     1.59699     1.59643 8.35495e-06
        6296     1.59704     1.59643 8.35418e-06
        6297      1.5971     1.59643 8.35351e-06
        6298     1.59714     1.59643 8.35294e-06
        6299      1.5972     1.59643  8.3525e-06
        6300     1.59725     1.59643 8.35218e-06
        6301      1.5973     1.59644 8.35199e-06
        6302     1.59736     1.59644 8.35194e-06
        6303     1.59741     1.59644 8.35204e-06
        6304     1.59746     1.59644  8.3523e-06
        6305     1.59751     1.59644  8.3527e-06
        6306     1.59754     1.59644 8.35323e-06
        6307     1.59758     1.59644 8.35388e-06
        6308     1.59762     1.59644 8.35465e-06
        6309     1.59765     1.59644 8.35554e-06
        6310     1.59768     1.59644 8.35653e-06
        6311     1.59771     1.59644 8.35764e-06
        6312     1.59773     1.59644 8.35881e-06
        6313     1.59774     1.59644 8.36004e-06
        6314     1.59775     1.59644 8.36129e-06
        6315     1.59775     1.59644 8.36253e-06
        6316     1.59774     1.59644 8.36375e-06
        6317     1.59773     1.59644 8.36493e-06
        6318     1.59771     1.59644 8.36604e-06
        6319     1.59768     1.59644 8.36704e-06
        6320     1.59765     1.59644  8.3679e-06
        6321      1.5976     1.59644 8.36859e-06
        6322     1.59754     1.59644 8.36909e-06
        6323     1.59748     1.59644 8.36938e-06
        6324      1.5974     1.59644 8.36945e-06
        6325     1.59732     1.59644 8.36929e-06
        6326     1.59723     1.59644  8.3689e-06
        6327     1.59714     1.59644  8.3683e-06
        6328     1.59703     1.59644  8.3675e-06
        6329     1.59692     1.59644 8.36652e-06
        6330      1.5968     1.59644  8.3654e-06
        6331     1.59668     1.59644 8.36416e-06
        6332     1.59655     1.59644 8.36286e-06
        6333     1.59643     1.59644 8.36154e-06
        6334      1.5963     1.59644 8.36025e-06
        6335     1.59616     1.59644 8.35905e-06
        6336     1.59602     1.59644 8.35799e-06
        6337     1.59589     1.59644 8.35711e-06
        6338     1.59576     1.59644 8.35648e-06
        6339     1.59563     1.59644 8.35613e-06
        6340      1.5955     1.59644 8.35612e-06
        6341     1.59538     1.59644 8.35646e-06
        6342     1.59527     1.59644 8.35718e-06
        6343     1.59516     1.59644 8.35829e-06
        6344     1.59506     1.59644 8.35981e-06
        6345     1.59497     1.59644 8.36171e-06
        6346     1.59488     1.59644   8.364e-06
        6347      1.5948     1.59644 8.36665e-06
        6348     1.59474     1.59644 8.36961e-06
        6349     1.59468     1.59644 8.37287e-06
        6350     1.59463     1.59644 8.37637e-06
        6351     1.59459     1.59644  8.3801e-06
        6352     1.59456     1.59644 8.38398e-06
        6353     1.59454     1.59644 8.38798e-06
        6354     1.59452     1.59644 8.39207e-06
        6355     1.59452     1.59644 8.39616e-06
        6356     1.59453     1.59644 8.40021e-06
        6357     1.59454     1.59644 8.40418e-06
        6358     1.59456     1.59643 8.40804e-06
        6359     1.59458     1.59643 8.41176e-06
        6360     1.59462     1.59643 8.41529e-06
        6361     1.59466     1.59643 8.41859e-06
        6362      1.5947     1.59643 8.42168e-06
        6363     1.59475     1.59643 8.42453e-06
        6364     1.59479     1.59643 8.42715e-06
        6365     1.59484     1.59643 8.42952e-06
        6366      1.5949     1.59643 8.43162e-06
        6367     1.59497     1.59643 8.43343e-06
        6368     1.59503     1.59643 8.43499e-06
        6369      1.5951     1.59643 8.43626e-06
        6370     1.59517     1.59643 8.43725e-06
        6371     1.59524     1.59643 8.43799e-06
        6372     1.59532     1.59643 8.43847e-06
        6373     1.59539     1.59643 8.43872e-06
        6374     1.59547     1.59643 8.43875e-06
        6375     1.59555     1.59643 8.43857e-06
        6376     1.59563     1.59643 8.43819e-06
        6377     1.59571     1.59643 8.43763e-06
        6378     1.59579     1.59643  8.4369e-06
        6379     1.59588     1.59643 8.43603e-06
        6380     1.59596     1.59643 8.43503e-06
        6381     1.59605     1.59643 8.43392e-06
        6382     1.59613     1.59643 8.43272e-06
        6383     1.59622     1.59643 8.43147e-06
        6384     1.59631     1.59643 8.43017e-06
        6385      1.5964     1.59643 8.42885e-06
        6386      1.5965     1.59643 8.42753e-06
        6387     1.59658     1.59643 8.42625e-06
        6388     1.59668     1.59643 8.42502e-06
        6389     1.59678     1.59643 8.42388e-06
        6390     1.59688     1.59643 8.42285e-06
        6391     1.59698     1.59643 8.42196e-06
        6392     1.59708     1.59643 8.42125e-06
        6393     1.59719     1.59643 8.42076e-06
        6394     1.59729     1.59643 8.42051e-06
        6395      1.5974     1.59643 8.42055e-06
        6396      1.5975     1.59643 8.42089e-06
        6397     1.59761     1.59643 8.42158e-06
        6398     1.59771     1.59643 8.42265e-06
        6399     1.59782     1.59643 8.42414e-06
        6400     1.59793     1.59643 8.42607e-06
        6401     1.59803     1.59643 8.42847e-06
        6402     1.59813     1.59643 8.43135e-06
        6403     1.59824     1.59643 8.43474e-06
        6404     1.59834     1.59643 8.43865e-06
        6405     1.59843     1.59643 8.44309e-06
        6406     1.59853     1.59643 8.44809e-06
        6407     1.59862     1.59643 8.45367e-06
        6408     1.59871     1.59643 8.45978e-06
        6409     1.59878     1.59643 8.46637e-06
        6410     1.59886     1.59644 8.47348e-06
        6411     1.59893     1.59644 8.48107e-06
        6412     1.59899     1.59644 8.48911e-06
        6413     1.59905     1.59644 8.49754e-06
        6414     1.59909     1.59644  8.5063e-06
        6415     1.59913     1.59644 8.51532e-06
        6416     1.59915     1.59644 8.52452e-06
        6417     1.59917     1.59644 8.53384e-06
        6418     1.59918     1.59644 8.54317e-06
        6419     1.59917     1.59644 8.55242e-06
        6420     1.59915     1.59644 8.56152e-06
        6421     1.59913     1.59644  8.5704e-06
        6422     1.59909     1.59644 8.57899e-06
        6423     1.59905     1.59644 8.58724e-06
        6424     1.59899     1.59644 8.59504e-06
        6425     1.59891     1.59644 8.60232e-06
        6426     1.59884     1.59644 8.60904e-06
        6427     1.59875     1.59644 8.61521e-06
        6428     1.59866     1.59644 8.62077e-06
        6429     1.59856     1.59644 8.62571e-06
        6430     1.59845     1.59644 8.63002e-06
        6431     1.59833     1.59644 8.63368e-06
        6432     1.59821     1.59644 8.63673e-06
        6433     1.59809     1.59644 8.63919e-06
        6434     1.59796     1.59644 8.64106e-06
        6435     1.59783     1.59644 8.64238e-06
        6436     1.59769     1.59644  8.6432e-06
        6437     1.59755     1.59644 8.64358e-06
        6438     1.59741     1.59644 8.64354e-06
        6439     1.59727     1.59645 8.64315e-06
        6440     1.59713     1.59645 8.64246e-06
        6441     1.59699     1.59645 8.64153e-06
        6442     1.59684     1.59645 8.64041e-06
        6443      1.5967     1.59645 8.63916e-06
        6444     1.59656     1.59645 8.63784e-06
        6445     1.59641     1.59645  8.6365e-06
        6446     1.59627     1.59645  8.6352e-06
        6447     1.59613     1.59645   8.634e-06
        6448       1.596     1.59645 8.63294e-06
        6449     1.59586     1.59645 8.63208e-06
        6450     1.59573     1.59644 8.63145e-06
        6451      1.5956     1.59644 8.63111e-06
        6452     1.59548     1.59644 8.63107e-06
        6453     1.59536     1.59644 8.63138e-06
        6454     1.59525     1.59644 8.63203e-06
        6455     1.59513     1.59644 8.63308e-06
        6456     1.59503     1.59644 8.63451e-06
        6457     1.59494     1.59644 8.63631e-06
        6458     1.59485     1.59644 8.63849e-06
        6459     1.59478     1.59644 8.64101e-06
        6460     1.59471     1.59644 8.64384e-06
        6461     1.59465     1.59644 8.64697e-06
        6462      1.5946     1.59644 8.65036e-06
        6463     1.59455     1.59644 8.65397e-06
        6464     1.59452     1.59644 8.65776e-06
        6465     1.59449     1.59644 8.66169e-06
        6466     1.59447     1.59644  8.6657e-06
        6467     1.59446     1.59644 8.66976e-06
        6468     1.59445     1.59644 8.67386e-06
        6469     1.59446     1.59644 8.67793e-06
        6470     1.59447     1.59644 8.68194e-06
        6471     1.59448     1.59644 8.68588e-06
        6472      1.5945     1.59644  8.6897e-06
        6473     1.59452     1.59644 8.69341e-06
        6474     1.59455     1.59644 8.69697e-06
        6475     1.59459     1.59644 8.70034e-06
        6476     1.59462     1.59644 8.70352e-06
        6477     1.59467     1.59644 8.70646e-06
        6478     1.59471     1.59644 8.70919e-06
        6479     1.59476     1.59644 8.71169e-06
        6480     1.59481     1.59644 8.71396e-06
        6481     1.59486     1.59644 8.71601e-06
        6482     1.59491     1.59644 8.71784e-06
        6483     1.59496     1.59644 8.71946e-06
        6484     1.59502     1.59644 8.72085e-06
        6485     1.59507     1.59644 8.72204e-06
        6486     1.59513     1.59644 8.72303e-06
        6487     1.59518     1.59644 8.72384e-06
        6488     1.59523     1.59644 8.72448e-06
        6489     1.59528     1.59644 8.72495e-06
        6490     1.59533     1.59644 8.72526e-06
        6491     1.59538     1.59643 8.72542e-06
        6492     1.59543     1.59643 8.72544e-06
        6493     1.59548     1.59643 8.72533e-06
        6494     1.59553     1.59643  8.7251e-06
        6495     1.59558     1.59643 8.72476e-06
        6496     1.59562     1.59643 8.72431e-06
        6497     1.59567     1.59643 8.72377e-06
        6498     1.59571     1.59643 8.72314e-06
        6499     1.59575     1.59643 8.72244e-06
        6500     1.59579     1.59643 8.72166e-06
        6501     1.59583     1.59643 8.72081e-06
        6502     1.59587     1.59643 8.71991e-06
        6503      1.5959     1.59643 8.71895e-06
        6504     1.59594     1.59643 8.71794e-06
        6505     1.59597     1.59643 8.71689e-06
        6506     1.59601     1.59643  8.7158e-06
        6507     1.59604     1.59643 8.71467e-06
        6508     1.59607     1.59643 8.71351e-06
        6509      1.5961     1.59643 8.71232e-06
        6510     1.59614     1.59643  8.7111e-06
        6511     1.59616     1.59643 8.70986e-06
        6512     1.59619     1.59643  8.7086e-06
        6513     1.59622     1.59643 8.70733e-06
        6514     1.59624     1.59643 8.70604e-06
        6515     1.59627     1.59643 8.70474e-06
        6516     1.59629     1.59643 8.70344e-06
        6517     1.59632     1.59643 8.70212e-06
        6518     1.59635     1.59643 8.70079e-06
        6519     1.59638     1.59643 8.69946e-06
        6520     1.59641     1.59643 8.69813e-06
        6521     1.59643     1.59643 8.69679e-06
        6522     1.59645     1.59643 8.69546e-06
        6523     1.59648     1.59643 8.69413e-06
        6524     1.59651     1.59643 8.69281e-06
        6525     1.59654     1.59643 8.69149e-06
        6526     1.59657     1.59643 8.69019e-06
        6527     1.59661     1.59643  8.6889e-06
        6528     1.59664     1.59643 8.68762e-06
        6529     1.59667     1.59643 8.68637e-06
        6530     1.59671     1.59643 8.68514e-06
        6531     1.59674     1.59643 8.68394e-06
        6532     1.59678     1.59643 8.68277e-06
        6533     1.59681     1.59643 8.68163e-06
        6534     1.59685     1.59643 8.68054e-06
        6535     1.59689     1.59643 8.67949e-06
        6536     1.59692     1.59643 8.67848e-06
        6537     1.59696     1.59643 8.67753e-06
        6538       1.597     1.59643 8.67663e-06
        6539     1.59704     1.59643  8.6758e-06
        6540     1.59708     1.59643 8.67503e-06
        6541     1.59712     1.59643 8.67434e-06
        6542     1.59716     1.59643 8.67371e-06
        6543      1.5972     1.59643 8.67317e-06
        6544     1.59724     1.59643 8.67271e-06
        6545     1.59728     1.59643 8.67236e-06
        6546     1.59731     1.59643 8.67207e-06
        6547     1.59734     1.59643 8.67185e-06
        6548     1.59737     1.59643 8.67171e-06
        6549      1.5974     1.59643 8.67165e-06
        6550     1.59743     1.59644 8.67166e-06
        6551     1.59746     1.59644 8.67176e-06
        6552     1.59749     1.59644 8.67192e-06
        6553     1.59751     1.59644 8.67214e-06
        6554     1.59752     1.59644 8.67238e-06
        6555     1.59753     1.59644 8.67265e-06
        6556     1.59754     1.59644 8.67295e-06
        6557     1.59754     1.59644 8.67325e-06
        6558     1.59753     1.59644 8.67354e-06
        6559     1.59752     1.59644  8.6738e-06
        6560      1.5975     1.59644 8.67401e-06
        6561     1.59748     1.59644 8.67416e-06
        6562     1.59746     1.59644 8.67423e-06
        6563     1.59742     1.59644  8.6742e-06
        6564     1.59738     1.59644 8.67408e-06
        6565     1.59734     1.59644 8.67385e-06
        6566     1.59729     1.59644 8.67351e-06
        6567     1.59724     1.59644 8.67305e-06
        6568     1.59718     1.59644 8.67246e-06
        6569     1.59712     1.59644 8.67177e-06
        6570     1.59706     1.59644 8.67096e-06
        6571     1.59699     1.59644 8.67006e-06
        6572     1.59693     1.59644 8.66906e-06
        6573     1.59686     1.59644 8.66798e-06
        6574     1.59679     1.59644 8.66683e-06
        6575     1.59672     1.59644 8.66561e-06
        6576     1.59665     1.59644 8.66436e-06
        6577     1.59658     1.59644 8.66307e-06
        6578     1.59652     1.59644 8.66176e-06
        6579     1.59647     1.59644 8.66045e-06
        6580     1.59641     1.59644 8.65913e-06
        6581     1.59636     1.59644 8.65782e-06
        6582     1.59632     1.59644 8.65653e-06
        6583     1.59627     1.59644 8.65525e-06
        6584     1.59623     1.59644 8.65399e-06
        6585      1.5962     1.59644 8.65275e-06
        6586     1.59617     1.59644 8.65153e-06
        6587     1.59615     1.59644 8.65033e-06
        6588     1.59613     1.59644 8.64914e-06
        6589     1.59611     1.59644 8.64797e-06
        6590     1.59611     1.59644  8.6468e-06
        6591      1.5961     1.59644 8.64564e-06
        6592      1.5961     1.59644 8.64449e-06
        6593      1.5961     1.59644 8.64333e-06
        6594      1.5961     1.59644 8.64217e-06
        6595     1.59611     1.59644 8.64099e-06
        6596     1.59612     1.59644 8.63982e-06
        6597     1.59614     1.59644 8.63862e-06
        6598     1.59616     1.59644 8.63742e-06
        6599     1.59618     1.59644  8.6362e-06
        6600      1.5962     1.59644 8.63497e-06
        6601     1.59621     1.59644 8.63373e-06
        6602     1.59623     1.59644 8.63247e-06
        6603     1.59625     1.59644 8.63121e-06
        6604     1.59628     1.59644 8.62994e-06
        6605      1.5963     1.59644 8.62866e-06
        6606     1.59632     1.59644 8.62737e-06
        6607     1.59635     1.59644 8.62607e-06
        6608     1.59637     1.59644 8.62477e-06
        6609      1.5964     1.59644 8.62347e-06
        6610     1.59644     1.59644 8.62217e-06
        6611     1.59646     1.59644 8.62086e-06
        6612     1.59649     1.59644 8.61956e-06
        6613     1.59653     1.59644 8.61827e-06
        6614     1.59656     1.59644 8.61699e-06
        6615     1.59659     1.59644 8.61571e-06
        6616     1.59662     1.59644 8.61446e-06
        6617     1.59665     1.59644 8.61321e-06
        6618     1.59668     1.59644 8.61199e-06
        6619     1.59672     1.59644 8.61079e-06
        6620     1.59675     1.59644 8.60962e-06
        6621     1.59678     1.59644 8.60848e-06
        6622     1.59681     1.59644 8.60736e-06
        6623     1.59685     1.59644 8.60629e-06
        6624     1.59688     1.59644 8.60524e-06
        6625     1.59691     1.59644 8.60424e-06
        6626     1.59694     1.59644 8.60327e-06
        6627     1.59697     1.59644 8.60235e-06
        6628     1.59701     1.59644 8.60148e-06
        6629     1.59703     1.59644 8.60065e-06
        6630     1.59707     1.59644 8.59988e-06
        6631     1.59709     1.59644 8.59915e-06
        6632     1.59712     1.59644 8.59846e-06
        6633     1.59714     1.59644 8.59782e-06
        6634     1.59716     1.59644 8.59722e-06
        6635     1.59718     1.59644 8.59665e-06
        6636      1.5972     1.59644 8.59612e-06
        6637     1.59722     1.59644 8.59563e-06
        6638     1.59723     1.59644 8.59516e-06
        6639     1.59724     1.59644 8.59471e-06
        6640     1.59725     1.59644 8.59428e-06
        6641     1.59725     1.59644 8.59385e-06
        6642     1.59725     1.59644 8.59342e-06
        6643     1.59724     1.59644 8.59297e-06
        6644     1.59723     1.59644 8.59249e-06
        6645     1.59721     1.59644 8.59199e-06
        6646     1.59719     1.59644 8.59145e-06
        6647     1.59717     1.59644 8.59086e-06
        6648     1.59715     1.59644 8.59023e-06
        6649     1.59712     1.59644 8.58955e-06
        6650     1.59709     1.59644 8.58881e-06
        6651     1.59705     1.59644 8.58801e-06
        6652     1.59701     1.59644 8.58714e-06
        6653     1.59697     1.59644 8.58621e-06
        6654     1.59692     1.59644 8.58522e-06
        6655     1.59687     1.59644 8.58417e-06
        6656     1.59682     1.59644 8.58307e-06
        6657     1.59677     1.59644 8.58192e-06
        6658     1.59671     1.59644 8.58073e-06
        6659     1.59666     1.59644  8.5795e-06
        6660      1.5966     1.59644 8.57825e-06
        6661     1.59654     1.59644 8.57697e-06
        6662     1.59649     1.59644 8.57569e-06
        6663     1.59643     1.59644  8.5744e-06
        6664     1.59638     1.59644 8.57312e-06
        6665     1.59633     1.59644 8.57185e-06
        6666     1.59628     1.59644  8.5706e-06
        6667     1.59624     1.59644 8.56937e-06
        6668      1.5962     1.59644 8.56816e-06
        6669     1.59616     1.59644 8.56698e-06
        6670     1.59612     1.59644 8.56583e-06
        6671     1.59609     1.59644  8.5647e-06
        6672     1.59606     1.59644 8.56361e-06
        6673     1.59603     1.59644 8.56255e-06
        6674     1.59601     1.59644 8.56151e-06
        6675     1.59599     1.59644 8.56049e-06
        6676     1.59598     1.59644 8.55949e-06
        6677     1.59597     1.59644 8.55849e-06
        6678     1.59596     1.59644 8.55751e-06
        6679     1.59596     1.59644 8.55653e-06
        6680     1.59596     1.59644 8.55556e-06
        6681     1.59597     1.59644 8.55457e-06
        6682     1.59598     1.59644 8.55357e-06
        6683     1.59599     1.59644 8.55255e-06
        6684     1.59601     1.59644 8.55152e-06
        6685     1.59602     1.59644 8.55047e-06
        6686     1.59605     1.59644 8.54939e-06
        6687     1.59607     1.59644 8.54829e-06
        6688     1.59609     1.59644 8.54717e-06
        6689     1.59612     1.59644 8.54602e-06
        6690     1.59615     1.59644 8.54485e-06
        6691     1.59619     1.59644 8.54366e-06
        6692     1.59621     1.59644 8.54245e-06
        6693     1.59624     1.59644 8.54123e-06
        6694     1.59627     1.59644 8.53999e-06
        6695      1.5963     1.59644 8.53874e-06
        6696     1.59633     1.59644 8.53747e-06
        6697     1.59637     1.59644 8.53621e-06
        6698      1.5964     1.59644 8.53493e-06
        6699     1.59644     1.59644 8.53366e-06
        6700     1.59647     1.59644 8.53239e-06
        6701      1.5965     1.59644 8.53112e-06
        6702     1.59653     1.59644 8.52986e-06
        6703     1.59656     1.59644  8.5286e-06
        6704     1.59659     1.59644 8.52736e-06
        6705     1.59661     1.59644 8.52612e-06
        6706     1.59664     1.59644  8.5249e-06
        6707     1.59666     1.59644  8.5237e-06
        6708     1.59668     1.59644  8.5225e-06
        6709      1.5967     1.59644 8.52132e-06
        6710     1.59672     1.59644 8.52015e-06
        6711     1.59673     1.59644 8.51899e-06
        6712     1.59674     1.59644 8.51784e-06
        6713     1.59675     1.59644  8.5167e-06
        6714     1.59676     1.59644 8.51556e-06
        6715     1.59677     1.59644 8.51444e-06
        6716     1.59678     1.59644 8.51332e-06
        6717     1.59678     1.59644  8.5122e-06
        6718     1.59678     1.59644 8.51108e-06
        6719     1.59677     1.59644 8.50996e-06
        6720     1.59676     1.59644 8.50882e-06
        6721     1.59675     1.59644 8.50768e-06
        6722     1.59674     1.59644 8.50653e-06
        6723     1.59673     1.59644 8.50538e-06
        6724     1.59671     1.59644 8.50421e-06
        6725     1.59669     1.59644 8.50302e-06
        6726     1.59667     1.59644 8.50183e-06
        6727     1.59664     1.59644 8.50062e-06
        6728     1.59662     1.59644 8.49939e-06
        6729     1.59659     1.59644 8.49816e-06
        6730     1.59656     1.59644 8.49691e-06
        6731     1.59653     1.59644 8.49566e-06
        6732      1.5965     1.59644  8.4944e-06
        6733     1.59646     1.59644 8.49314e-06
        6734     1.59643     1.59644 8.49188e-06
        6735     1.59639     1.59644 8.49062e-06
        6736     1.59636     1.59644 8.48937e-06
        6737     1.59632     1.59644 8.48813e-06
        6738     1.59628     1.59644  8.4869e-06
        6739     1.59625     1.59644 8.48569e-06
        6740     1.59621     1.59644  8.4845e-06
        6741     1.59618     1.59644 8.48333e-06
        6742     1.59614     1.59644 8.48219e-06
        6743     1.59611     1.59644 8.48107e-06
        6744     1.59608     1.59644 8.47998e-06
        6745     1.59606     1.59644 8.47891e-06
        6746     1.59604     1.59644 8.47786e-06
        6747     1.59601     1.59644 8.47684e-06
        6748       1.596     1.59644 8.47584e-06
        6749     1.59598     1.59644 8.47485e-06
        6750     1.59597     1.59644 8.47388e-06
        6751     1.59596     1.59644 8.47292e-06
        6752     1.59596     1.59644 8.47197e-06
        6753     1.59595     1.59644 8.47102e-06
        6754     1.59595     1.59644 8.47008e-06
        6755     1.59595     1.59644 8.46913e-06
        6756     1.59596     1.59644 8.46818e-06
        6757     1.59596     1.59644 8.46722e-06
        6758     1.59598     1.59644 8.46624e-06
        6759     1.59599     1.59644 8.46525e-06
        6760       1.596     1.59644 8.46424e-06
        6761     1.59603     1.59644 8.46321e-06
        6762     1.59605     1.59644 8.46216e-06
        6763     1.59608     1.59644 8.46108e-06
        6764      1.5961     1.59644 8.45998e-06
        6765     1.59613     1.59644 8.45885e-06
        6766     1.59616     1.59644  8.4577e-06
        6767     1.59619     1.59644 8.45653e-06
        6768     1.59622     1.59644 8.45535e-06
        6769     1.59626     1.59644 8.45414e-06
        6770     1.59629     1.59644 8.45292e-06
        6771     1.59632     1.59644 8.45169e-06
        6772     1.59635     1.59644 8.45045e-06
        6773     1.59638     1.59644 8.44921e-06
        6774     1.59641     1.59644 8.44796e-06
        6775     1.59645     1.59644 8.44672e-06
        6776     1.59648     1.59644 8.44547e-06
        6777     1.59651     1.59644 8.44423e-06
        6778     1.59654     1.59644   8.443e-06
        6779     1.59656     1.59644 8.44177e-06
        6780     1.59658     1.59644 8.44056e-06
        6781     1.59661     1.59644 8.43935e-06
        6782     1.59664     1.59644 8.43816e-06
        6783     1.59666     1.59644 8.43697e-06
        6784     1.59669     1.59644 8.43581e-06
        6785     1.59671     1.59644 8.43466e-06
        6786     1.59672     1.59644 8.43352e-06
        6787     1.59674     1.59644 8.43239e-06
        6788     1.59675     1.59644 8.43128e-06
        6789     1.59677     1.59644 8.43018e-06
