#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       12390     2.05245     2.00158 0.000424286
       12391     2.05331     2.00159 0.000424272
       12392     2.05415     2.00159 0.000424259
       12393     2.05495     2.00159 0.000424247
       12394     2.05572      2.0016 0.000424235
       12395     2.05644      2.0016 0.000424224
       12396     2.05712     2.00161 0.000424213
       12397     2.05774     2.00161 0.000424203
       12398      2.0583     2.00162 0.000424194
       12399      2.0588     2.00162 0.000424185
       12400     2.05924     2.00163 0.000424176
       12401     2.05961     2.00163 0.000424168
       12402      2.0599     2.00164 0.000424159
       12403     2.06013     2.00164 0.000424151
       12404     2.06029     2.00165 0.000424144
       12405     2.06037     2.00165 0.000424136
       12406     2.06038     2.00165 0.000424128
       12407     2.06031     2.00166  0.00042412
       12408     2.06017     2.00166 0.000424112
       12409     2.05996     2.00167 0.000424104
       12410     2.05968     2.00167 0.000424096
       12411     2.05933     2.00168 0.000424087
       12412     2.05891     2.00168 0.000424078
       12413     2.05842     2.00169 0.000424068
       12414     2.05787     2.00169 0.000424058
       12415     2.05726      2.0017 0.000424048
       12416     2.05659      2.0017 0.000424037
       12417     2.05586     2.00171 0.000424025
       12418     2.05507     2.00171 0.000424012
       12419     2.05424     2.00171 0.000423999
       12420     2.05335     2.00172 0.000423986
       12421     2.05242     2.00172 0.000423971
       12422     2.05145     2.00173 0.000423956
       12423     2.05044     2.00173  0.00042394
       12424      2.0494     2.00173 0.000423923
       12425     2.04832     2.00174 0.000423906
       12426     2.04722     2.00174 0.000423887
       12427     2.04609     2.00174 0.000423868
       12428     2.04493     2.00175 0.000423848
       12429     2.04376     2.00175 0.000423828
       12430     2.04258     2.00175 0.000423806
       12431     2.04138     2.00176 0.000423784
       12432     2.04017     2.00176 0.000423761
       12433     2.03896     2.00176 0.000423738
       12434     2.03774     2.00177 0.000423714
       12435     2.03652     2.00177 0.000423689
       12436     2.03531     2.00177 0.000423663
       12437      2.0341     2.00177 0.000423637
       12438     2.03289     2.00178 0.000423611
       12439      2.0317     2.00178 0.000423583
       12440     2.03051     2.00178 0.000423556
       12441     2.02934     2.00178 0.000423527
       12442     2.02819     2.00179 0.000423499
       12443     2.02706     2.00179  0.00042347
       12444     2.02594     2.00179  0.00042344
       12445     2.02485     2.00179  0.00042341
       12446     2.02378     2.00179  0.00042338
       12447     2.02275      2.0018 0.000423349
       12448     2.02174      2.0018 0.000423318
       12449     2.02077      2.0018 0.000423287
       12450     2.01984      2.0018 0.000423255
       12451     2.01895      2.0018 0.000423223
       12452      2.0181      2.0018 0.000423192
       12453     2.01731      2.0018 0.000423159
       12454     2.01657     2.00181 0.000423127
       12455     2.01588     2.00181 0.000423095
       12456     2.01526     2.00181 0.000423062
       12457     2.01471     2.00181 0.000423029
       12458     2.01424     2.00181 0.000422997
       12459     2.01384     2.00181 0.000422964
       12460     2.01352     2.00181 0.000422931
       12461     2.01328     2.00181 0.000422898
       12462     2.01313     2.00181 0.000422865
       12463     2.01307     2.00181 0.000422832
       12464      2.0131     2.00182 0.000422799
       12465     2.01322     2.00182 0.000422766
       12466     2.01343     2.00182 0.000422733
       12467     2.01373     2.00182   0.0004227
       12468     2.01412     2.00182 0.000422668
       12469     2.01458     2.00182 0.000422635
       12470     2.01513     2.00182 0.000422602
       12471     2.01574     2.00182  0.00042257
       12472     2.01642     2.00182 0.000422538
       12473     2.01715     2.00182 0.000422506
       12474     2.01793     2.00183 0.000422474
       12475     2.01875     2.00183 0.000422442
       12476     2.01959     2.00183 0.000422411
       12477     2.02046     2.00183 0.000422379
       12478     2.02134     2.00183 0.000422348
       12479     2.02222     2.00183 0.000422318
       12480      2.0231     2.00184 0.000422287
       12481     2.02396     2.00184 0.000422257
       12482     2.02481     2.00184 0.000422227
       12483     2.02564     2.00184 0.000422198
       12484     2.02644     2.00184 0.000422169
       12485     2.02722     2.00184  0.00042214
       12486     2.02797     2.00185 0.000422111
       12487      2.0287     2.00185 0.000422083
       12488     2.02941     2.00185 0.000422055
       12489     2.03011     2.00185 0.000422027
       12490      2.0308     2.00186    0.000422
       12491     2.03149     2.00186 0.000421972
       12492      2.0322     2.00186 0.000421946
       12493     2.03293     2.00186 0.000421919
       12494     2.03369     2.00187 0.000421893
       12495     2.03449     2.00187 0.000421867
       12496     2.03536     2.00187 0.000421842
       12497     2.03629     2.00187 0.000421817
       12498      2.0373     2.00188 0.000421793
       12499      2.0384     2.00188  0.00042177
       12500     2.03959     2.00188 0.000421747
       12501     2.04089     2.00189 0.000421724
       12502      2.0423     2.00189 0.000421703
       12503     2.04381     2.00189 0.000421683
       12504     2.04543      2.0019 0.000421663
       12505     2.04717      2.0019 0.000421645
       12506       2.049      2.0019 0.000421628
       12507     2.05094     2.00191 0.000421613
       12508     2.05296     2.00191 0.000421599
       12509     2.05507     2.00192 0.000421587
       12510     2.05724     2.00192 0.000421576
       12511     2.05948     2.00192 0.000421567
       12512     2.06176     2.00193 0.000421561
       12513     2.06407     2.00193 0.000421556
       12514      2.0664     2.00194 0.000421554
       12515     2.06873     2.00194 0.000421554
       12516     2.07105     2.00195 0.000421557
       12517     2.07336     2.00196 0.000421562
       12518     2.07562     2.00196 0.000421569
       12519     2.07785     2.00197 0.000421579
       12520     2.08001     2.00197 0.000421591
       12521     2.08211     2.00198 0.000421606
       12522     2.08413     2.00199 0.000421624
       12523     2.08608     2.00199 0.000421644
       12524     2.08793       2.002 0.000421666
       12525     2.08969     2.00201  0.00042169
       12526     2.09135     2.00201 0.000421717
       12527     2.09291     2.00202 0.000421746
       12528     2.09436     2.00203 0.000421776
       12529      2.0957     2.00204 0.000421809
       12530     2.09694     2.00204 0.000421843
       12531     2.09806     2.00205 0.000421879
       12532     2.09907     2.00206 0.000421916
       12533     2.09997     2.00207 0.000421955
       12534     2.10075     2.00208 0.000421995
       12535     2.10142     2.00208 0.000422036
       12536     2.10198     2.00209 0.000422077
       12537     2.10243      2.0021 0.000422119
       12538     2.10277     2.00211 0.000422162
       12539     2.10299     2.00212 0.000422205
       12540      2.1031     2.00212 0.000422248
       12541      2.1031     2.00213 0.000422291
       12542     2.10299     2.00214 0.000422334
       12543     2.10276     2.00215 0.000422377
       12544     2.10242     2.00216 0.000422419
       12545     2.10197     2.00216  0.00042246
       12546      2.1014     2.00217   0.0004225
       12547     2.10071     2.00218  0.00042254
       12548     2.09991     2.00219 0.000422578
       12549     2.09898     2.00219 0.000422614
       12550     2.09793      2.0022  0.00042265
       12551     2.09676     2.00221 0.000422683
       12552     2.09546     2.00222 0.000422715
       12553     2.09403     2.00222 0.000422744
       12554     2.09248     2.00223 0.000422772
       12555     2.09079     2.00224 0.000422797
       12556     2.08897     2.00225  0.00042282
       12557     2.08701     2.00225  0.00042284
       12558     2.08492     2.00226 0.000422857
       12559     2.08269     2.00227 0.000422872
       12560     2.08033     2.00227 0.000422884
       12561     2.07783     2.00228 0.000422893
       12562     2.07521     2.00228   0.0004229
       12563     2.07246     2.00229 0.000422903
       12564     2.06959     2.00229 0.000422903
       12565      2.0666      2.0023   0.0004229
       12566     2.06351      2.0023 0.000422895
       12567     2.06033     2.00231 0.000422886
       12568     2.05707     2.00231 0.000422875
       12569     2.05374     2.00232 0.000422861
       12570     2.05037     2.00232 0.000422845
       12571     2.04697     2.00232 0.000422826
       12572     2.04356     2.00233 0.000422805
       12573     2.04016     2.00233 0.000422782
       12574     2.03682     2.00233 0.000422758
       12575     2.03354     2.00234 0.000422731
       12576     2.03035     2.00234 0.000422704
       12577      2.0273     2.00234 0.000422675
       12578     2.02441     2.00234 0.000422645
       12579      2.0217     2.00234 0.000422614
       12580     2.01921     2.00235 0.000422582
       12581     2.01696     2.00235  0.00042255
       12582     2.01498     2.00235 0.000422518
       12583     2.01329     2.00235 0.000422485
       12584     2.01191     2.00235 0.000422452
       12585     2.01087     2.00235 0.000422419
       12586     2.01016     2.00235 0.000422386
       12587      2.0098     2.00235 0.000422353
       12588      2.0098     2.00235  0.00042232
       12589     2.01015     2.00235 0.000422287
       12590     2.01084     2.00235 0.000422254
       12591     2.01187     2.00235 0.000422221
       12592     2.01322     2.00235 0.000422188
       12593     2.01488     2.00236 0.000422156
       12594     2.01682     2.00236 0.000422124
       12595     2.01903     2.00236 0.000422093
       12596     2.02147     2.00236 0.000422062
       12597     2.02412     2.00236 0.000422032
       12598     2.02695     2.00236 0.000422003
       12599     2.02993     2.00237 0.000421975
       12600     2.03303     2.00237 0.000421949
       12601     2.03624     2.00237 0.000421924
       12602     2.03951     2.00237   0.0004219
       12603     2.04282     2.00238 0.000421879
       12604     2.04615     2.00238  0.00042186
       12605     2.04947     2.00238 0.000421843
       12606     2.05277     2.00239 0.000421829
       12607     2.05602     2.00239 0.000421817
       12608     2.05921      2.0024 0.000421807
       12609     2.06232      2.0024   0.0004218
       12610     2.06533     2.00241 0.000421797
       12611     2.06825     2.00241 0.000421795
       12612     2.07106     2.00242 0.000421797
       12613     2.07374     2.00242 0.000421802
       12614      2.0763     2.00243 0.000421809
       12615     2.07873     2.00243 0.000421819
       12616     2.08103     2.00244 0.000421831
       12617     2.08319     2.00245 0.000421846
       12618     2.08522     2.00245 0.000421864
       12619     2.08711     2.00246 0.000421884
       12620     2.08886     2.00247 0.000421906
       12621     2.09047     2.00247  0.00042193
       12622     2.09196     2.00248 0.000421956
       12623     2.09331     2.00249 0.000421984
       12624     2.09453      2.0025 0.000422014
       12625     2.09563      2.0025 0.000422045
       12626      2.0966     2.00251 0.000422077
       12627     2.09746     2.00252 0.000422111
       12628     2.09819     2.00253 0.000422145
       12629     2.09882     2.00253 0.000422181
       12630     2.09933     2.00254 0.000422217
       12631     2.09973     2.00255 0.000422254
       12632     2.10002     2.00256 0.000422291
       12633     2.10021     2.00256 0.000422328
       12634     2.10031     2.00257 0.000422365
       12635      2.1003     2.00258 0.000422403
       12636      2.1002     2.00259  0.00042244
       12637         2.1      2.0026 0.000422477
       12638     2.09972      2.0026 0.000422513
       12639     2.09934     2.00261 0.000422549
       12640     2.09887     2.00262 0.000422584
       12641     2.09832     2.00263 0.000422619
       12642     2.09768     2.00263 0.000422652
       12643     2.09696     2.00264 0.000422685
       12644     2.09616     2.00265 0.000422716
       12645     2.09527     2.00266 0.000422746
       12646      2.0943     2.00266 0.000422775
       12647     2.09326     2.00267 0.000422802
       12648     2.09213     2.00268 0.000422828
       12649     2.09093     2.00268 0.000422852
       12650     2.08966     2.00269 0.000422874
       12651      2.0883      2.0027 0.000422895
       12652     2.08688      2.0027 0.000422914
       12653     2.08538     2.00271 0.000422931
       12654     2.08382     2.00272 0.000422946
       12655     2.08218     2.00272 0.000422959
       12656     2.08048     2.00273  0.00042297
       12657     2.07872     2.00274  0.00042298
       12658      2.0769     2.00274 0.000422987
       12659     2.07503     2.00275 0.000422992
       12660      2.0731     2.00275 0.000422995
       12661     2.07113     2.00276 0.000422996
       12662     2.06913     2.00276 0.000422995
       12663     2.06708     2.00277 0.000422992
       12664     2.06502     2.00277 0.000422987
       12665     2.06293     2.00278 0.000422981
       12666     2.06084     2.00278 0.000422972
       12667     2.05874     2.00279 0.000422962
       12668     2.05666     2.00279  0.00042295
       12669      2.0546      2.0028 0.000422936
       12670     2.05258      2.0028 0.000422921
       12671      2.0506      2.0028 0.000422904
       12672     2.04867     2.00281 0.000422887
       12673     2.04683     2.00281 0.000422868
       12674     2.04506     2.00281 0.000422847
       12675      2.0434     2.00282 0.000422826
       12676     2.04184     2.00282 0.000422804
       12677     2.04041     2.00282 0.000422781
       12678     2.03911     2.00283 0.000422757
       12679     2.03795     2.00283 0.000422733
       12680     2.03695     2.00283 0.000422708
       12681     2.03611     2.00283 0.000422683
       12682     2.03544     2.00284 0.000422658
       12683     2.03494     2.00284 0.000422632
       12684     2.03461     2.00284 0.000422606
       12685     2.03445     2.00284  0.00042258
       12686     2.03447     2.00285 0.000422554
       12687     2.03465     2.00285 0.000422528
       12688       2.035     2.00285 0.000422502
       12689      2.0355     2.00285 0.000422477
       12690     2.03615     2.00286 0.000422452
       12691     2.03694     2.00286 0.000422427
       12692     2.03785     2.00286 0.000422403
       12693     2.03888     2.00286 0.000422379
       12694        2.04     2.00287 0.000422356
       12695     2.04122     2.00287 0.000422333
       12696      2.0425     2.00287 0.000422312
       12697     2.04385     2.00288 0.000422291
       12698     2.04525     2.00288 0.000422271
       12699     2.04668     2.00288 0.000422251
       12700     2.04814     2.00289 0.000422233
       12701     2.04961     2.00289 0.000422216
       12702     2.05108     2.00289   0.0004222
       12703     2.05254      2.0029 0.000422185
       12704     2.05398      2.0029 0.000422171
       12705     2.05541     2.00291 0.000422158
       12706      2.0568     2.00291 0.000422146
       12707     2.05815     2.00292 0.000422135
       12708     2.05947     2.00292 0.000422125
       12709     2.06074     2.00292 0.000422116
       12710     2.06196     2.00293 0.000422109
       12711     2.06314     2.00293 0.000422102
       12712     2.06426     2.00294 0.000422096
       12713     2.06534     2.00294 0.000422092
       12714     2.06636     2.00295 0.000422088
       12715     2.06733     2.00295 0.000422085
       12716     2.06825     2.00296 0.000422083
       12717     2.06912     2.00296 0.000422082
       12718     2.06994     2.00297 0.000422082
       12719     2.07072     2.00297 0.000422082
       12720     2.07145     2.00298 0.000422083
       12721     2.07214     2.00299 0.000422085
       12722     2.07279     2.00299 0.000422088
       12723     2.07341       2.003 0.000422091
       12724     2.07399       2.003 0.000422095
       12725     2.07454     2.00301 0.000422099
       12726     2.07507     2.00301 0.000422104
       12727     2.07556     2.00302 0.000422109
       12728     2.07604     2.00302 0.000422115
       12729     2.07649     2.00303 0.000422121
       12730     2.07692     2.00304 0.000422128
       12731     2.07734     2.00304 0.000422135
       12732     2.07774     2.00305 0.000422143
       12733     2.07813     2.00305 0.000422151
       12734     2.07851     2.00306 0.000422159
       12735     2.07887     2.00307 0.000422168
       12736     2.07923     2.00307 0.000422177
       12737     2.07959     2.00308 0.000422187
       12738     2.07994     2.00308 0.000422197
       12739     2.08028     2.00309 0.000422207
       12740     2.08062      2.0031 0.000422218
       12741     2.08095      2.0031 0.000422229
       12742     2.08128     2.00311  0.00042224
       12743     2.08161     2.00311 0.000422252
       12744     2.08193     2.00312 0.000422264
       12745     2.08225     2.00313 0.000422277
       12746     2.08257     2.00313  0.00042229
       12747     2.08288     2.00314 0.000422303
       12748     2.08318     2.00315 0.000422316
       12749     2.08347     2.00315  0.00042233
       12750     2.08376     2.00316 0.000422344
       12751     2.08404     2.00316 0.000422359
       12752     2.08431     2.00317 0.000422374
       12753     2.08457     2.00318 0.000422389
       12754     2.08481     2.00318 0.000422404
       12755     2.08504     2.00319  0.00042242
       12756     2.08526      2.0032 0.000422436
       12757     2.08545      2.0032 0.000422452
       12758     2.08563     2.00321 0.000422468
       12759     2.08579     2.00322 0.000422485
       12760     2.08593     2.00322 0.000422501
       12761     2.08605     2.00323 0.000422518
       12762     2.08614     2.00324 0.000422535
       12763     2.08621     2.00324 0.000422552
       12764     2.08625     2.00325 0.000422569
       12765     2.08626     2.00325 0.000422586
       12766     2.08625     2.00326 0.000422602
       12767      2.0862     2.00327 0.000422619
       12768     2.08612     2.00327 0.000422636
       12769     2.08601     2.00328 0.000422653
       12770     2.08586     2.00329 0.000422669
       12771     2.08568     2.00329 0.000422685
       12772     2.08547      2.0033 0.000422701
       12773     2.08521     2.00331 0.000422716
       12774     2.08493     2.00331 0.000422732
       12775      2.0846     2.00332 0.000422746
       12776     2.08423     2.00333 0.000422761
       12777     2.08383     2.00333 0.000422775
       12778     2.08338     2.00334 0.000422788
       12779      2.0829     2.00334 0.000422801
       12780     2.08238     2.00335 0.000422813
       12781     2.08182     2.00336 0.000422824
       12782     2.08122     2.00336 0.000422835
       12783     2.08058     2.00337 0.000422845
       12784      2.0799     2.00337 0.000422855
       12785     2.07919     2.00338 0.000422863
       12786     2.07844     2.00339 0.000422871
       12787     2.07765     2.00339 0.000422878
       12788     2.07684      2.0034 0.000422883
       12789     2.07599      2.0034 0.000422888
       12790     2.07511     2.00341 0.000422893
       12791     2.07421     2.00341 0.000422896
       12792     2.07329     2.00342 0.000422898
       12793     2.07234     2.00343 0.000422899
       12794     2.07138     2.00343   0.0004229
       12795      2.0704     2.00344 0.000422899
       12796     2.06942     2.00344 0.000422897
       12797     2.06843     2.00345 0.000422895
       12798     2.06743     2.00345 0.000422891
       12799     2.06645     2.00346 0.000422887
       12800     2.06547     2.00346 0.000422881
       12801     2.06451     2.00347 0.000422875
       12802     2.06356     2.00347 0.000422868
       12803     2.06265     2.00348 0.000422861
       12804     2.06176     2.00348 0.000422852
       12805     2.06091     2.00348 0.000422843
       12806      2.0601     2.00349 0.000422833
       12807     2.05934     2.00349 0.000422822
       12808     2.05863      2.0035 0.000422811
       12809     2.05798      2.0035   0.0004228
       12810     2.05739     2.00351 0.000422788
       12811     2.05687     2.00351 0.000422775
       12812     2.05642     2.00351 0.000422762
       12813     2.05604     2.00352 0.000422749
       12814     2.05574     2.00352 0.000422736
       12815     2.05552     2.00353 0.000422722
       12816     2.05538     2.00353 0.000422709
       12817     2.05532     2.00353 0.000422695
       12818     2.05535     2.00354 0.000422681
       12819     2.05545     2.00354 0.000422668
       12820     2.05564     2.00355 0.000422654
       12821     2.05591     2.00355 0.000422641
       12822     2.05626     2.00356 0.000422628
       12823     2.05668     2.00356 0.000422615
       12824     2.05717     2.00356 0.000422603
       12825     2.05773     2.00357 0.000422591
       12826     2.05836     2.00357  0.00042258
       12827     2.05905     2.00358 0.000422569
       12828     2.05979     2.00358 0.000422559
       12829     2.06059     2.00358 0.000422549
       12830     2.06143     2.00359 0.000422541
       12831     2.06231     2.00359 0.000422532
       12832     2.06322      2.0036 0.000422525
       12833     2.06417      2.0036 0.000422518
       12834     2.06514     2.00361 0.000422513
       12835     2.06612     2.00361 0.000422508
       12836     2.06712     2.00362 0.000422504
       12837     2.06813     2.00362 0.000422501
       12838     2.06914     2.00363 0.000422499
       12839     2.07015     2.00363 0.000422498
       12840     2.07116     2.00364 0.000422498
       12841     2.07216     2.00364 0.000422498
       12842     2.07314     2.00365   0.0004225
       12843      2.0741     2.00365 0.000422503
       12844     2.07505     2.00366 0.000422506
       12845     2.07597     2.00367 0.000422511
       12846     2.07686     2.00367 0.000422517
       12847     2.07772     2.00368 0.000422523
       12848     2.07855     2.00368  0.00042253
       12849     2.07935     2.00369 0.000422538
       12850      2.0801      2.0037 0.000422547
       12851     2.08082      2.0037 0.000422557
       12852     2.08151     2.00371 0.000422568
       12853     2.08215     2.00371 0.000422579
       12854     2.08274     2.00372 0.000422591
       12855      2.0833     2.00373 0.000422603
       12856     2.08381     2.00373 0.000422616
       12857     2.08427     2.00374  0.00042263
       12858     2.08469     2.00374 0.000422644
       12859     2.08507     2.00375 0.000422658
       12860      2.0854     2.00376 0.000422673
       12861     2.08568     2.00376 0.000422688
       12862     2.08592     2.00377 0.000422704
       12863     2.08611     2.00378 0.000422719
       12864     2.08625     2.00378 0.000422735
       12865     2.08635     2.00379 0.000422751
       12866     2.08641      2.0038 0.000422767
       12867     2.08642      2.0038 0.000422783
       12868     2.08638     2.00381 0.000422798
       12869      2.0863     2.00381 0.000422814
       12870     2.08618     2.00382  0.00042283
       12871     2.08602     2.00383 0.000422845
       12872     2.08581     2.00383  0.00042286
       12873     2.08557     2.00384 0.000422875
       12874     2.08529     2.00385  0.00042289
       12875     2.08497     2.00385 0.000422904
       12876     2.08461     2.00386 0.000422917
       12877     2.08421     2.00387  0.00042293
       12878     2.08379     2.00387 0.000422943
       12879     2.08333     2.00388 0.000422955
       12880     2.08283     2.00388 0.000422967
       12881     2.08232     2.00389 0.000422978
       12882     2.08177      2.0039 0.000422988
       12883      2.0812      2.0039 0.000422998
       12884      2.0806     2.00391 0.000423007
       12885     2.07999     2.00391 0.000423015
       12886     2.07936     2.00392 0.000423023
       12887     2.07871     2.00393  0.00042303
       12888     2.07805     2.00393 0.000423036
       12889     2.07738     2.00394 0.000423042
       12890     2.07671     2.00394 0.000423047
       12891     2.07603     2.00395 0.000423051
       12892     2.07535     2.00395 0.000423054
       12893     2.07467     2.00396 0.000423057
       12894     2.07401     2.00396 0.000423059
       12895     2.07335     2.00397 0.000423061
       12896     2.07271     2.00398 0.000423061
       12897     2.07208     2.00398 0.000423061
       12898     2.07147     2.00399 0.000423061
       12899     2.07089     2.00399  0.00042306
       12900     2.07034       2.004 0.000423058
       12901     2.06982       2.004 0.000423056
       12902     2.06934     2.00401 0.000423054
       12903     2.06889     2.00401 0.000423051
       12904     2.06848     2.00402 0.000423048
       12905     2.06812     2.00402 0.000423044
       12906      2.0678     2.00403  0.00042304
       12907     2.06753     2.00403 0.000423036
       12908      2.0673     2.00404 0.000423032
       12909     2.06713     2.00404 0.000423027
       12910     2.06701     2.00405 0.000423023
       12911     2.06694     2.00405 0.000423018
       12912     2.06693     2.00406 0.000423013
       12913     2.06696     2.00406 0.000423008
       12914     2.06705     2.00407 0.000423004
       12915     2.06719     2.00407 0.000422999
       12916     2.06737     2.00408 0.000422995
       12917      2.0676     2.00408 0.000422991
       12918     2.06788     2.00409 0.000422987
       12919      2.0682     2.00409 0.000422983
       12920     2.06856      2.0041  0.00042298
       12921     2.06896      2.0041 0.000422977
       12922     2.06939     2.00411 0.000422974
       12923     2.06985     2.00411 0.000422972
       12924     2.07034     2.00412 0.000422971
       12925     2.07085     2.00412 0.000422969
       12926     2.07138     2.00413 0.000422969
       12927     2.07193     2.00413 0.000422968
       12928     2.07249     2.00414 0.000422969
       12929     2.07306     2.00414  0.00042297
       12930     2.07364     2.00415 0.000422971
       12931     2.07421     2.00415 0.000422973
       12932     2.07479     2.00416 0.000422976
       12933     2.07536     2.00416 0.000422979
       12934     2.07592     2.00417 0.000422982
       12935     2.07648     2.00417 0.000422987
       12936     2.07702     2.00418 0.000422991
       12937     2.07754     2.00419 0.000422997
       12938     2.07804     2.00419 0.000423003
       12939     2.07853      2.0042 0.000423009
       12940     2.07899      2.0042 0.000423016
       12941     2.07943     2.00421 0.000423023
       12942     2.07983     2.00421 0.000423031
       12943     2.08022     2.00422 0.000423039
       12944     2.08057     2.00423 0.000423047
       12945     2.08089     2.00423 0.000423056
       12946     2.08117     2.00424 0.000423065
       12947     2.08143     2.00424 0.000423074
       12948     2.08165     2.00425 0.000423084
       12949     2.08183     2.00426 0.000423094
       12950     2.08198     2.00426 0.000423103
       12951     2.08209     2.00427 0.000423113
       12952     2.08216     2.00427 0.000423124
       12953      2.0822     2.00428 0.000423134
       12954      2.0822     2.00429 0.000423144
       12955     2.08216     2.00429 0.000423154
       12956     2.08208      2.0043 0.000423164
       12957     2.08196      2.0043 0.000423173
       12958     2.08181     2.00431 0.000423183
       12959     2.08161     2.00432 0.000423192
       12960     2.08138     2.00432 0.000423202
       12961      2.0811     2.00433  0.00042321
       12962     2.08079     2.00433 0.000423219
       12963     2.08044     2.00434 0.000423227
       12964     2.08006     2.00435 0.000423235
       12965     2.07963     2.00435 0.000423242
       12966     2.07917     2.00436 0.000423248
       12967     2.07867     2.00436 0.000423255
       12968     2.07814     2.00437  0.00042326
       12969     2.07757     2.00437 0.000423265
       12970     2.07697     2.00438  0.00042327
       12971     2.07633     2.00439 0.000423273
       12972     2.07566     2.00439 0.000423276
       12973     2.07496      2.0044 0.000423279
       12974     2.07424      2.0044  0.00042328
       12975     2.07348     2.00441 0.000423281
       12976      2.0727     2.00441 0.000423281
       12977     2.07189     2.00442 0.000423281
       12978     2.07107     2.00442 0.000423279
       12979     2.07022     2.00443 0.000423277
       12980     2.06936     2.00443 0.000423274
       12981     2.06848     2.00444  0.00042327
       12982     2.06759     2.00444 0.000423265
       12983     2.06669     2.00445  0.00042326
       12984     2.06579     2.00445 0.000423254
       12985     2.06488     2.00446 0.000423247
       12986     2.06398     2.00446 0.000423239
       12987     2.06308     2.00447  0.00042323
       12988      2.0622     2.00447 0.000423221
       12989     2.06132     2.00447 0.000423211
       12990     2.06047     2.00448   0.0004232
       12991     2.05964     2.00448 0.000423189
       12992     2.05883     2.00449 0.000423177
       12993     2.05806     2.00449 0.000423165
       12994     2.05732      2.0045 0.000423152
       12995     2.05662      2.0045 0.000423138
       12996     2.05597      2.0045 0.000423124
       12997     2.05536     2.00451  0.00042311
       12998     2.05481     2.00451 0.000423095
       12999     2.05431     2.00452  0.00042308
       13000     2.05387     2.00452 0.000423064
       13001     2.05349     2.00452 0.000423048
       13002     2.05317     2.00453 0.000423032
       13003     2.05292     2.00453 0.000423016
       13004     2.05273     2.00453    0.000423
       13005     2.05262     2.00454 0.000422984
       13006     2.05257     2.00454 0.000422967
       13007     2.05259     2.00455 0.000422951
       13008     2.05268     2.00455 0.000422934
       13009     2.05284     2.00455 0.000422918
       13010     2.05307     2.00456 0.000422902
       13011     2.05336     2.00456 0.000422886
       13012     2.05371     2.00456 0.000422871
       13013     2.05412     2.00457 0.000422855
       13014     2.05459     2.00457  0.00042284
       13015     2.05512     2.00458 0.000422826
       13016     2.05569     2.00458 0.000422811
       13017     2.05631     2.00458 0.000422798
       13018     2.05697     2.00459 0.000422784
       13019     2.05767     2.00459 0.000422771
       13020     2.05841      2.0046 0.000422759
       13021     2.05917      2.0046 0.000422747
       13022     2.05996      2.0046 0.000422736
       13023     2.06078     2.00461 0.000422726
       13024     2.06161     2.00461 0.000422716
       13025     2.06245     2.00462 0.000422707
       13026     2.06331     2.00462 0.000422699
       13027     2.06417     2.00463 0.000422691
       13028     2.06503     2.00463 0.000422684
       13029     2.06589     2.00464 0.000422678
       13030     2.06675     2.00464 0.000422672
       13031     2.06761     2.00464 0.000422667
       13032     2.06845     2.00465 0.000422663
       13033     2.06928     2.00465  0.00042266
       13034      2.0701     2.00466 0.000422657
       13035      2.0709     2.00466 0.000422655
       13036     2.07169     2.00467 0.000422654
       13037     2.07245     2.00468 0.000422654
       13038      2.0732     2.00468 0.000422654
       13039     2.07392     2.00469 0.000422655
       13040     2.07462     2.00469 0.000422656
       13041      2.0753      2.0047 0.000422659
       13042     2.07595      2.0047 0.000422662
       13043     2.07658     2.00471 0.000422665
       13044     2.07718     2.00471 0.000422669
       13045     2.07776     2.00472 0.000422674
       13046     2.07831     2.00472 0.000422679
       13047     2.07883     2.00473 0.000422685
       13048     2.07933     2.00474 0.000422691
       13049      2.0798     2.00474 0.000422698
       13050     2.08025     2.00475 0.000422705
       13051     2.08068     2.00475 0.000422713
       13052     2.08107     2.00476 0.000422721
       13053     2.08145     2.00476 0.000422729
       13054      2.0818     2.00477 0.000422738
       13055     2.08212     2.00478 0.000422747
       13056     2.08243     2.00478 0.000422757
       13057     2.08271     2.00479 0.000422766
       13058     2.08297     2.00479 0.000422777
       13059      2.0832      2.0048 0.000422787
       13060     2.08342     2.00481 0.000422797
       13061     2.08362     2.00481 0.000422808
       13062      2.0838     2.00482 0.000422819
       13063     2.08396     2.00482  0.00042283
       13064      2.0841     2.00483 0.000422841
       13065     2.08422     2.00484 0.000422852
       13066     2.08433     2.00484 0.000422864
       13067     2.08442     2.00485 0.000422875
       13068      2.0845     2.00486 0.000422887
       13069     2.08456     2.00486 0.000422898
       13070      2.0846     2.00487  0.00042291
       13071     2.08464     2.00487 0.000422922
       13072     2.08465     2.00488 0.000422933
       13073     2.08466     2.00489 0.000422945
       13074     2.08465     2.00489 0.000422957
       13075     2.08463      2.0049 0.000422968
       13076      2.0846      2.0049  0.00042298
       13077     2.08456     2.00491 0.000422991
       13078      2.0845     2.00492 0.000423003
       13079     2.08443     2.00492 0.000423014
       13080     2.08436     2.00493 0.000423025
       13081     2.08427     2.00493 0.000423037
       13082     2.08417     2.00494 0.000423048
       13083     2.08406     2.00495 0.000423058
       13084     2.08394     2.00495 0.000423069
       13085      2.0838     2.00496  0.00042308
       13086     2.08366     2.00496  0.00042309
       13087     2.08351     2.00497   0.0004231
