#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        7874     2.06349     1.98521 0.000483551
        7875      2.0635     1.98522 0.000483592
        7876      2.0635     1.98523 0.000483632
        7877     2.06347     1.98524 0.000483673
        7878     2.06341     1.98525 0.000483713
        7879     2.06333     1.98526 0.000483753
        7880     2.06322     1.98527 0.000483793
        7881     2.06309     1.98528 0.000483833
        7882     2.06293     1.98529 0.000483872
        7883     2.06275      1.9853  0.00048391
        7884     2.06254     1.98531 0.000483948
        7885      2.0623     1.98532 0.000483985
        7886     2.06204     1.98533 0.000484021
        7887     2.06176     1.98534 0.000484057
        7888     2.06145     1.98535 0.000484092
        7889     2.06111     1.98536 0.000484126
        7890     2.06075     1.98536 0.000484158
        7891     2.06037     1.98537  0.00048419
        7892     2.05997     1.98538 0.000484221
        7893     2.05954     1.98539 0.000484251
        7894      2.0591      1.9854  0.00048428
        7895     2.05864     1.98541 0.000484307
        7896     2.05816     1.98542 0.000484334
        7897     2.05766     1.98543 0.000484359
        7898     2.05715     1.98544 0.000484382
        7899     2.05663     1.98545 0.000484405
        7900      2.0561     1.98546 0.000484426
        7901     2.05556     1.98547 0.000484446
        7902     2.05501     1.98547 0.000484465
        7903     2.05445     1.98548 0.000484482
        7904     2.05389     1.98549 0.000484498
        7905     2.05333      1.9855 0.000484513
        7906     2.05277     1.98551 0.000484526
        7907     2.05221     1.98552 0.000484538
        7908     2.05165     1.98553 0.000484549
        7909      2.0511     1.98553 0.000484559
        7910     2.05055     1.98554 0.000484567
        7911     2.05002     1.98555 0.000484575
        7912     2.04949     1.98556 0.000484581
        7913     2.04897     1.98557 0.000484586
        7914     2.04847     1.98557  0.00048459
        7915     2.04798     1.98558 0.000484593
        7916      2.0475     1.98559 0.000484595
        7917     2.04703      1.9856 0.000484595
        7918     2.04658     1.98561 0.000484595
        7919     2.04614     1.98561 0.000484595
        7920     2.04571     1.98562 0.000484593
        7921      2.0453     1.98563  0.00048459
        7922     2.04489     1.98564 0.000484587
        7923      2.0445     1.98564 0.000484582
        7924     2.04412     1.98565 0.000484577
        7925     2.04374     1.98566 0.000484572
        7926     2.04337     1.98567 0.000484565
        7927       2.043     1.98567 0.000484558
        7928     2.04264     1.98568  0.00048455
        7929     2.04228     1.98569 0.000484542
        7930     2.04191     1.98569 0.000484533
        7931     2.04153      1.9857 0.000484523
        7932     2.04115     1.98571 0.000484512
        7933     2.04076     1.98572 0.000484501
        7934     2.04035     1.98572 0.000484488
        7935     2.03992     1.98573 0.000484476
        7936     2.03948     1.98574 0.000484462
        7937     2.03901     1.98574 0.000484447
        7938     2.03852     1.98575 0.000484432
        7939       2.038     1.98576 0.000484416
        7940     2.03745     1.98576 0.000484398
        7941     2.03687     1.98577  0.00048438
        7942     2.03625     1.98578 0.000484361
        7943      2.0356     1.98578  0.00048434
        7944      2.0349     1.98579 0.000484319
        7945     2.03417     1.98579 0.000484296
        7946     2.03339      1.9858 0.000484272
        7947     2.03257     1.98581 0.000484247
        7948      2.0317     1.98581 0.000484221
        7949     2.03079     1.98582 0.000484193
        7950     2.02984     1.98582 0.000484164
        7951     2.02884     1.98583 0.000484133
        7952     2.02779     1.98583 0.000484101
        7953      2.0267     1.98584 0.000484067
        7954     2.02557     1.98584 0.000484032
        7955     2.02439     1.98585 0.000483995
        7956     2.02317     1.98585 0.000483957
        7957     2.02192     1.98586 0.000483918
        7958     2.02062     1.98586 0.000483877
        7959      2.0193     1.98587 0.000483834
        7960     2.01793     1.98587  0.00048379
        7961     2.01654     1.98587 0.000483745
        7962     2.01512     1.98588 0.000483698
        7963     2.01368     1.98588  0.00048365
        7964     2.01221     1.98588   0.0004836
        7965     2.01073     1.98589  0.00048355
        7966     2.00923     1.98589 0.000483498
        7967     2.00772     1.98589 0.000483445
        7968     2.00621      1.9859 0.000483391
        7969     2.00469      1.9859 0.000483336
        7970     2.00318      1.9859  0.00048328
        7971     2.00167      1.9859 0.000483224
        7972     2.00017      1.9859 0.000483166
        7973     1.99869     1.98591 0.000483108
        7974     1.99722     1.98591  0.00048305
        7975     1.99578     1.98591 0.000482991
        7976     1.99437     1.98591 0.000482932
        7977       1.993     1.98591 0.000482872
        7978     1.99166     1.98591 0.000482812
        7979     1.99037     1.98591 0.000482752
        7980     1.98912     1.98591 0.000482691
        7981     1.98793     1.98591 0.000482631
        7982      1.9868     1.98591  0.00048257
        7983     1.98574     1.98591  0.00048251
        7984     1.98474     1.98591  0.00048245
        7985     1.98381     1.98591 0.000482389
        7986     1.98296     1.98591 0.000482329
        7987      1.9822     1.98591 0.000482269
        7988     1.98152     1.98591 0.000482209
        7989     1.98093     1.98591 0.000482149
        7990     1.98043     1.98591 0.000482089
        7991     1.98002     1.98591 0.000482029
        7992     1.97971     1.98591  0.00048197
        7993      1.9795     1.98591  0.00048191
        7994     1.97938     1.98591  0.00048185
        7995     1.97937     1.98591 0.000481791
        7996     1.97945      1.9859 0.000481731
        7997     1.97963      1.9859 0.000481672
        7998     1.97991      1.9859 0.000481612
        7999     1.98028      1.9859 0.000481552
        8000     1.98074      1.9859 0.000481492
        8001     1.98129      1.9859 0.000481433
        8002     1.98193      1.9859 0.000481373
        8003     1.98265      1.9859 0.000481313
        8004     1.98344      1.9859 0.000481253
        8005      1.9843      1.9859 0.000481193
        8006     1.98522      1.9859 0.000481133
        8007     1.98621      1.9859 0.000481072
        8008     1.98724      1.9859 0.000481012
        8009     1.98833      1.9859 0.000480952
        8010     1.98945      1.9859 0.000480893
        8011      1.9906      1.9859 0.000480833
        8012     1.99178      1.9859 0.000480773
        8013     1.99298      1.9859 0.000480714
        8014     1.99419      1.9859 0.000480655
        8015      1.9954      1.9859 0.000480597
        8016     1.99662     1.98591 0.000480539
        8017     1.99783     1.98591 0.000480481
        8018     1.99904     1.98591 0.000480424
        8019     2.00022     1.98591 0.000480367
        8020     2.00139     1.98591 0.000480311
        8021     2.00253     1.98592 0.000480256
        8022     2.00364     1.98592 0.000480201
        8023     2.00471     1.98592 0.000480147
        8024     2.00575     1.98592 0.000480094
        8025     2.00675     1.98592 0.000480041
        8026      2.0077     1.98593 0.000479989
        8027     2.00861     1.98593 0.000479937
        8028     2.00947     1.98593 0.000479886
        8029     2.01028     1.98594 0.000479836
        8030     2.01103     1.98594 0.000479787
        8031     2.01173     1.98594 0.000479738
        8032     2.01238     1.98595 0.000479689
        8033     2.01297     1.98595 0.000479641
        8034      2.0135     1.98595 0.000479594
        8035     2.01397     1.98596 0.000479547
        8036     2.01438     1.98596   0.0004795
        8037     2.01473     1.98596 0.000479454
        8038     2.01502     1.98597 0.000479408
        8039     2.01524     1.98597 0.000479362
        8040      2.0154     1.98597 0.000479316
        8041     2.01549     1.98598 0.000479271
        8042     2.01552     1.98598 0.000479225
        8043     2.01548     1.98599  0.00047918
        8044     2.01537     1.98599 0.000479134
        8045      2.0152     1.98599 0.000479088
        8046     2.01495       1.986 0.000479042
        8047     2.01464       1.986 0.000478996
        8048     2.01426       1.986 0.000478949
        8049     2.01381     1.98601 0.000478902
        8050     2.01329     1.98601 0.000478855
        8051      2.0127     1.98601 0.000478807
        8052     2.01204     1.98602 0.000478758
        8053     2.01131     1.98602 0.000478709
        8054     2.01052     1.98602 0.000478659
        8055     2.00965     1.98603 0.000478609
        8056     2.00873     1.98603 0.000478558
        8057     2.00774     1.98603 0.000478506
        8058     2.00668     1.98603 0.000478453
        8059     2.00557     1.98604   0.0004784
        8060      2.0044     1.98604 0.000478346
        8061     2.00318     1.98604 0.000478292
        8062     2.00192     1.98604 0.000478236
        8063      2.0006     1.98604  0.00047818
        8064     1.99925     1.98605 0.000478124
        8065     1.99786     1.98605 0.000478067
        8066     1.99645     1.98605 0.000478009
        8067     1.99501     1.98605 0.000477951
        8068     1.99355     1.98605 0.000477893
        8069     1.99209     1.98605 0.000477834
        8070     1.99062     1.98605 0.000477776
        8071     1.98915     1.98605 0.000477717
        8072      1.9877     1.98605 0.000477657
        8073     1.98626     1.98605 0.000477598
        8074     1.98485     1.98605 0.000477539
        8075     1.98347     1.98605  0.00047748
        8076     1.98214     1.98605 0.000477421
        8077     1.98084     1.98605 0.000477363
        8078      1.9796     1.98605 0.000477304
        8079     1.97842     1.98605 0.000477246
        8080     1.97729     1.98605 0.000477188
        8081     1.97624     1.98605 0.000477131
        8082     1.97525     1.98605 0.000477073
        8083     1.97433     1.98604 0.000477017
        8084     1.97348     1.98604  0.00047696
        8085     1.97271     1.98604 0.000476904
        8086     1.97201     1.98604 0.000476848
        8087     1.97138     1.98604 0.000476793
        8088     1.97081     1.98604 0.000476737
        8089     1.97032     1.98603 0.000476682
        8090     1.96988     1.98603 0.000476628
        8091      1.9695     1.98603 0.000476573
        8092     1.96918     1.98603 0.000476519
        8093      1.9689     1.98603 0.000476465
        8094     1.96866     1.98602 0.000476411
        8095     1.96846     1.98602 0.000476357
        8096     1.96828     1.98602 0.000476303
        8097     1.96813     1.98602 0.000476249
        8098     1.96799     1.98601 0.000476196
        8099     1.96786     1.98601 0.000476142
        8100     1.96774     1.98601 0.000476089
        8101     1.96761     1.98601 0.000476035
        8102     1.96747     1.98601 0.000475982
        8103     1.96733       1.986 0.000475929
        8104     1.96716       1.986 0.000475876
        8105     1.96698       1.986 0.000475823
        8106     1.96677       1.986  0.00047577
        8107     1.96654     1.98599 0.000475717
        8108     1.96628     1.98599 0.000475665
        8109     1.96599     1.98599 0.000475613
        8110     1.96566     1.98599 0.000475561
        8111     1.96531     1.98598 0.000475509
        8112     1.96493     1.98598 0.000475457
        8113     1.96451     1.98598 0.000475406
        8114     1.96407     1.98598 0.000475355
        8115      1.9636     1.98597 0.000475305
        8116     1.96311     1.98597 0.000475254
        8117     1.96259     1.98597 0.000475205
        8118     1.96206     1.98596 0.000475155
        8119     1.96151     1.98596 0.000475106
        8120     1.96095     1.98596 0.000475058
        8121     1.96038     1.98596  0.00047501
        8122      1.9598     1.98595 0.000474962
        8123     1.95923     1.98595 0.000474915
        8124     1.95866     1.98595 0.000474868
        8125      1.9581     1.98594 0.000474822
        8126     1.95756     1.98594 0.000474777
        8127     1.95703     1.98593 0.000474732
        8128     1.95652     1.98593 0.000474687
        8129     1.95604     1.98593 0.000474643
        8130     1.95559     1.98592 0.000474599
        8131     1.95517     1.98592 0.000474556
        8132     1.95478     1.98592 0.000474513
        8133     1.95444     1.98591  0.00047447
        8134     1.95413     1.98591 0.000474428
        8135     1.95386      1.9859 0.000474386
        8136     1.95364      1.9859 0.000474344
        8137     1.95347      1.9859 0.000474303
        8138     1.95334     1.98589 0.000474262
        8139     1.95325     1.98589  0.00047422
        8140     1.95321     1.98588 0.000474179
        8141     1.95322     1.98588 0.000474138
        8142     1.95326     1.98588 0.000474096
        8143     1.95335     1.98587 0.000474055
        8144     1.95348     1.98587 0.000474013
        8145     1.95364     1.98586 0.000473972
        8146     1.95384     1.98586  0.00047393
        8147     1.95406     1.98586 0.000473888
        8148     1.95431     1.98585 0.000473845
        8149     1.95458     1.98585 0.000473803
        8150     1.95487     1.98585  0.00047376
        8151     1.95518     1.98584 0.000473717
        8152     1.95549     1.98584 0.000473673
        8153     1.95581     1.98583 0.000473629
        8154     1.95613     1.98583 0.000473585
        8155     1.95645     1.98583 0.000473541
        8156     1.95675     1.98582 0.000473496
        8157     1.95705     1.98582 0.000473451
        8158     1.95733     1.98582 0.000473406
        8159     1.95758     1.98581 0.000473361
        8160     1.95782     1.98581 0.000473315
        8161     1.95802     1.98581  0.00047327
        8162      1.9582      1.9858 0.000473224
        8163     1.95834      1.9858 0.000473178
        8164     1.95844      1.9858 0.000473132
        8165      1.9585     1.98579 0.000473085
        8166     1.95853     1.98579 0.000473039
        8167     1.95851     1.98579 0.000472993
        8168     1.95845     1.98578 0.000472947
        8169     1.95834     1.98578 0.000472901
        8170     1.95819     1.98578 0.000472855
        8171       1.958     1.98577  0.00047281
        8172     1.95776     1.98577 0.000472764
        8173     1.95748     1.98577 0.000472719
        8174     1.95716     1.98576 0.000472674
        8175      1.9568     1.98576  0.00047263
        8176     1.95641     1.98575 0.000472585
        8177     1.95599     1.98575 0.000472542
        8178     1.95553     1.98575 0.000472498
        8179     1.95505     1.98574 0.000472456
        8180     1.95455     1.98574 0.000472413
        8181     1.95403     1.98574 0.000472371
        8182      1.9535     1.98573  0.00047233
        8183     1.95296     1.98573 0.000472289
        8184     1.95242     1.98572 0.000472249
        8185     1.95188     1.98572  0.00047221
        8186     1.95135     1.98572  0.00047217
        8187     1.95084     1.98571 0.000472132
        8188     1.95034     1.98571 0.000472094
        8189     1.94987      1.9857 0.000472057
        8190     1.94942      1.9857  0.00047202
        8191     1.94901     1.98569 0.000471984
        8192     1.94864     1.98569 0.000471948
        8193     1.94831     1.98568 0.000471912
        8194     1.94802     1.98568 0.000471877
        8195     1.94778     1.98568 0.000471842
        8196     1.94759     1.98567 0.000471807
        8197     1.94745     1.98567 0.000471773
        8198     1.94736     1.98566 0.000471738
        8199     1.94732     1.98566 0.000471704
        8200     1.94734     1.98565  0.00047167
        8201     1.94741     1.98565 0.000471635
        8202     1.94752     1.98564 0.000471601
        8203     1.94769     1.98564 0.000471566
        8204      1.9479     1.98563 0.000471531
        8205     1.94815     1.98563 0.000471495
        8206     1.94844     1.98562  0.00047146
        8207     1.94877     1.98562 0.000471424
        8208     1.94912     1.98562 0.000471387
        8209      1.9495     1.98561  0.00047135
        8210     1.94991     1.98561 0.000471313
        8211     1.95033      1.9856 0.000471275
        8212     1.95076      1.9856 0.000471237
        8213      1.9512     1.98559 0.000471198
        8214     1.95165     1.98559 0.000471159
        8215     1.95209     1.98559 0.000471119
        8216     1.95253     1.98558 0.000471079
        8217     1.95296     1.98558 0.000471038
        8218     1.95339     1.98557 0.000470997
        8219     1.95379     1.98557 0.000470956
        8220     1.95418     1.98557 0.000470914
        8221     1.95454     1.98556 0.000470872
        8222     1.95489     1.98556 0.000470829
        8223     1.95521     1.98556 0.000470787
        8224      1.9555     1.98555 0.000470744
        8225     1.95576     1.98555   0.0004707
        8226     1.95599     1.98554 0.000470657
        8227     1.95619     1.98554 0.000470613
        8228     1.95636     1.98554 0.000470569
        8229      1.9565     1.98553 0.000470525
        8230     1.95661     1.98553 0.000470481
        8231     1.95669     1.98553 0.000470437
        8232     1.95674     1.98552 0.000470393
        8233     1.95675     1.98552 0.000470349
        8234     1.95674     1.98552 0.000470305
        8235      1.9567     1.98551 0.000470261
        8236     1.95664     1.98551 0.000470217
        8237     1.95655     1.98551 0.000470173
        8238     1.95643      1.9855 0.000470129
        8239      1.9563      1.9855 0.000470085
        8240     1.95614     1.98549 0.000470041
        8241     1.95597     1.98549 0.000469998
        8242     1.95578     1.98549 0.000469955
        8243     1.95557     1.98548 0.000469912
        8244     1.95535     1.98548 0.000469869
        8245     1.95513     1.98548 0.000469827
        8246     1.95489     1.98547 0.000469784
        8247     1.95465     1.98547 0.000469742
        8248      1.9544     1.98547   0.0004697
        8249     1.95415     1.98546 0.000469659
        8250      1.9539     1.98546 0.000469617
        8251     1.95366     1.98545 0.000469576
        8252     1.95341     1.98545 0.000469535
        8253     1.95317     1.98545 0.000469495
        8254     1.95294     1.98544 0.000469454
        8255     1.95272     1.98544 0.000469414
        8256     1.95251     1.98543 0.000469374
        8257     1.95231     1.98543 0.000469335
        8258     1.95212     1.98543 0.000469295
        8259     1.95194     1.98542 0.000469256
        8260     1.95179     1.98542 0.000469217
        8261     1.95164     1.98541 0.000469178
        8262     1.95152     1.98541 0.000469139
        8263     1.95141     1.98541   0.0004691
        8264     1.95132      1.9854 0.000469062
        8265     1.95124      1.9854 0.000469023
        8266     1.95119     1.98539 0.000468984
        8267     1.95115     1.98539 0.000468946
        8268     1.95114     1.98539 0.000468908
        8269     1.95114     1.98538 0.000468869
        8270     1.95115     1.98538 0.000468831
        8271     1.95119     1.98537 0.000468792
        8272     1.95124     1.98537 0.000468754
        8273     1.95131     1.98536 0.000468715
        8274     1.95139     1.98536 0.000468677
        8275     1.95149     1.98536 0.000468638
        8276      1.9516     1.98535 0.000468599
        8277     1.95172     1.98535  0.00046856
        8278     1.95185     1.98534 0.000468521
        8279       1.952     1.98534 0.000468482
        8280     1.95215     1.98534 0.000468442
        8281     1.95232     1.98533 0.000468403
        8282     1.95249     1.98533 0.000468363
        8283     1.95266     1.98532 0.000468323
        8284     1.95285     1.98532 0.000468283
        8285     1.95303     1.98532 0.000468242
        8286     1.95322     1.98531 0.000468202
        8287     1.95342     1.98531 0.000468161
        8288     1.95361      1.9853  0.00046812
        8289      1.9538      1.9853 0.000468079
        8290       1.954      1.9853 0.000468038
        8291     1.95419     1.98529 0.000467997
        8292     1.95438     1.98529 0.000467955
        8293     1.95456     1.98529 0.000467913
        8294     1.95475     1.98528 0.000467871
        8295     1.95493     1.98528 0.000467829
        8296      1.9551     1.98528 0.000467787
        8297     1.95527     1.98527 0.000467745
        8298     1.95544     1.98527 0.000467702
        8299     1.95559     1.98526 0.000467659
        8300     1.95575     1.98526 0.000467617
        8301     1.95589     1.98526 0.000467574
        8302     1.95603     1.98525 0.000467531
        8303     1.95616     1.98525 0.000467487
        8304     1.95628     1.98525 0.000467444
        8305     1.95639     1.98524 0.000467401
        8306      1.9565     1.98524 0.000467357
        8307      1.9566     1.98524 0.000467314
        8308     1.95669     1.98523  0.00046727
        8309     1.95677     1.98523 0.000467226
        8310     1.95685     1.98523 0.000467183
        8311     1.95691     1.98522 0.000467139
        8312     1.95697     1.98522 0.000467095
        8313     1.95702     1.98522 0.000467051
        8314     1.95706     1.98521 0.000467007
        8315      1.9571     1.98521 0.000466963
        8316     1.95712     1.98521 0.000466919
        8317     1.95714      1.9852 0.000466875
        8318     1.95715      1.9852 0.000466831
        8319     1.95715      1.9852 0.000466788
        8320     1.95715     1.98519 0.000466744
        8321     1.95713     1.98519   0.0004667
        8322     1.95711     1.98519 0.000466656
        8323     1.95708     1.98518 0.000466612
        8324     1.95705     1.98518 0.000466568
        8325       1.957     1.98518 0.000466524
        8326     1.95695     1.98517 0.000466481
        8327      1.9569     1.98517 0.000466437
        8328     1.95683     1.98517 0.000466393
        8329     1.95676     1.98516  0.00046635
        8330     1.95668     1.98516 0.000466306
        8331      1.9566     1.98515 0.000466263
        8332      1.9565     1.98515  0.00046622
        8333      1.9564     1.98515 0.000466177
        8334      1.9563     1.98514 0.000466134
        8335     1.95619     1.98514 0.000466091
        8336     1.95607     1.98514 0.000466048
        8337     1.95594     1.98513 0.000466005
        8338     1.95581     1.98513 0.000465962
        8339     1.95567     1.98513  0.00046592
        8340     1.95553     1.98512 0.000465877
        8341     1.95537     1.98512 0.000465835
        8342     1.95522     1.98512 0.000465793
        8343     1.95505     1.98511 0.000465751
        8344     1.95488     1.98511  0.00046571
        8345      1.9547     1.98511 0.000465668
        8346     1.95452      1.9851 0.000465627
        8347     1.95433      1.9851 0.000465585
        8348     1.95413     1.98509 0.000465544
        8349     1.95393     1.98509 0.000465504
        8350     1.95372     1.98509 0.000465463
        8351     1.95351     1.98508 0.000465423
        8352     1.95329     1.98508 0.000465383
        8353     1.95306     1.98508 0.000465343
        8354     1.95283     1.98507 0.000465303
        8355     1.95259     1.98507 0.000465263
        8356     1.95235     1.98506 0.000465224
        8357      1.9521     1.98506 0.000465185
        8358     1.95185     1.98506 0.000465147
        8359     1.95159     1.98505 0.000465108
        8360     1.95133     1.98505  0.00046507
        8361     1.95106     1.98504 0.000465032
        8362     1.95079     1.98504 0.000464995
        8363     1.95051     1.98504 0.000464957
        8364     1.95023     1.98503  0.00046492
        8365     1.94995     1.98503 0.000464884
        8366     1.94967     1.98502 0.000464847
        8367     1.94938     1.98502 0.000464811
        8368     1.94909     1.98501 0.000464776
        8369      1.9488     1.98501  0.00046474
        8370     1.94851     1.98501 0.000464705
        8371     1.94823       1.985  0.00046467
        8372     1.94794       1.985 0.000464636
        8373     1.94765     1.98499 0.000464602
        8374     1.94737     1.98499 0.000464568
        8375     1.94708     1.98498 0.000464535
        8376     1.94681     1.98498 0.000464502
        8377     1.94653     1.98497 0.000464469
        8378     1.94626     1.98497 0.000464436
        8379       1.946     1.98496 0.000464404
        8380     1.94575     1.98496 0.000464372
        8381      1.9455     1.98496 0.000464341
        8382     1.94526     1.98495  0.00046431
        8383     1.94504     1.98495 0.000464279
        8384     1.94482     1.98494 0.000464248
        8385     1.94461     1.98494 0.000464218
        8386     1.94442     1.98493 0.000464187
        8387     1.94424     1.98493 0.000464157
        8388     1.94407     1.98492 0.000464128
        8389     1.94392     1.98492 0.000464098
        8390     1.94378     1.98491 0.000464069
        8391     1.94366     1.98491 0.000464039
        8392     1.94356      1.9849  0.00046401
        8393     1.94347      1.9849 0.000463981
        8394      1.9434     1.98489 0.000463952
        8395     1.94335     1.98489 0.000463923
        8396     1.94332     1.98488 0.000463894
        8397      1.9433     1.98488 0.000463866
        8398     1.94331     1.98487 0.000463837
        8399     1.94333     1.98487 0.000463808
        8400     1.94337     1.98486 0.000463779
        8401     1.94343     1.98486  0.00046375
        8402     1.94351     1.98485 0.000463721
        8403      1.9436     1.98485 0.000463692
        8404     1.94371     1.98484 0.000463662
        8405     1.94384     1.98484 0.000463633
        8406     1.94399     1.98483 0.000463603
        8407     1.94415     1.98483 0.000463573
        8408     1.94432     1.98482 0.000463543
        8409     1.94451     1.98482 0.000463513
        8410     1.94471     1.98481 0.000463482
        8411     1.94492     1.98481 0.000463451
        8412     1.94514      1.9848  0.00046342
        8413     1.94536      1.9848 0.000463389
        8414      1.9456      1.9848 0.000463357
        8415     1.94584     1.98479 0.000463325
        8416     1.94609     1.98479 0.000463293
        8417     1.94634     1.98478 0.000463261
        8418      1.9466     1.98478 0.000463228
        8419     1.94685     1.98477 0.000463195
        8420      1.9471     1.98477 0.000463161
        8421     1.94735     1.98476 0.000463128
        8422      1.9476     1.98476 0.000463094
        8423     1.94785     1.98475 0.000463059
        8424     1.94808     1.98475 0.000463025
        8425     1.94831     1.98475  0.00046299
        8426     1.94854     1.98474 0.000462955
        8427     1.94875     1.98474  0.00046292
        8428     1.94895     1.98473 0.000462884
        8429     1.94914     1.98473 0.000462849
        8430     1.94931     1.98472 0.000462813
        8431     1.94948     1.98472 0.000462777
        8432     1.94962     1.98472 0.000462741
        8433     1.94976     1.98471 0.000462704
        8434     1.94987     1.98471 0.000462668
        8435     1.94997      1.9847 0.000462632
        8436     1.95005      1.9847 0.000462595
        8437     1.95011      1.9847 0.000462558
        8438     1.95016     1.98469 0.000462522
        8439     1.95019     1.98469 0.000462485
        8440     1.95019     1.98468 0.000462448
        8441     1.95018     1.98468 0.000462411
        8442     1.95015     1.98468 0.000462375
        8443      1.9501     1.98467 0.000462338
        8444     1.95003     1.98467 0.000462302
        8445     1.94994     1.98466 0.000462265
        8446     1.94983     1.98466 0.000462229
        8447      1.9497     1.98465 0.000462193
        8448     1.94956     1.98465 0.000462156
        8449     1.94939     1.98465 0.000462121
        8450     1.94921     1.98464 0.000462085
        8451     1.94902     1.98464  0.00046205
        8452     1.94881     1.98463 0.000462014
        8453     1.94858     1.98463 0.000461979
        8454     1.94834     1.98463 0.000461945
        8455     1.94809     1.98462  0.00046191
        8456     1.94782     1.98462 0.000461876
        8457     1.94754     1.98461 0.000461842
        8458     1.94726     1.98461 0.000461809
        8459     1.94696      1.9846 0.000461776
        8460     1.94665      1.9846 0.000461743
        8461     1.94634     1.98459  0.00046171
        8462     1.94603     1.98459 0.000461678
        8463     1.94571     1.98459 0.000461647
        8464     1.94538     1.98458 0.000461615
        8465     1.94505     1.98458 0.000461584
        8466     1.94473     1.98457 0.000461554
        8467      1.9444     1.98457 0.000461524
        8468     1.94408     1.98456 0.000461494
        8469     1.94376     1.98456 0.000461465
        8470     1.94344     1.98455 0.000461436
        8471     1.94313     1.98455 0.000461407
        8472     1.94283     1.98454 0.000461379
        8473     1.94253     1.98454 0.000461351
        8474     1.94225     1.98453 0.000461324
        8475     1.94197     1.98453 0.000461297
        8476     1.94171     1.98452  0.00046127
        8477     1.94146     1.98452 0.000461243
        8478     1.94122     1.98451 0.000461217
        8479       1.941     1.98451 0.000461191
        8480     1.94079      1.9845 0.000461166
        8481      1.9406      1.9845 0.000461141
        8482     1.94043     1.98449 0.000461115
        8483     1.94027     1.98449 0.000461091
        8484     1.94014     1.98448 0.000461066
        8485     1.94002     1.98448 0.000461041
        8486     1.93992     1.98447 0.000461017
        8487     1.93983     1.98447 0.000460993
        8488     1.93977     1.98446 0.000460968
        8489     1.93973     1.98445 0.000460944
        8490      1.9397     1.98445  0.00046092
        8491      1.9397     1.98444 0.000460896
        8492     1.93971     1.98444 0.000460872
        8493     1.93973     1.98443 0.000460847
        8494     1.93978     1.98443 0.000460823
        8495     1.93984     1.98442 0.000460799
        8496     1.93992     1.98442 0.000460774
        8497     1.94001     1.98441  0.00046075
        8498     1.94011     1.98441 0.000460725
        8499     1.94023      1.9844   0.0004607
        8500     1.94036      1.9844 0.000460675
        8501      1.9405     1.98439  0.00046065
        8502     1.94065     1.98439 0.000460624
        8503     1.94081     1.98438 0.000460599
        8504     1.94097     1.98438 0.000460573
        8505     1.94114     1.98437 0.000460547
        8506     1.94132     1.98437  0.00046052
        8507      1.9415     1.98436 0.000460494
        8508     1.94168     1.98436 0.000460467
        8509     1.94186     1.98435  0.00046044
        8510     1.94205     1.98435 0.000460413
        8511     1.94223     1.98434 0.000460385
        8512     1.94242     1.98434 0.000460357
        8513      1.9426     1.98433  0.00046033
        8514     1.94278     1.98433 0.000460301
        8515     1.94296     1.98432 0.000460273
        8516     1.94313     1.98432 0.000460244
        8517     1.94331     1.98431 0.000460215
        8518     1.94347     1.98431 0.000460186
        8519     1.94364      1.9843 0.000460157
        8520      1.9438      1.9843 0.000460128
        8521     1.94396     1.98429 0.000460098
        8522     1.94411     1.98429 0.000460068
        8523     1.94426     1.98428 0.000460038
        8524      1.9444     1.98428 0.000460008
        8525     1.94454     1.98427 0.000459978
        8526     1.94468     1.98427 0.000459947
        8527     1.94482     1.98427 0.000459916
        8528     1.94495     1.98426 0.000459886
        8529     1.94509     1.98426 0.000459855
        8530     1.94522     1.98425 0.000459824
        8531     1.94536     1.98425 0.000459792
        8532     1.94549     1.98424 0.000459761
        8533     1.94563     1.98424 0.000459729
        8534     1.94577     1.98423 0.000459697
        8535     1.94591     1.98423 0.000459665
        8536     1.94606     1.98422 0.000459633
        8537     1.94621     1.98422 0.000459601
        8538     1.94637     1.98422 0.000459569
        8539     1.94653     1.98421 0.000459536
        8540     1.94671     1.98421 0.000459503
        8541     1.94689      1.9842  0.00045947
        8542     1.94708      1.9842 0.000459437
        8543     1.94728     1.98419 0.000459403
        8544     1.94749     1.98419  0.00045937
        8545     1.94772     1.98418 0.000459336
        8546     1.94795     1.98418 0.000459302
        8547      1.9482     1.98418 0.000459267
        8548     1.94846     1.98417 0.000459232
        8549     1.94874     1.98417 0.000459197
        8550     1.94903     1.98416 0.000459162
        8551     1.94933     1.98416 0.000459127
        8552     1.94965     1.98416 0.000459091
        8553     1.94999     1.98415 0.000459054
        8554     1.95034     1.98415 0.000459018
        8555      1.9507     1.98414 0.000458981
        8556     1.95108     1.98414 0.000458943
        8557     1.95148     1.98414 0.000458905
        8558     1.95189     1.98413 0.000458867
        8559     1.95232     1.98413 0.000458829
        8560     1.95276     1.98413  0.00045879
        8561     1.95322     1.98412  0.00045875
        8562     1.95369     1.98412 0.000458711
        8563     1.95418     1.98411  0.00045867
        8564     1.95468     1.98411  0.00045863
        8565     1.95519     1.98411 0.000458589
        8566     1.95572      1.9841 0.000458547
        8567     1.95625      1.9841 0.000458505
        8568      1.9568      1.9841 0.000458463
        8569     1.95736     1.98409  0.00045842
        8570     1.95793     1.98409 0.000458376
        8571     1.95852     1.98409 0.000458333
        8572      1.9591     1.98409 0.000458288
